Log Name,File Name,feat_Nodes,feat_Active,feat_LPit/n,feat_IntInf,feat_Gap,feat_Time,feat_pre_row,feat_pre_columns,feat_preinteger,feat_DualInitialGap,feat_PrimalDualGap,feat_PrimalInitialGap,feat_GapClosed,feat_Rows,feat_Columns,feat_Nonzeros,feat_per_i,feat_per_b,feat_has_varlb,feat_has_varub,feat_Equality,feat_GreaterThan,feat_LessThan,feat_PAR,feat_PAC,feat_COV,feat_CAR,feat_EQK,feat_BIN,feat_KNA,feat_IKN,feat_M01,feat_MI,feat_CON,feat_RHS_dynamic,feat_obj_dynamic,feat_Coe_dynamic
test13183895.run018.ab72-40-100.log,ab72-40-100,1.0,0.0,10283.0,0.0,0.00%,4.05,8.35819745992578,9.163143937145207,0.0,1.0,0.0,1.0,1.0,11.089255652207218,10.848365741262196,0.0003601543269146,0.0,0.0019047619047619,1.0,0.0019047619047619,0.9311377245508982,0.0688622754491018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0029940119760479,0.0,0.997005988023952,0.0,-10.762141414898723,0.0
test13183895.run019.academictimetablebig.log,academictimetablebig,542.0,1.0,3754.0,7484.0,Inf,7200.0,11.668475165711195,11.901658028252527,0.0,1.0,0.0,0.0,0.0,7.614805364711073,7.921898411023797,0.0012090436464756,0.0188610808850199,0.9807762060210372,0.9996372869060574,0.9996372869060574,0.3333333333333333,0.6410256410256411,0.0256410256410256,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0256410256410256,0.6410256410256411,0.5436154465889816,6.912742820493176,0.5108256237659907
test13183895.run020.academictimetablesmall.log,academictimetablesmall,28931.0,0.0,270.7,89.0,0.00%,816.0,9.569133071885917,10.058908853353957,0.0,0.0,0.0,0.0,0.0,7.756195343948118,8.635153989049803,0.0016858494562914,0.0309278350515463,0.0,1.0,0.0309278350515463,0.9503424657534246,0.0496575342465753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0496575342465753,0.9503424657534246,0.0,6.912742820493176,0.7621400520468967
test13183895.run021.acc-tight2.log,acc-tight2,1.0,0.0,0.0,0.0,0.00%,0.06,7.1098794630722715,7.3901814282264295,0.0,0.0,0.0,0.0,0.0,13.575876787268454,10.950806546816688,5.289563441667418e-05,0.0,0.999578947368421,1.0,0.999578947368421,0.0001728265786945,0.2580199157216272,0.7418072576996783,0.000157577174692,0.0067097377610825,1.5249404002460235e-05,0.0,0.0,0.8588464334185606,0.1342557528376599,0.0,1.5249404002460235e-05,0.0,0.0,1.3862943611198906,0.0,0.0
test13183895.run022.acc-tight4.log,acc-tight4,417.0,0.0,86.7,155.0,0.00%,1.58,7.095064377287131,6.792344427470809,0.0,0.0,0.0,0.0,0.0,10.375769833681607,8.155936337972394,0.0035903940146872,0.0002870264064293,0.9994259471871412,1.0,1.0,0.0334237520656003,0.51267421195398,0.4539020359804196,0.0072958563277523,0.0,0.2611542418856982,0.0,0.0260967168646525,0.6078009540735198,0.0967792223989025,0.0,0.0008418295762791,0.0,3.117887319552272e-05,0.6931471805599453,0.0,0.0
test13183895.run023.acc-tight5.log,acc-tight5,159.0,0.0,114.1,169.0,0.00%,1.46,6.883462586413092,6.345636360828596,0.0,0.0,0.0,0.0,0.0,5.288267030694535,6.061456918928017,0.0401214946669492,0.0,0.5384615384615384,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6931471805599453,0.0,0.0
test13183895.run024.adult-max5features.log,adult-max5features,281788.0,243417.0,260.4,2300.0,31.0%,7200.0,9.203517146628057,9.199885914072324,0.0037388843977364593,1.0,0.30962638238798185,1.0,0.6903736176120181,4.158883083359672,6.645090969505644,0.0313312743823146,0.0,0.9986996098829648,1.0,1.0,0.75,0.0,0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,1.6094379124341005,16.58565741238115,-5.017279836814924
test13183895.run025.aflow30a.log,aflow30a,1113.0,0.0,33.7,34.0,0.00%,3.31,6.169610732491456,6.734591659972948,0.0,1.0,0.0,1.0,1.0,6.745236349484363,7.233455418621439,0.3264633680186876,0.0,0.9992779783393502,1.0,0.9992779783393502,0.0235294117647058,0.3764705882352941,0.6,0.0223529411764705,0.0,0.0,0.0,0.0,0.0,0.976470588235294,0.0,0.0011764705882352,0.0,0.0,0.0,3.816712825623821,-2.302585092994045
test13183895.run026.aflow40b.log,aflow40b,3276.0,0.0,134.4,74.0,0.00%,38.04,7.272398392570047,7.9105906122564775,0.0,1.0,0.0,1.0,1.0,7.832014180505469,7.390181428226429,0.0037544091710758,0.0,1.0,1.0,1.0,0.1107142857142857,0.375,0.5142857142857142,0.1,0.0642857142857142,0.0,0.0107142857142857,0.0,0.075,0.75,0.0,0.0,0.0,0.0,0.0,3.912023005428146,-2.302585092994045
test13183895.run027.air03.log,air03,1.0,0.0,4.0,0.0,0.00%,0.39,4.382026634673881,8.882946799288174,0.0,1.0,0.0,1.0,1.0,3.80666248977032,4.454347296253507,0.2364341085271318,0.0,0.6395348837209303,1.0,0.6395348837209303,0.3333333333333333,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.6666666666666666,0.0,-3.565770982577954,0.0
test13183895.run028.air04.log,air04,130.0,0.0,341.8,190.0,0.00%,10.19,6.3835066348840055,8.83840674707681,0.0,1.0,0.0,1.0,1.0,9.11382947159534,8.99961934066053,0.0005932860172948,0.0237037037037037,0.0874074074074074,1.0,1.0,0.4126651982378854,0.3895374449339207,0.1977973568281938,0.0002202643171806,0.0,0.0,0.0002202643171806,0.0024229074889867,0.0,0.1763215859030837,0.027863436123348,0.2654185022026432,0.0629955947136563,0.4645374449339207,0.0,0.8721085785641066,0.0
test13183895.run029.air05.log,air05,261.0,0.0,122.7,153.0,0.00%,5.68,5.831882477283517,8.713253274320705,0.0,1.0,0.0,1.0,1.0,11.230496238799896,8.47886807709457,0.0006261288221187,0.0199501246882793,0.9376558603491272,0.9800498753117208,0.9800498753117208,0.0149612043238941,0.9176205318655084,0.0674182638105975,0.0149612043238941,0.0,0.0,0.0,0.0,0.0,0.9176205318655084,0.0,0.0612772730287154,0.0054114994363021,0.0007294913455799,0.0,0.733906964747044,0.0
test13183895.run030.aligninq.log,aligninq,58.0,0.0,118.3,81.0,0.00%,2.12,5.820082930352362,7.512071245835466,0.0,1.0,0.0,1.0,1.0,4.672828834461906,6.78897174299217,0.0358676433442788,0.0,0.945945945945946,1.0,0.945945945945946,0.3271028037383177,0.4485981308411215,0.2242990654205607,0.3271028037383177,0.0,0.2242990654205607,0.0,0.0,0.0,0.0,0.0,0.4485981308411215,0.0,0.0,3.377877939317011,4.621699487939302,4.334017415487521
test13183895.run031.allcolor10.log,allcolor10,2656825.0,113462.0,119.1,278.0,97.4%,7200.0,9.919065582499446,8.710784340468424,0.4545154911008569,1.0,0.973568281938326,1.0,0.026431718061673992,10.79679620801836,10.131817630537638,0.0001030667053912,0.0,0.9986072423398328,1.0,0.9986072423398328,0.0008185985592665,0.4988948919449902,0.5002865094957433,0.0008185985592665,0.0,0.0,0.0,0.0,0.0003888343156516,0.4992018664047151,0.0,0.4988948919449902,0.0,0.0006958087753765,2.302585092994046,-2.6772785424354564,0.5108256237659907
test13183895.run032.amaze22012-03-15i.log,amaze22012-03-15i,39006.0,0.0,74.6,215.0,0.00%,52.04,7.515889085215125,6.813444599510896,0.3010989010989011,0.0,0.0,0.0,0.0,7.506591780070841,8.330863613224745,0.0024096385542168,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0109890109890109,0.0,0.0,0.0,0.989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,-0.6300890445928083,0.0,0.0
test13183895.run034.amaze22012-07-04i.log,amaze22012-07-04i,482715.0,1162.0,25.0,37.0,Inf,7200.0,9.634300062720511,9.089753408987065,0.019517148014440433,0.0,0.0,0.0,0.0,9.843737548130354,9.583213415483687,0.0001675672363718,0.2528411047592809,0.7471588952407191,1.0,1.0,0.3785031847133758,0.6214968152866241,0.0,0.0,0.0111464968152866,0.0,0.0,0.1860934182590233,0.20276008492569,0.4050955414012739,0.0024946921443736,0.0,0.1924097664543524,0.0,3.912023005428146,0.0,0.0
test13183895.run035.app1-1.log,app1-1,16.0,0.0,117.4,2.0,0.00%,3.5,8.013012110368916,7.577633832602728,0.0,1.0,0.0,1.0,1.0,8.780018887869153,10.340871136212566,0.0006684625424576,0.0151099344590449,0.9848577793562134,1.0,0.9999677138152584,0.0764262648008611,0.3459941565431339,0.577579578656005,0.0764262648008611,0.0119944640934953,0.0,0.0,0.0,0.0,0.2537290481316315,0.0119944640934953,0.3173919729355682,0.0,0.3284637859449484,0.0,0.0,0.0
test13183895.run036.app1-2.log,app1-2,74.0,0.0,281.7,23.0,0.00%,70.75,10.436700695179749,9.99984264077889,0.0,1.0,0.0,1.0,1.0,11.80517708113638,13.004986509250756,1.754223178226069e-05,0.991619904413832,0.0029148158560584,0.9945347202698904,0.9945347202698904,0.9326957534492026,0.0154542196738935,0.0518500268769037,0.0,0.0032252284536821,0.0,6.719225945171116e-05,0.0051290091381472,0.0,0.0,0.0122289912202114,0.0,0.913277190467658,0.0660723884608493,0.0,0.0,0.0
test13183895.run037.app2-1.log,app2-1,2070.0,0.0,0.7,1.0,0.00%,0.42,6.905753276311464,8.076204527239026,0.009325458501709667,1.0,0.0,1.0,1.0,6.866933284461882,6.802394763324311,0.1081481481481481,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,13.76158132939479,-1.116828353797594
test13183895.run038.app2-2.log,app2-2,543.0,0.0,1.1,1.0,0.00%,0.19,5.786897381366708,7.108244139731541,0.0,1.0,0.0,1.0,1.0,9.17118365677499,9.178333575841096,0.0003171984912428,0.0,0.2535880227155395,1.0,0.2607124419204956,0.4891846921797005,0.5108153078202995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5108153078202995,0.0,0.4891846921797005,0.0,7.636967080331202,-2.12823130009206
test13183895.run039.app3.log,app3,37.0,0.0,181.4,4.0,0.00%,2.13,5.91350300563827,7.238496840894365,0.0,1.0,0.0,1.0,1.0,9.610457873757753,8.972083182851925,0.000429005457193,0.0012690355329949,0.998730964467005,1.0,0.998730964467005,0.0047587131367292,0.5148123324396783,0.4804289544235925,0.0003351206434316,0.032171581769437,0.0,0.0001340482573726,0.0040214477211796,0.0,0.4800938337801608,0.0003351206434316,0.0,0.0,0.4829088471849866,4.989421275858424,-6.961523780094278,-2.995732273553991
test13183895.run040.arki001.log,arki001,96311.0,0.0,11.7,15.0,0.00%,64.04,6.642486801367256,6.8658910748834385,0.10010427528675704,1.0,0.0,1.0,1.0,2.5649493574615367,5.017279836814924,0.869077941925624,0.0,0.9933774834437086,1.0,1.0,0.0,0.0769230769230769,0.9230769230769232,0.0,0.0,0.0,0.0,0.0,0.0,0.0769230769230769,0.0,0.9230769230769232,0.0,0.0,2.906465520932899,8.016417903789462,-2.9753865556162853
test13183895.run041.assign1-5-8.log,assign1-5-8,38688772.0,0.0,9.5,42.0,0.00%,2538.0,5.081404364984463,5.049856007249537,0.0,1.0,0.0,1.0,1.0,7.1049654482698426,6.79794041297493,0.0039859693877551,0.046875,0.1305803571428571,1.0,0.2131696428571428,0.0205254515599343,0.7266009852216748,0.2528735632183908,0.0197044334975369,0.0,0.0,0.0,0.0,0.2068965517241379,0.0,0.0172413793103448,0.0788177339901477,0.0172413793103448,0.6600985221674877,1.791759469228055,0.0,1.6094379124341005
test13183895.run042.atlanta-ip.log,atlanta-ip,7343.0,0.0,353.4,65.0,0.00%,268.0,9.520101889570842,9.595942850988095,0.0,1.0,0.0,1.0,1.0,12.188407532122609,11.615644494974603,3.614357625267362e-05,0.0,0.1515999205905177,1.0,0.5169557292136656,0.2048774033323494,0.223869963053059,0.5712526336145914,0.0,0.000152673309652,0.0,0.0,0.0,0.0,0.000152673309652,0.0,0.5129823204307423,0.0,0.4867123329499537,0.3749662139109838,0.8109302162163288,0.1690763300439339
test13183895.run043.atm20-100.log,atm20-100,420067.0,25065.0,284.3,374.0,Inf,7200.0,8.330140460246382,8.725020038618554,0.0,1.0,0.0,0.0,0.0,7.950149887652018,8.471986598578159,0.0008944722016367,0.0,0.6779661016949152,1.0,0.6779661016949152,0.2796191819464034,0.0222143864598025,0.6981664315937941,0.0035260930888575,0.0126939351198871,0.0,0.0,0.0,0.5712270803949224,0.0380818053596615,0.0,0.1047249647390691,0.0,0.2697461212976023,2.0025870888143893,1.1278850472466904,-1.1027635861427172
test13183895.run044.australia-abs-cta.log,australia-abs-cta,22.0,0.0,90.8,1.0,0.00%,4.18,7.998335395952982,9.530538036104643,0.0,1.0,0.0,1.0,1.0,7.65728279297819,11.967758348176288,0.0065358942429506,0.0,1.0,1.0,1.0,0.997164461247637,0.0018903591682419,0.0009451795841209,0.997164461247637,0.0,0.0,0.0,0.0,0.0,0.0014177693761814,0.0,0.0014177693761814,0.0,0.0,2.302558326040525,0.6931471805599453,-2.594030252007071
test13183895.run045.b1c1s1.log,b1c1s1,273677.0,0.0,171.2,269.0,0.00%,1696.0,8.00603417874901,7.969703583278656,0.0,1.0,0.0,1.0,1.0,9.260082463870996,8.294799358992574,0.0009304629520248,0.0224831376467649,0.9775168623532352,1.0,1.0,0.0034253092293054,0.4211227402473834,0.5754519505233111,0.0,0.0,0.0,0.0,0.0,0.0171265461465271,0.2618458610846813,0.0,0.356232159847764,0.0034253092293054,0.3613701236917221,5.030838001413775,5.2182746588745,-2.26176309847379
test13183895.run046.b2c1s1.log,b2c1s1,1900241.0,0.0,107.9,242.0,0.00%,5974.0,8.016647877057803,7.980023592310645,0.0,1.0,0.0,1.0,1.0,5.099866427824199,5.075173815233827,0.048780487804878,0.5,0.5,1.0,1.0,0.2621951219512195,0.7378048780487805,0.0,0.0,0.2439024390243902,0.0,0.024390243902439,0.0,0.0,0.0,0.0060975609756097,0.0,0.2378048780487804,0.4878048780487805,5.115995809754082,3.855327661751601,-2.26176309847379
test13183895.run047.bab1.log,bab1,9396074.0,2115136.0,13.7,44.0,0.86%,7200.0,8.535229553902337,8.543055850941965,0.0,1.0,0.008573499014532608,1.0,0.9914265009854674,6.300785794663244,8.495356496807062,0.0053579331918053,0.1103843008994276,0.0,1.0,0.0,0.4990825688073395,0.4972477064220184,0.0036697247706422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2513761467889908,0.0,0.2477064220183486,0.5009174311926605,0.5596157879354227,-2.409447964224572,0.0
test13183895.run048.bab2.log,bab2,114724.0,38856.0,185.4,109.0,0.11%,7200.0,9.709113657218,11.811495547328615,0.0,1.0,0.0010503588236987756,1.0,0.9989496411763013,10.76070745483323,10.40486871747412,0.0002156681188129,0.0,0.2187764990914597,1.0,0.6512416717141126,0.2835440889416956,0.3481498769413562,0.3683060341169481,0.0,0.0001485190528727,0.0,0.0,0.0,0.0,0.0001909530679792,0.0,0.3813969277773062,0.0,0.6182636001018417,0.2578291093020989,-0.6412172711163036,-0.4054651081081644
test13183895.run049.bab5.log,bab5,5094.0,0.0,48.7,26.0,0.00%,44.47,8.440528106480752,9.886849911383104,0.0,1.0,0.0,1.0,1.0,12.255415038145786,11.351887790813064,3.088436014754248e-05,0.0,0.9999765054155018,1.0,0.9999765054155018,0.0899455538845209,0.5721839364922233,0.3378705096232557,0.0001237411715433,0.0336575986597879,0.0,4.7592758285899215e-06,0.089817053437149,0.2692607892783034,0.6058415351520112,0.0,0.0012945230253764,0.0,0.0,0.2336148511815051,-0.7488479353086689,0.0
test13183895.run050.bab6.log,bab6,1168644.0,30945.0,57.6,82.0,0.03%,7200.0,9.71214543252109,11.451571202030438,0.0,1.0,0.00030984436387466785,1.0,0.9996901556361253,4.07753744390572,5.44673737166631,0.320499707773232,0.0043103448275862,0.9870689655172412,1.0,0.9956896551724138,0.3389830508474576,0.6610169491525424,0.0,0.3220338983050847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.559322033898305,0.0,0.1186440677966101,0.2696635669491026,-0.7953679509435618,0.0
test13183895.run051.b-ball.log,b-ball,1.0,0.0,0.0,15.0,0.00%,0.06,2.9444389791664403,4.48863636973214,0.0,1.0,0.0,1.0,1.0,5.41610040220442,7.863266724009573,0.0131623931623931,0.0,0.0384615384615384,1.0,1.0,0.0,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.1111111111111111,0.0,0.0,0.6931471805599453
test13183895.run052.bc1.log,bc1,1594.0,0.0,21.0,4.0,0.00%,10.1,6.985641817639208,6.983789965258135,0.0,1.0,0.0,1.0,1.0,7.670894831362117,9.934550077987948,0.0009096682646195,0.0,0.1042121079928263,1.0,1.0,0.9995337995337996,0.0004662004662004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004662004662004,0.0,0.9995337995337996,0.0,0.0,0.0,2.302585092994046,-1.4883402377998003
test13183895.run053.bc.log,bc,8919.0,0.0,92.0,26.0,0.00%,63.07,7.390798521735676,7.1785454837637,0.0007627765064836003,1.0,0.0,1.0,1.0,12.344712219154667,9.88016774721451,0.0001675842969203,0.0,0.0202671579917088,1.0,1.0,0.0051710179244543,0.7147757049211725,0.2800532771543731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0051710179244543,0.0,0.9948289820755456,0.0,0.0,-1.4883402377998003
test13183895.run054.beasleyC1.log,beasleyC1,1.0,0.0,895.0,44.0,0.00%,0.17,6.551080335043404,7.002155954403621,0.0,1.0,0.0,1.0,1.0,4.143134726391533,4.143134726391533,0.5079365079365079,0.0,0.8412698412698413,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0476190476190476,0.0,0.9523809523809524,0.0,0.0,-1.3862943611198906,3.713572066704308,-1.3862943611198906
test13183895.run055.beasleyC2.log,beasleyC2,1.0,0.0,2539.0,77.0,0.00%,0.45,6.522092798170152,6.977281341630747,0.0,1.0,0.0,1.0,1.0,10.596634733096073,9.918376165029878,0.0001474704433497,0.0,0.9901477832512317,1.0,1.0,0.00135,0.99865,0.0,0.0,0.0,0.0,0.00135,0.0,0.0,0.0,0.0,0.99865,0.0,0.0,-2.19722457733622,3.6635616461296463,-2.19722457733622
