Log Name,File Name,feat_Nodes,feat_Active,feat_LPit/n,feat_IntInf,feat_GlbFix,feat_GlbRed,feat_#Cuts,feat_#MCP,feat_#Sepa,feat_#Conf,feat_Gap,feat_Time,feat_obj_density,feat_pre_row,feat_pre_columns,feat_preinteger,feat_obj_dynamic,feat_RHS_dynamic,feat_Coe_dynamic,feat_DualInitialGap,feat_PrimalDualGap,feat_PrimalInitialGap,feat_GapClosed,feat_Rows,feat_Columns,feat_Nonzeros,feat_per_i,feat_per_b,feat_has_varlb,feat_has_varub,feat_Equality,feat_GreaterThan,feat_LessThan,feat_PAR,feat_PAC,feat_COV,feat_CAR,feat_EQK,feat_BIN,feat_KNA,feat_IKN,feat_M01,feat_MI,feat_CON
test1379017.run0135.c107.100.25.log,c107.100.25,1.0,0.0,153.9,6.0,0.0,0.0,0.0,1602.0,20.0,186.0,0.0,80.71,0.884,6.786716950605081,7.6708948313621175,0.11608391608391608,9.64415635075175,0.0,5.616771097666571,0.00609926379821845,0.0,0.00609926379821845,1.0,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0390.r101.50.20.log,r101.50.20,0.0,1.0,0.0,50.0,2.0,0.0,90.0,1881.0,23.0,43.0,0.00797,2.5,0.967,8.09346227450118,9.669662152875057,0.02286797220467467,3.126760535960395,0.0,4.189654742026425,0.0034579637478831826,0.007967217044791156,0.011397630444961932,-1.304019829493107,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0639.r201.100.15.log,r201.100.15,0.0,1.0,0.0,351.0,0.0,0.0,1247.0,9834.0,15.0,56.0,0.6577,16.03,0.967,10.590641811359664,11.427443826424803,0.01633862341651508,4.176022593236367,0.0,5.796057750765372,0.0,0.6577413315437903,0.6577413315437903,-inf,11.94917839323071,11.938291234784728,4.474165213021361e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0106341715689443,0.9795720473204472,0.0097937811106083,0.000840390458336,0.0,0.0,0.0,0.0097937811106083,0.0,9.69681298080031e-05,0.0195875622212166,0.0,0.0,0.969681298080031
test1379017.run0087.c104.75.25.log,c104.75.25,0.0,1.0,58.9,213.0,0.0,0.0,845.0,9706.0,29.0,140.0,0.6419,139.0,0.974,11.78809204435159,11.841689498148122,0.013136584488033112,4.566429357671661,0.0,7.162397497355718,0.0,0.6419085088017127,0.6419085088017127,-inf,11.894610044412987,11.880342505440863,4.70746286580439e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0138248847926267,0.9732036183649088,0.0129714968424645,0.0008533879501621,0.0,0.0,0.0,0.0129714968424645,0.0,0.0001706775900324,0.0259429936849291,0.0,0.0,0.9600614439324116
test1379017.run1020.rc107.30.20.log,rc107.30.20,1.0,2.0,17.9,31.0,123.0,0.0,210.0,3345.0,776.0,387.0,0.01494,24.77,0.841,8.240648863374911,8.419580362549237,0.12083792723263506,3.3758795736778655,0.0,5.170483995038151,0.0028224416035555564,0.01493828958868549,0.01771856874221998,-4.2926833171205585,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0202.c201.25.3.log,c201.25.3,1.0,2.0,30.0,56.0,40.0,0.0,15.0,359.0,11.0,53.0,0.1415,0.28,0.97,5.056245805348308,6.9930151229329605,0.008264462809917356,3.2827891506118534,0.0,5.648974238161206,5.745576442115464e-05,0.14145306948246325,0.14150239795264757,-2460.9473939220907,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0332.c207.100.20.log,c207.100.20,0.0,1.0,0.0,327.0,0.0,0.0,1043.0,9835.0,15.0,55.0,0.7339,21.31,0.971,11.21855440436765,11.817612136237832,0.014747087450228579,3.873282177111715,0.0,7.7706452341291765,0.0,0.7339465532864606,0.7339465532864606,-inf,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0521.r107.50.15.log,r107.50.15,0.0,1.0,247.8,246.0,0.0,0.0,540.0,9833.0,4343.0,165.0,inf,168.0,0.954,10.333580230469023,10.399037088749601,0.02284635067625198,2.913426787601774,0.0,5.579729825986222,0.02964579411677024,1.0,1.0,-32.731597678279535,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0371.c208.75.15.log,c208.75.15,0.0,1.0,236.9,317.0,0.0,0.0,548.0,9835.0,3948.0,50.0,0.677,200.0,0.962,10.418822991779948,10.986038207656888,0.019053587155341778,3.873282177111715,0.0,7.154615356913663,0.11605095423457554,0.6769592413138618,0.7144484296160494,-4.833293192449878,11.38412571757864,11.369516881674873,7.843094162187319e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0141614059034294,0.9728715236307798,0.0129670704657908,0.0011943354376386,0.0,0.0,0.0,0.0129670704657908,0.0,0.000170619348234,0.0259341409315816,0.0,0.0,0.9597338338167548
test1379017.run0671.r202.30.5.log,r202.30.5,1.0,2.0,114.5,318.0,13.0,0.0,188.0,5133.0,4865.0,180.0,0.04111,33.52,0.894,7.728855823852543,7.951207156472971,0.0528355054596689,2.3456445824544927,0.0,6.927557906278317,0.0926287934307983,0.041111714704635476,0.1299323796064722,0.5561670061550626,8.51919119407891,8.477412321404392,0.0013463188087924,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0389221556886227,0.9301397205588824,0.030938123752495,0.0079840319361277,0.0,0.0,0.0,0.030938123752495,0.0,0.0009980039920159,0.06187624750499,0.0,0.0,0.8982035928143712
test1379017.run0330.c207.100.10.log,c207.100.10,0.0,1.0,211.8,388.0,0.0,0.0,207.0,9486.0,22.0,106.0,0.772,44.67,0.97,10.513470491835305,11.107510355612105,0.014864256787160642,3.873282177111715,0.0,7.7706452341291765,0.0031405612246383358,0.7720187394515905,0.7727347285584131,-244.8219038670375,11.54403645999528,11.532826126676564,6.709079263302387e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0109538580845288,0.9792555253974408,0.0097906165180302,0.0011632415664986,0.0,0.0,0.0,0.0097906165180302,0.0,9.693679720822024e-05,0.0195812330360604,0.0,0.0,0.9693679720822024
test1379017.run0499.r106.50.15.log,r106.50.15,0.0,1.0,178.6,199.0,0.0,0.0,358.0,9677.0,3512.0,101.0,0.2257,101.0,0.944,10.07044163219896,10.199844390177743,0.027882077400646865,2.913426787601774,0.0,5.579729825986222,0.024024318932063266,0.22573079392253367,0.24433208426861414,-8.395928956856691,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0604.r111.30.3.log,r111.30.3,1.0,2.0,149.8,348.0,0.0,0.0,231.0,7977.0,7550.0,220.0,inf,28.13,0.928,7.725330037917134,7.801800401908972,0.03680981595092025,2.610069792742006,0.0,5.438079308923196,0.14911510499406339,1.0,1.0,-5.706228722031965,8.012349639327795,7.966586697638402,0.0022349427541583,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0427435387673956,0.926441351888668,0.0308151093439363,0.0119284294234592,0.0,0.0,0.0,0.0308151093439363,0.0,0.0009940357852882,0.0616302186878727,0.0,0.0,0.8946322067594433
test1379017.run0593.r110.75.25.log,r110.75.25,0.0,1.0,221.6,209.0,0.0,0.0,1028.0,9895.0,31.0,116.0,inf,106.0,0.968,11.638015075809049,11.675681866269343,0.015933715742511154,3.369040270027624,0.0,5.438079308923196,0.0,1.0,1.0,-inf,11.894610044412987,11.880342505440863,4.70746286580439e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0138248847926267,0.9732036183649088,0.0129714968424645,0.0008533879501621,0.0,0.0,0.0,0.0129714968424645,0.0,0.0001706775900324,0.0259429936849291,0.0,0.0,0.9600614439324116
test1379017.run0790.r207.75.20.log,r207.75.20,0.0,1.0,135.6,338.0,0.0,0.0,315.0,9566.0,22.0,123.0,0.6265,69.17,0.972,11.51746514501226,11.595979020105514,0.013804527885146328,3.369040270027624,0.0,6.946975992135418,0.0,0.6264885437388699,0.6264885437388699,-inf,11.671594493098954,11.657198954126653,5.8835754363982937e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0139511071291437,0.9730790562737318,0.0129698365971244,0.0009812705320192,0.0,0.0,0.0,0.0129698365971244,0.0,0.000170655744699,0.0259396731942489,0.0,0.0,0.9599385639319084
test1379017.run0249.c203.30.15.log,c203.30.15,1.0,2.0,60.9,86.0,0.0,0.0,266.0,4667.0,3421.0,87.0,0.08971,39.62,0.902,8.917712757131387,9.093469420244768,0.05057884680229291,3.032546246676707,0.0,8.134467570277563,0.011319939957652911,0.08970569520431279,0.10001017207839337,-6.92457341115725,9.613803477413674,9.576024610072505,0.0004505716253874,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0350701402805611,0.933867735470942,0.0310621242484969,0.0040080160320641,0.0,0.0,0.0,0.0310621242484969,0.0,0.001002004008016,0.0621242484969939,0.0,0.0,0.9018036072144288
test1379017.run0297.c205.30.5.log,c205.30.5,1.0,2.0,107.5,214.0,0.0,0.0,140.0,6455.0,4991.0,99.0,0.1049,15.55,0.926,7.031741258763128,7.9714309977693505,0.05177770107007249,3.396184839838611,0.0,6.461468176353717,0.09063851574531848,0.10490062894457024,0.18603110738160247,-0.15735157490140605,8.51919119407891,8.477412321404392,0.0013463188087924,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0389221556886227,0.9301397205588824,0.030938123752495,0.0079840319361277,0.0,0.0,0.0,0.030938123752495,0.0,0.0009980039920159,0.06187624750499,0.0,0.0,0.8982035928143712
test1379017.run0783.r207.40.5.log,r207.40.5,0.0,1.0,149.7,228.0,0.0,0.0,254.0,9975.0,6046.0,34.0,0.1466,45.26,0.95,8.904358542352968,8.99019232964177,0.024925224327018942,2.815408719422709,0.0,6.946975992135418,0.07566491997850124,0.1465619522437525,0.2111372738338373,-0.9369868135114046,9.067624069774588,9.036582045842716,0.000785082203088,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.0294117647058823,0.9469434832756632,0.0236447520184544,0.0057670126874279,0.0,0.0,0.0,0.0236447520184544,0.0,0.0005767012687427,0.0472895040369088,0.0,0.0,0.922722029988466
test1379017.run0377.r101.100.25.log,r101.100.25,1.0,0.0,231.8,20.0,1091.0,0.0,73.0,7545.0,37.0,618.0,0.0,66.13,0.981,7.631916513071252,8.714567550836485,0.018880315219175832,4.745239193046644,0.0,4.74493212836325,0.014146713232459312,0.0,0.014146713232459312,1.0,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0334.c207.25.3.log,c207.25.3,1.0,2.0,72.5,81.0,2.0,0.0,74.0,3667.0,5486.0,95.0,0.1558,9.72,0.919,6.756932389247553,7.267525427828172,0.051639916259595256,3.2827891506118534,0.0,7.649692623711514,0.13017240670908323,0.15579691359962963,0.265688861107602,-0.19685052722282026,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0295.c205.30.25.log,c205.30.25,1.0,0.0,328.5,0.0,2613.0,0.0,39.0,995.0,27.0,140.0,0.0,2.8,0.894,7.559038255443383,8.100161446936607,0.09590288315629741,4.179188694273763,0.0,6.431331081933479,0.00353897182746084,0.0,0.00353897182746084,1.0,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0928.rc103.25.3.log,rc103.25.3,1.0,2.0,78.0,209.0,0.0,0.0,185.0,9711.0,7622.0,328.0,inf,17.36,0.878,6.961296045910166,7.07326971745971,0.0635593220338983,3.248434627109745,0.0,5.541263545158426,0.052967523453629824,1.0,1.0,-17.87949322145381,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0823.r209.30.25.log,r209.30.25,1.0,2.0,142.0,18.0,0.0,0.0,103.0,1079.0,19.0,53.0,0.05476,4.81,0.928,9.763075398819383,9.939095980003495,0.03618817852834741,2.631888840136646,0.0,6.905753276311464,0.0,0.05475520997994928,0.05475520997994928,-inf,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0485.r106.100.15.log,r106.100.15,0.0,1.0,546.8,746.0,0.0,0.0,258.0,9673.0,20.0,91.0,inf,116.0,0.971,11.394029310026372,11.530175818376756,0.014743463731079222,4.082453815700579,0.0,5.579729825986222,0.0,1.0,1.0,-inf,11.94917839323071,11.938291234784728,4.474165213021361e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0106341715689443,0.9795720473204472,0.0097937811106083,0.000840390458336,0.0,0.0,0.0,0.0097937811106083,0.0,9.69681298080031e-05,0.0195875622212166,0.0,0.0,0.969681298080031
test1379017.run0420.r103.100.20.log,r103.100.20,0.0,1.0,487.8,415.0,0.0,0.0,624.0,9663.0,23.0,132.0,inf,174.0,0.976,11.882500839381471,11.972954513068759,0.012499053102037725,4.082453815700579,0.0,5.594711379601839,0.0,1.0,1.0,-inf,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0822.r209.30.20.log,r209.30.20,1.0,2.0,290.0,36.0,0.0,0.0,192.0,1945.0,19.0,60.0,0.2123,4.28,0.928,9.540363284917488,9.718963572186974,0.03607937462417318,2.631888840136646,0.0,6.905753276311464,0.0,0.21232682380157247,0.21232682380157247,-inf,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0191.c109.50.15.log,c109.50.15,0.0,1.0,172.0,169.0,0.0,0.0,1431.0,9964.0,3430.0,37.0,0.1594,114.0,0.95,10.110054467445536,10.300382709961225,0.025215169445938677,4.04305126783455,0.0,6.573680166960646,0.020555195644166798,0.15935396083570172,0.17663360463821776,-6.752490591395736,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0361.c208.30.25.log,c208.30.25,1.0,2.0,266.0,19.0,143.0,0.0,129.0,876.0,19.0,54.0,0.0526499999999999,3.27,0.924,9.062999784077473,9.712629664719886,0.0453857791225416,3.396184839838611,0.0,7.138866999945524,0.0,0.052651081153555566,0.052651081153555566,-inf,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0184.c109.30.20.log,c109.30.20,1.0,2.0,552.0,42.0,0.0,0.0,208.0,1689.0,19.0,58.0,0.1931,3.4,0.922,9.400133943608838,9.608445125678054,0.040295500335795834,3.696351468952637,0.0,6.548219102762372,0.0,0.19307872443029955,0.19307872443029955,-inf,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0128.c106.75.10.log,c106.75.10,0.0,1.0,217.0,269.0,197.0,0.0,229.0,9995.0,810.0,168.0,0.1341,39.88,0.957,9.502935356288608,10.324005463270584,0.02364143818748974,4.566429357671661,0.0,6.508769136971681,0.002429650447685761,0.13406656514020313,0.1361704806978763,-54.17936346271595,10.979087066895165,10.964051773566707,0.0001175962519431,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0145817344589409,0.9724567237997784,0.0129615417412808,0.0016201927176601,0.0,0.0,0.0,0.0129615417412808,0.0,0.0001705466018589,0.0259230834825616,0.0,0.0,0.9593246354566384
test1379017.run1160.rc205.50.20.log,rc205.50.20,0.0,1.0,59.9,200.0,538.0,0.0,319.0,9814.0,30.0,268.0,0.04174,24.64,0.928,9.865058525916346,10.22875438531518,0.0361167292689974,4.417635062141249,0.0,6.825460036255307,0.005720520737381855,0.04174430123834377,0.04722602283482417,-6.297290431194056,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0430.r103.40.3.log,r103.40.3,1.0,2.0,235.9,426.0,0.0,0.0,322.0,8318.0,1030.0,381.0,inf,14.41,0.941,8.17948018535889,8.272315147956022,0.030659172202350538,2.7485521444115397,0.0,5.579729825986222,0.1307705608328038,1.0,1.0,-6.6469810455164,8.559869465696673,8.525756422076725,0.0013044581641957,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.032387888079724,0.944039862016098,0.0235722499041778,0.0088156381755461,0.0,0.0,0.0,0.0235722499041778,0.0,0.0005749329244921,0.0471444998083556,0.0,0.0,0.919892679187428
test1379017.run1156.rc205.40.3.log,rc205.40.3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.37,0.939,7.9395152606624055,8.250097752572845,0.03134796238244514,4.566429357671661,0.0,6.863803391452954,0.0,0.0,0.0,0.0,8.559869465696673,8.525756422076725,0.0013044581641957,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.032387888079724,0.944039862016098,0.0235722499041778,0.0088156381755461,0.0,0.0,0.0,0.0235722499041778,0.0,0.0005749329244921,0.0471444998083556,0.0,0.0,0.919892679187428
