Log Name,File Name,feat_Nodes,feat_Active,feat_LPit/n,feat_IntInf,feat_GlbFix,feat_GlbRed,feat_#Cuts,feat_#MCP,feat_#Sepa,feat_#Conf,feat_Gap,feat_Time,feat_obj_density,feat_pre_row,feat_pre_columns,feat_preinteger,feat_obj_dynamic,feat_RHS_dynamic,feat_Coe_dynamic,feat_DualInitialGap,feat_PrimalDualGap,feat_PrimalInitialGap,feat_GapClosed,feat_Rows,feat_Columns,feat_Nonzeros,feat_per_i,feat_per_b,feat_has_varlb,feat_has_varub,feat_Equality,feat_GreaterThan,feat_LessThan,feat_PAR,feat_PAC,feat_COV,feat_CAR,feat_EQK,feat_BIN,feat_KNA,feat_IKN,feat_M01,feat_MI,feat_CON
test1379017.run0135.c107.100.25.log,c107.100.25,0.0,1.0,0.0,262.0,0.0,0.0,0.0,0.0,0.0,5.0,inf,5.78,0.884,6.786716950605081,7.6708948313621175,0.11608391608391608,9.64415635075175,0.0,5.616771097666571,0.0,1.0,1.0,-inf,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0390.r101.50.20.log,r101.50.20,0.0,1.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,4.0,0.2784,1.36,0.967,8.09346227450118,9.669662152875057,0.02286797220467467,3.126760535960395,0.0,4.189654742026425,0.0,0.2784233208728584,0.2784233208728584,-inf,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0639.r201.100.15.log,r201.100.15,0.0,1.0,0.0,455.0,0.0,0.0,0.0,0.0,0.0,10.0,0.6678000000000001,4.28,0.967,10.590641811359664,11.427443826424803,0.01633862341651508,4.176022593236367,0.0,5.796057750765372,0.0,0.6678359462119509,0.6678359462119509,-inf,11.94917839323071,11.938291234784728,4.474165213021361e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0106341715689443,0.9795720473204472,0.0097937811106083,0.000840390458336,0.0,0.0,0.0,0.0097937811106083,0.0,9.69681298080031e-05,0.0195875622212166,0.0,0.0,0.969681298080031
test1379017.run0087.c104.75.25.log,c104.75.25,0.0,1.0,0.0,266.0,0.0,0.0,0.0,0.0,0.0,5.0,inf,6.73,0.974,11.78809204435159,11.841689498148122,0.013136584488033112,4.566429357671661,0.0,7.162397497355718,0.0,1.0,1.0,-inf,11.894610044412987,11.880342505440863,4.70746286580439e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0138248847926267,0.9732036183649088,0.0129714968424645,0.0008533879501621,0.0,0.0,0.0,0.0129714968424645,0.0,0.0001706775900324,0.0259429936849291,0.0,0.0,0.9600614439324116
test1379017.run1020.rc107.30.20.log,rc107.30.20,0.0,1.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,3.0,0.2337,2.69,0.841,8.240648863374911,8.419580362549237,0.12083792723263506,3.3758795736778655,0.0,5.170483995038151,0.0,0.2337459221473626,0.2337459221473626,-inf,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0202.c201.25.3.log,c201.25.3,0.0,1.0,0.0,56.0,0.0,0.0,0.0,0.0,0.0,9.0,inf,0.11,0.97,5.056245805348308,6.9930151229329605,0.008264462809917356,3.2827891506118534,0.0,5.648974238161206,0.0,1.0,1.0,-inf,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0332.c207.100.20.log,c207.100.20,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,11.37,0.971,11.21855440436765,11.817612136237832,0.014747087450228579,3.873282177111715,0.0,7.7706452341291765,0.0,0.0,0.0,0.0,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0521.r107.50.15.log,r107.50.15,0.0,1.0,0.0,174.0,0.0,0.0,0.0,0.0,0.0,5.0,inf,6.75,0.954,10.333580230469023,10.399037088749601,0.02284635067625198,2.913426787601774,0.0,5.579729825986222,0.0,1.0,1.0,-inf,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0371.c208.75.15.log,c208.75.15,0.0,1.0,0.0,234.0,0.0,0.0,0.0,0.0,0.0,3.0,0.7629,1.63,0.962,10.418822991779948,10.986038207656888,0.019053587155341778,3.873282177111715,0.0,7.154615356913663,0.0,0.7628501005658002,0.7628501005658002,-inf,11.38412571757864,11.369516881674873,7.843094162187319e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0141614059034294,0.9728715236307798,0.0129670704657908,0.0011943354376386,0.0,0.0,0.0,0.0129670704657908,0.0,0.000170619348234,0.0259341409315816,0.0,0.0,0.9597338338167548
test1379017.run0671.r202.30.5.log,r202.30.5,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,3.0,inf,0.73,0.894,7.728855823852543,7.951207156472971,0.0528355054596689,2.3456445824544927,0.0,6.927557906278317,0.0,1.0,1.0,-inf,8.51919119407891,8.477412321404392,0.0013463188087924,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0389221556886227,0.9301397205588824,0.030938123752495,0.0079840319361277,0.0,0.0,0.0,0.030938123752495,0.0,0.0009980039920159,0.06187624750499,0.0,0.0,0.8982035928143712
test1379017.run0330.c207.100.10.log,c207.100.10,0.0,1.0,0.0,390.0,0.0,0.0,0.0,0.0,0.0,4.0,inf,1.69,0.97,10.513470491835305,11.107510355612105,0.014864256787160642,3.873282177111715,0.0,7.7706452341291765,0.0,1.0,1.0,-inf,11.54403645999528,11.532826126676564,6.709079263302387e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0109538580845288,0.9792555253974408,0.0097906165180302,0.0011632415664986,0.0,0.0,0.0,0.0097906165180302,0.0,9.693679720822024e-05,0.0195812330360604,0.0,0.0,0.9693679720822024
test1379017.run0499.r106.50.15.log,r106.50.15,0.0,1.0,0.0,435.0,96.0,0.0,0.0,0.0,0.0,4.0,inf,4.64,0.944,10.07044163219896,10.199844390177743,0.027882077400646865,2.913426787601774,0.0,5.579729825986222,0.0,1.0,1.0,-inf,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0604.r111.30.3.log,r111.30.3,0.0,1.0,0.0,169.0,0.0,0.0,0.0,0.0,0.0,3.0,inf,0.32,0.928,7.725330037917134,7.801800401908972,0.03680981595092025,2.610069792742006,0.0,5.438079308923196,0.0,1.0,1.0,-inf,8.012349639327795,7.966586697638402,0.0022349427541583,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0427435387673956,0.926441351888668,0.0308151093439363,0.0119284294234592,0.0,0.0,0.0,0.0308151093439363,0.0,0.0009940357852882,0.0616302186878727,0.0,0.0,0.8946322067594433
test1379017.run0593.r110.75.25.log,r110.75.25,0.0,1.0,0.0,232.0,0.0,0.0,0.0,0.0,0.0,2.0,inf,5.9,0.968,11.638015075809049,11.675681866269343,0.015933715742511154,3.369040270027624,0.0,5.438079308923196,0.0,1.0,1.0,-inf,11.894610044412987,11.880342505440863,4.70746286580439e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0138248847926267,0.9732036183649088,0.0129714968424645,0.0008533879501621,0.0,0.0,0.0,0.0129714968424645,0.0,0.0001706775900324,0.0259429936849291,0.0,0.0,0.9600614439324116
test1379017.run0790.r207.75.20.log,r207.75.20,0.0,1.0,0.0,318.0,0.0,0.0,0.0,0.0,0.0,3.0,0.633,5.05,0.972,11.51746514501226,11.595979020105514,0.013804527885146328,3.369040270027624,0.0,6.946975992135418,0.0,0.6330246919478192,0.6330246919478192,-inf,11.671594493098954,11.657198954126653,5.8835754363982937e-05,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0139511071291437,0.9730790562737318,0.0129698365971244,0.0009812705320192,0.0,0.0,0.0,0.0129698365971244,0.0,0.000170655744699,0.0259396731942489,0.0,0.0,0.9599385639319084
test1379017.run0249.c203.30.15.log,c203.30.15,0.0,1.0,0.0,65.0,0.0,0.0,0.0,0.0,0.0,5.0,0.3186,1.58,0.902,8.917712757131387,9.093469420244768,0.05057884680229291,3.032546246676707,0.0,8.134467570277563,0.0,0.31857737705533834,0.31857737705533834,-inf,9.613803477413674,9.576024610072505,0.0004505716253874,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0350701402805611,0.933867735470942,0.0310621242484969,0.0040080160320641,0.0,0.0,0.0,0.0310621242484969,0.0,0.001002004008016,0.0621242484969939,0.0,0.0,0.9018036072144288
test1379017.run0297.c205.30.5.log,c205.30.5,0.0,1.0,0.0,82.0,0.0,0.0,0.0,0.0,0.0,4.0,0.4640999999999999,0.28,0.926,7.031741258763128,7.9714309977693505,0.05177770107007249,3.396184839838611,0.0,6.461468176353717,0.0,0.4640744246760897,0.4640744246760897,-inf,8.51919119407891,8.477412321404392,0.0013463188087924,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0389221556886227,0.9301397205588824,0.030938123752495,0.0079840319361277,0.0,0.0,0.0,0.030938123752495,0.0,0.0009980039920159,0.06187624750499,0.0,0.0,0.8982035928143712
test1379017.run0783.r207.40.5.log,r207.40.5,0.0,1.0,0.0,182.0,0.0,0.0,0.0,0.0,0.0,4.0,inf,1.2,0.95,8.904358542352968,8.99019232964177,0.024925224327018942,2.815408719422709,0.0,6.946975992135418,0.0,1.0,1.0,-inf,9.067624069774588,9.036582045842716,0.000785082203088,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.0294117647058823,0.9469434832756632,0.0236447520184544,0.0057670126874279,0.0,0.0,0.0,0.0236447520184544,0.0,0.0005767012687427,0.0472895040369088,0.0,0.0,0.922722029988466
test1379017.run0377.r101.100.25.log,r101.100.25,0.0,1.0,0.0,269.0,0.0,0.0,0.0,0.0,0.0,6.0,inf,2.51,0.981,7.631916513071252,8.714567550836485,0.018880315219175832,4.745239193046644,0.0,4.74493212836325,0.0,1.0,1.0,-inf,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0334.c207.25.3.log,c207.25.3,0.0,1.0,0.0,91.0,0.0,0.0,0.0,0.0,0.0,3.0,inf,0.12,0.919,6.756932389247553,7.267525427828172,0.051639916259595256,3.2827891506118534,0.0,7.649692623711514,0.0,1.0,1.0,-inf,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0295.c205.30.25.log,c205.30.25,0.0,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,inf,1.0,0.894,7.559038255443383,8.100161446936607,0.09590288315629741,4.179188694273763,0.0,6.431331081933479,0.0,1.0,1.0,-inf,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0928.rc103.25.3.log,rc103.25.3,0.0,1.0,0.0,127.0,0.0,0.0,0.0,0.0,0.0,4.0,inf,0.28,0.878,6.961296045910166,7.07326971745971,0.0635593220338983,3.248434627109745,0.0,5.541263545158426,0.0,1.0,1.0,-inf,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0823.r209.30.25.log,r209.30.25,0.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.1304,3.33,0.928,9.763075398819383,9.939095980003495,0.03618817852834741,2.631888840136646,0.0,6.905753276311464,0.0,0.13041093396326864,0.13041093396326864,-inf,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0485.r106.100.15.log,r106.100.15,0.0,1.0,0.0,874.0,25.0,0.0,0.0,0.0,0.0,4.0,inf,9.7,0.971,11.394029310026372,11.530175818376756,0.014743463731079222,4.082453815700579,0.0,5.579729825986222,0.0,1.0,1.0,-inf,11.94917839323071,11.938291234784728,4.474165213021361e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0106341715689443,0.9795720473204472,0.0097937811106083,0.000840390458336,0.0,0.0,0.0,0.0097937811106083,0.0,9.69681298080031e-05,0.0195875622212166,0.0,0.0,0.969681298080031
test1379017.run0420.r103.100.20.log,r103.100.20,0.0,1.0,0.0,1522.0,0.0,0.0,0.0,0.0,0.0,4.0,inf,5.38,0.976,11.882500839381471,11.972954513068759,0.012499053102037725,4.082453815700579,0.0,5.594711379601839,0.0,1.0,1.0,-inf,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0822.r209.30.20.log,r209.30.20,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,6.0,0.2879,2.97,0.928,9.540363284917488,9.718963572186974,0.03607937462417318,2.631888840136646,0.0,6.905753276311464,0.0,0.28789338424379735,0.28789338424379735,-inf,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0191.c109.50.15.log,c109.50.15,0.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,4.0,0.6067,3.17,0.95,10.110054467445536,10.300382709961225,0.025215169445938677,4.04305126783455,0.0,6.573680166960646,0.0,0.6067288918219668,0.6067288918219668,-inf,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0361.c208.30.25.log,c208.30.25,0.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,7.0,inf,1.37,0.924,9.062999784077473,9.712629664719886,0.0453857791225416,3.396184839838611,0.0,7.138866999945524,0.0,1.0,1.0,-inf,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0184.c109.30.20.log,c109.30.20,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,7.0,0.1937,1.9,0.922,9.400133943608838,9.608445125678054,0.040295500335795834,3.696351468952637,0.0,6.548219102762372,0.0,0.1936502302413986,0.1936502302413986,-inf,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0128.c106.75.10.log,c106.75.10,0.0,1.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,6.0,inf,1.08,0.957,9.502935356288608,10.324005463270584,0.02364143818748974,4.566429357671661,0.0,6.508769136971681,0.0,1.0,1.0,-inf,10.979087066895165,10.964051773566707,0.0001175962519431,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0145817344589409,0.9724567237997784,0.0129615417412808,0.0016201927176601,0.0,0.0,0.0,0.0129615417412808,0.0,0.0001705466018589,0.0259230834825616,0.0,0.0,0.9593246354566384
test1379017.run1160.rc205.50.20.log,rc205.50.20,0.0,1.0,0.0,187.0,0.0,0.0,0.0,0.0,0.0,7.0,0.532,1.19,0.928,9.865058525916346,10.22875438531518,0.0361167292689974,4.417635062141249,0.0,6.825460036255307,0.0,0.5320385158079172,0.5320385158079172,-inf,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0430.r103.40.3.log,r103.40.3,0.0,1.0,0.0,179.0,0.0,0.0,0.0,0.0,0.0,3.0,inf,0.47,0.941,8.17948018535889,8.272315147956022,0.030659172202350538,2.7485521444115397,0.0,5.579729825986222,0.0,1.0,1.0,-inf,8.559869465696673,8.525756422076725,0.0013044581641957,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.032387888079724,0.944039862016098,0.0235722499041778,0.0088156381755461,0.0,0.0,0.0,0.0235722499041778,0.0,0.0005749329244921,0.0471444998083556,0.0,0.0,0.919892679187428
test1379017.run1156.rc205.40.3.log,rc205.40.3,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.37,0.939,7.9395152606624055,8.250097752572845,0.03134796238244514,4.566429357671661,0.0,6.863803391452954,0.0,0.0,0.0,0.0,8.559869465696673,8.525756422076725,0.0013044581641957,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.032387888079724,0.944039862016098,0.0235722499041778,0.0088156381755461,0.0,0.0,0.0,0.0235722499041778,0.0,0.0005749329244921,0.0471444998083556,0.0,0.0,0.919892679187428
test1379017.run0509.r107.100.25.log,r107.100.25,0.0,1.0,0.0,553.0,14.0,0.0,0.0,0.0,0.0,3.0,inf,85.07,0.976,12.19557271367404,12.256223787910374,0.011888570803572278,4.082453815700579,0.0,5.594711379601839,0.0,1.0,1.0,-inf,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0090.c105.100.20.log,c105.100.20,0.0,1.0,0.0,381.0,0.0,0.0,0.0,0.0,0.0,4.0,inf,2.54,0.962,10.675445913520363,11.482672421799208,0.02061430632859204,4.546481189639412,0.0,5.8111409929767,0.0,1.0,1.0,-inf,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
