Log Name,File Name,feat_obj_dynamic,feat_RHS_dynamic,feat_Coe_dynamic,feat_Rows,feat_Columns,feat_Nonzeros,feat_per_i,feat_per_b,feat_has_varlb,feat_has_varub,feat_Equality,feat_GreaterThan,feat_LessThan,feat_PAR,feat_PAC,feat_COV,feat_CAR,feat_EQK,feat_BIN,feat_KNA,feat_IKN,feat_M01,feat_MI,feat_CON
test1379017.run0377.r101.100.25.log,r101.100.25,4.745239193046644,0.0,4.74493212836325,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0334.c207.25.3.log,c207.25.3,3.2827891506118534,0.0,7.649692623711514,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0295.c205.30.25.log,c205.30.25,4.179188694273763,0.0,6.431331081933479,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0928.rc103.25.3.log,rc103.25.3,3.248434627109745,0.0,5.541263545158426,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0823.r209.30.25.log,r209.30.25,2.631888840136646,0.0,6.905753276311464,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0485.r106.100.15.log,r106.100.15,4.082453815700579,0.0,5.579729825986222,11.94917839323071,11.938291234784728,4.474165213021361e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0106341715689443,0.9795720473204472,0.0097937811106083,0.000840390458336,0.0,0.0,0.0,0.0097937811106083,0.0,9.69681298080031e-05,0.0195875622212166,0.0,0.0,0.969681298080031
test1379017.run0420.r103.100.20.log,r103.100.20,4.082453815700579,0.0,5.594711379601839,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0822.r209.30.20.log,r209.30.20,2.631888840136646,0.0,6.905753276311464,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0191.c109.50.15.log,c109.50.15,4.04305126783455,0.0,6.573680166960646,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0361.c208.30.25.log,c208.30.25,3.396184839838611,0.0,7.138866999945524,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0184.c109.30.20.log,c109.30.20,3.696351468952637,0.0,6.548219102762372,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0128.c106.75.10.log,c106.75.10,4.566429357671661,0.0,6.508769136971681,10.979087066895165,10.964051773566707,0.0001175962519431,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0145817344589409,0.9724567237997784,0.0129615417412808,0.0016201927176601,0.0,0.0,0.0,0.0129615417412808,0.0,0.0001705466018589,0.0259230834825616,0.0,0.0,0.9593246354566384
test1379017.run1160.rc205.50.20.log,rc205.50.20,4.417635062141249,0.0,6.825460036255307,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0430.r103.40.3.log,r103.40.3,2.74855214441154,0.0,5.579729825986222,8.559869465696673,8.525756422076725,0.0013044581641957,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.032387888079724,0.944039862016098,0.0235722499041778,0.0088156381755461,0.0,0.0,0.0,0.0235722499041778,0.0,0.0005749329244921,0.0471444998083556,0.0,0.0,0.919892679187428
test1379017.run1156.rc205.40.3.log,rc205.40.3,4.566429357671661,0.0,6.863803391452954,8.559869465696673,8.525756422076725,0.0013044581641957,0.024390243902439,0.975609756097561,1.0,0.975609756097561,0.032387888079724,0.944039862016098,0.0235722499041778,0.0088156381755461,0.0,0.0,0.0,0.0235722499041778,0.0,0.0005749329244921,0.0471444998083556,0.0,0.0,0.919892679187428
test1379017.run0509.r107.100.25.log,r107.100.25,4.082453815700579,0.0,5.594711379601839,12.459745401879209,12.44911685855072,2.6851934696499488e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0103782735208535,0.9798254122211444,0.0097963142580019,0.0005819592628516,0.0,0.0,0.0,0.0097963142580019,0.0,9.699321047526672e-05,0.0195926285160038,0.0,0.0,0.9699321047526672
test1379017.run0090.c105.100.20.log,c105.100.20,4.546481189639412,0.0,5.8111409929767,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0544.r108.50.20.log,r108.50.20,2.9802833626129432,0.0,5.60947179518496,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0500.r106.50.20.log,r106.50.20,2.913426787601774,0.0,5.579729825986222,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0156.c108.100.20.log,c108.100.20,4.566429357671661,0.0,6.411818267709897,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run1004.rc106.50.10.log,rc106.50.10,4.5591262474866845,0.0,4.787491742782046,10.189042363971735,10.166236358442696,0.0002572074655182,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0217963171739947,0.9590379556557684,0.0191657271702367,0.0026305900037579,0.0,0.0,0.0,0.0191657271702367,0.0,0.0003757985719654,0.0383314543404735,0.0,0.0,0.9394964299135664
test1379017.run1065.rc201.30.25.log,rc201.30.25,4.025351690735149,0.0,5.480638923341991,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run0781.r207.30.5.log,r207.30.5,2.401525040848949,0.0,6.937314081223681,8.51919119407891,8.477412321404392,0.0013463188087924,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0389221556886227,0.9301397205588824,0.030938123752495,0.0079840319361277,0.0,0.0,0.0,0.030938123752495,0.0,0.0009980039920159,0.06187624750499,0.0,0.0,0.8982035928143712
test1379017.run0698.r203.50.20.log,r203.50.20,2.9802833626129432,0.0,6.946975992135418,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run1217.rc208.30.15.log,rc208.30.15,3.387774361330014,0.0,6.839476438228842,9.613803477413674,9.576024610072505,0.0004505716253874,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0350701402805611,0.933867735470942,0.0310621242484969,0.0040080160320641,0.0,0.0,0.0,0.0310621242484969,0.0,0.001002004008016,0.0621242484969939,0.0,0.0,0.9018036072144288
test1379017.run0024.c102.100.20.log,c102.100.20,4.566429357671661,0.0,7.154615356913663,12.236698839071934,12.22597330723651,3.3561663117169735e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0104742508001163,0.9797303850257008,0.0097953641741829,0.0006788866259334,0.0,0.0,0.0,0.0097953641741829,0.0,9.69838037047813e-05,0.0195907283483658,0.0,0.0,0.969838037047813
test1379017.run0094.c105.30.10.log,c105.30.10,3.9318256327243257,0.0,5.683579767338681,9.2093398716426,9.170559501964338,0.0006751809041091,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.036036036036036,0.9329329329329328,0.031031031031031,0.005005005005005,0.0,0.0,0.0,0.031031031031031,0.0,0.001001001001001,0.062062062062062,0.0,0.0,0.9009009009009008
test1379017.run0705.r204.100.15.log,r204.100.15,4.176022593236367,0.0,6.956545443151569,11.94917839323071,11.938291234784728,4.474165213021361e-05,0.0099009900990099,0.99009900990099,1.0,0.99009900990099,0.0106341715689443,0.9795720473204472,0.0097937811106083,0.000840390458336,0.0,0.0,0.0,0.0097937811106083,0.0,9.69681298080031e-05,0.0195875622212166,0.0,0.0,0.969681298080031
test1379017.run0611.r111.50.25.log,r111.50.25,2.9802833626129432,0.0,5.438079308923196,11.104205064141391,11.082527090316852,0.0001029991069592,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0206922498118886,0.9601203912716328,0.0191873589164785,0.00150489089541,0.0,0.0,0.0,0.0191873589164785,0.0,0.0003762227238525,0.0383747178329571,0.0,0.0,0.9405568096313016
test1379017.run0546.r108.75.10.log,r108.75.10,3.369040270027624,0.0,5.631211781821365,10.979087066895165,10.964051773566707,0.0001175962519431,0.0131578947368421,0.986842105263158,1.0,0.986842105263158,0.0145817344589409,0.9724567237997784,0.0129615417412808,0.0016201927176601,0.0,0.0,0.0,0.0129615417412808,0.0,0.0001705466018589,0.0259230834825616,0.0,0.0,0.9593246354566384
test1379017.run0434.r103.50.20.log,r103.50.20,2.74855214441154,0.0,5.579729825986222,10.881249606498384,10.859383539002645,0.0001287246691261,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.020876434079368,0.959939815685537,0.0191837502350949,0.001692683844273,0.0,0.0,0.0,0.0191837502350949,0.0,0.000376151965394,0.0383675004701899,0.0,0.0,0.940379913485048
test1379017.run0125.c106.50.15.log,c106.50.15,4.04305126783455,0.0,5.860786223465865,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run1175.rc206.30.25.log,rc206.30.25,3.873282177111715,0.0,6.173786103901937,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run1203.rc207.50.15.log,rc207.50.15,4.566429357671661,0.0,6.86484777797086,10.593880944899452,10.57170146655086,0.0001715791089856,0.0196078431372549,0.9803921568627452,1.0,0.9803921568627452,0.0211832539483579,0.9596390072699924,0.0191777387816495,0.0020055151667084,0.0,0.0,0.0,0.0191777387816495,0.0,0.0003760340937578,0.038355477563299,0.0,0.0,0.9400852343945852
test1379017.run0665.r202.25.5.log,r202.25.5,2.285466272662265,0.0,6.927557906278317,8.176110342237342,8.125630988477065,0.0018837540259156,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0464135021097046,0.9170182841068916,0.0365682137834036,0.0098452883263009,0.0,0.0,0.0,0.0365682137834036,0.0,0.0014064697609001,0.0731364275668073,0.0,0.0,0.8790436005625879
test1379017.run0956.rc104.30.3.log,rc104.30.3,3.873282177111715,0.0,5.686975356339819,8.012349639327795,7.966586697638402,0.0022349427541583,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0427435387673956,0.926441351888668,0.0308151093439363,0.0119284294234592,0.0,0.0,0.0,0.0308151093439363,0.0,0.0009940357852882,0.0616302186878727,0.0,0.0,0.8946322067594433
test1379017.run0868.r211.30.3.log,r211.30.3,2.263844264677615,0.0,6.906754778648553,8.012349639327795,7.966586697638402,0.0022349427541583,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0427435387673956,0.926441351888668,0.0308151093439363,0.0119284294234592,0.0,0.0,0.0,0.0308151093439363,0.0,0.0009940357852882,0.0616302186878727,0.0,0.0,0.8946322067594433
test1379017.run0378.r101.25.3.log,r101.25.3,2.848160564824775,0.0,3.951243718581427,7.669961995473577,7.614805364711073,0.0031249395996874,0.0384615384615384,0.9615384615384616,1.0,0.9615384615384616,0.0508632757816145,0.9127391507232852,0.0363975734951003,0.0144657022865142,0.0,0.0,0.0,0.0363975734951003,0.0,0.0013999066728884,0.0727951469902006,0.0,0.0,0.8749416705552963
test1379017.run0052.c103.30.20.log,c103.30.20,3.696351468952637,0.0,7.138866999945524,9.90098442231801,9.863706682524285,0.0003380981068696,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0345864661654135,0.9343358395989976,0.0310776942355889,0.0035087719298245,0.0,0.0,0.0,0.0310776942355889,0.0,0.0010025062656641,0.0621553884711779,0.0,0.0,0.9022556390977444
test1379017.run0251.c203.30.25.log,c203.30.25,3.396184839838611,0.0,8.13739583005665,10.123827176517604,10.086850233838494,0.0002705598568812,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0342960288808664,0.9346169273967108,0.0310870437224227,0.0032089851584436,0.0,0.0,0.0,0.0310870437224227,0.0,0.0010028078620136,0.0621740874448455,0.0,0.0,0.9025270758122744
test1379017.run1107.rc203.30.15.log,rc203.30.15,3.375879573677865,0.0,6.877296071497428,9.613803477413674,9.576024610072505,0.0004505716253874,0.032258064516129,0.967741935483871,1.0,0.967741935483871,0.0350701402805611,0.933867735470942,0.0310621242484969,0.0040080160320641,0.0,0.0,0.0,0.0310621242484969,0.0,0.001002004008016,0.0621242484969939,0.0,0.0,0.9018036072144288
