Log Name,File Name,c_i,Nodes,Active,LPit/n,IntInf,GlbFix,GlbRed,#Cuts,#MCP,#Sepa,#Conf,BestBound,BestSolution,Gap,Time,pres_max_A,pres_min_A,pres_max_rhs,pres_min_rhs,pres_max_obj,pres_min_obj,obj_density
test1542218.run0038.load_balancing_1034.log,load_balancing_1034,420.9728,0.0,1.0,0.0,487.0,0.0,0.0,0.0,0.0,0.0,4.0,420.9728,831.0,0.493,4.87,1.0,0.101,9.94,0.0,1.0,1.0,0.222
test1542218.run0039.load_balancing_1035.log,load_balancing_1035,379.3344,0.0,1.0,0.0,559.0,0.0,0.0,0.0,0.0,0.0,1.0,379.3344,846.0,0.552,4.1,1.0,0.1,9.77,0.0,1.0,1.0,0.222
test1542218.run0040.load_balancing_1036.log,load_balancing_1036,396.4732,0.0,1.0,0.0,497.0,0.0,0.0,0.0,0.0,0.0,3.0,396.4732,819.0,0.516,4.62,1.0,0.1,9.74,0.0,1.0,1.0,0.221
test1542218.run0041.load_balancing_1037.log,load_balancing_1037,423.1857,0.0,1.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,1.0,423.1857,842.0,0.49700000000000005,4.13,1.0,0.1,9.93,0.0,1.0,1.0,0.22399999999999998
test1542218.run0042.load_balancing_1038.log,load_balancing_1038,402.789,0.0,1.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,4.0,402.789,818.0,0.508,4.64,1.0,0.101,9.32,0.0,1.0,1.0,0.22
test1542218.run0043.load_balancing_1039.log,load_balancing_1039,386.7422,0.0,1.0,0.0,516.0,0.0,0.0,0.0,0.0,0.0,1.0,386.7422,814.0,0.525,4.22,1.0,0.1,9.84,0.0,1.0,1.0,0.221
test1542218.run0055.load_balancing_104.log,load_balancing_104,390.9166,0.0,1.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,1.0,390.9166,840.0,0.535,4.36,1.0,0.1,9.93,0.0,1.0,1.0,0.21899999999999997
test1542218.run0045.load_balancing_1040.log,load_balancing_1040,356.742,0.0,1.0,0.0,524.0,0.0,0.0,0.0,0.0,0.0,4.0,356.742,792.0,0.55,4.13,1.0,0.1,9.97,0.0,1.0,1.0,0.22
test1542218.run0046.load_balancing_1041.log,load_balancing_1041,384.0723,0.0,1.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,4.0,384.0723,819.0,0.531,4.0,1.0,0.101,9.89,0.0,1.0,1.0,0.218
test1542218.run0047.load_balancing_1042.log,load_balancing_1042,352.8305,0.0,1.0,0.0,604.0,0.0,0.0,0.0,0.0,0.0,3.0,352.8305,831.0,0.575,4.23,1.0,0.1,9.36,0.0,1.0,1.0,0.221
test1542218.run0048.load_balancing_1043.log,load_balancing_1043,406.9462,0.0,1.0,0.0,623.0,0.0,0.0,0.0,0.0,0.0,3.0,406.9462,877.0,0.536,4.7,1.0,0.101,9.09,0.0,1.0,1.0,0.222
test1542218.run0049.load_balancing_1044.log,load_balancing_1044,421.9446,0.0,1.0,0.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0,421.9446,849.0,0.503,4.3,1.0,0.101,9.72,0.0,1.0,1.0,0.22399999999999998
test1542218.run0050.load_balancing_1045.log,load_balancing_1045,408.4654,0.0,1.0,0.0,530.0,0.0,0.0,0.0,0.0,0.0,1.0,408.4654,839.0,0.513,4.28,1.0,0.1,9.72,0.0,1.0,1.0,0.226
test1542218.run0051.load_balancing_1046.log,load_balancing_1046,391.2542,0.0,1.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,1.0,391.2542,827.0,0.527,4.74,1.0,0.102,9.82,0.0,1.0,1.0,0.21899999999999997
test1542218.run0052.load_balancing_1047.log,load_balancing_1047,369.9672,0.0,1.0,0.0,550.0,0.0,0.0,0.0,0.0,0.0,3.0,369.9672,830.0,0.5539999999999999,4.42,1.0,0.1,9.94,0.0,1.0,1.0,0.222
test1542218.run0053.load_balancing_1048.log,load_balancing_1048,299.2336,0.0,1.0,0.0,609.0,0.0,0.0,0.0,0.0,0.0,1.0,299.2336,804.0,0.628,4.12,1.0,0.104,7.76,0.0,1.0,1.0,0.21899999999999997
test1542218.run0054.load_balancing_1049.log,load_balancing_1049,298.2927,0.0,1.0,0.0,589.0,0.0,0.0,0.0,0.0,0.0,1.0,298.2927,800.0,0.627,4.06,1.0,0.1,8.56,0.0,1.0,1.0,0.21899999999999997
test1542218.run0066.load_balancing_105.log,load_balancing_105,400.6777,0.0,1.0,0.0,518.0,0.0,0.0,0.0,0.0,0.0,0.0,400.6777,825.0,0.514,4.11,1.0,0.1,9.26,0.0,1.0,1.0,0.22399999999999998
test1542218.run0056.load_balancing_1050.log,load_balancing_1050,370.4563,0.0,1.0,0.0,552.0,0.0,0.0,0.0,0.0,0.0,1.0,370.4563,815.0,0.545,4.36,1.0,0.1,8.7,0.0,1.0,1.0,0.22
test1542218.run0057.load_balancing_1051.log,load_balancing_1051,380.329,0.0,1.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,3.0,380.329,847.0,0.551,4.37,1.0,0.1,9.79,0.0,1.0,1.0,0.222
test1542218.run0058.load_balancing_1052.log,load_balancing_1052,376.5687,0.0,1.0,0.0,553.0,0.0,0.0,0.0,0.0,0.0,1.0,376.5687,825.0,0.544,4.31,1.0,0.1,9.25,0.0,1.0,1.0,0.21600000000000003
test1542218.run0059.load_balancing_1053.log,load_balancing_1053,388.3426,0.0,1.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,0.0,388.3426,822.0,0.528,3.93,1.0,0.1,9.94,0.0,1.0,1.0,0.22399999999999998
test1542218.run0060.load_balancing_1054.log,load_balancing_1054,292.5554,0.0,1.0,0.0,541.0,0.0,0.0,0.0,0.0,0.0,2.0,292.5554,771.0,0.621,4.19,1.0,0.1,7.75,0.0,1.0,1.0,0.22
test1542218.run0061.load_balancing_1055.log,load_balancing_1055,333.4048,0.0,1.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,1.0,333.4048,805.0,0.586,4.08,1.0,0.1,8.85,0.0,1.0,1.0,0.222
test1542218.run0062.load_balancing_1056.log,load_balancing_1056,400.1758,0.0,1.0,0.0,521.0,0.0,0.0,0.0,0.0,0.0,2.0,400.1758,821.0,0.513,3.62,1.0,0.1,9.52,0.0,1.0,1.0,0.22699999999999998
test1542218.run0063.load_balancing_1057.log,load_balancing_1057,443.5112,0.0,1.0,0.0,472.0,0.0,0.0,0.0,0.0,0.0,7.0,443.5112,844.0,0.475,4.33,2.0,0.1,8.85,0.0,1.0,1.0,0.213
test1542218.run0064.load_balancing_1058.log,load_balancing_1058,324.4471,0.0,1.0,0.0,569.0,0.0,0.0,0.0,0.0,0.0,1.0,324.4471,794.0,0.591,4.32,1.0,0.101,8.33,0.0,1.0,1.0,0.218
test1542218.run0065.load_balancing_1059.log,load_balancing_1059,351.8882,0.0,1.0,0.0,585.0,0.0,0.0,0.0,0.0,0.0,1.0,351.8882,821.0,0.5710000000000001,4.28,1.0,0.1,8.71,0.0,1.0,1.0,0.221
test1542218.run0077.load_balancing_106.log,load_balancing_106,391.8149,0.0,1.0,0.0,464.0,0.0,0.0,0.0,0.0,0.0,1.0,391.8149,789.0,0.503,4.51,1.0,0.101,8.94,0.0,1.0,1.0,0.21600000000000003
test1542218.run0067.load_balancing_1060.log,load_balancing_1060,415.732,0.0,1.0,0.0,536.0,0.0,0.0,0.0,0.0,0.0,3.0,415.732,849.0,0.51,5.02,1.0,0.101,9.83,0.0,1.0,1.0,0.21899999999999997
test1542218.run0068.load_balancing_1061.log,load_balancing_1061,333.5735,0.0,1.0,0.0,531.0,0.0,0.0,0.0,0.0,0.0,3.0,333.5735,794.0,0.58,4.16,1.0,0.1,9.44,0.0,1.0,1.0,0.222
test1542218.run0069.load_balancing_1062.log,load_balancing_1062,334.5255,0.0,1.0,0.0,532.0,0.0,0.0,0.0,0.0,0.0,2.0,334.5255,783.0,0.573,3.9,1.0,0.1,8.58,0.0,1.0,1.0,0.226
test1542218.run0070.load_balancing_1063.log,load_balancing_1063,354.0976,0.0,1.0,0.0,511.0,0.0,0.0,0.0,0.0,0.0,0.0,354.0976,799.0,0.557,3.72,1.0,0.1,8.98,0.0,1.0,1.0,0.225
test1542218.run0071.load_balancing_1064.log,load_balancing_1064,361.7141,0.0,1.0,0.0,554.0,0.0,0.0,0.0,0.0,0.0,2.0,361.7141,809.0,0.5529999999999999,4.41,1.0,0.1,8.51,0.0,1.0,1.0,0.21600000000000003
test1542218.run0072.load_balancing_1065.log,load_balancing_1065,329.9507,0.0,1.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,1.0,329.9507,815.0,0.595,3.77,1.0,0.1,7.83,0.0,1.0,1.0,0.225
test1542218.run0073.load_balancing_1066.log,load_balancing_1066,296.5359,0.0,1.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,1.0,296.5359,769.0,0.614,3.74,1.0,0.1,9.35,0.0,1.0,1.0,0.21899999999999997
test1542218.run0074.load_balancing_1067.log,load_balancing_1067,422.8044,0.0,1.0,0.0,478.0,0.0,0.0,0.0,0.0,0.0,0.0,422.8044,830.0,0.491,5.32,3.0,0.101,8.65,0.0,1.0,1.0,0.196
test1542218.run0075.load_balancing_1068.log,load_balancing_1068,386.0643,0.0,1.0,0.0,485.0,0.0,0.0,0.0,0.0,0.0,0.0,386.0643,803.0,0.519,4.77,1.0,0.101,9.98,0.0,1.0,1.0,0.215
test1542218.run0076.load_balancing_1069.log,load_balancing_1069,371.2811,0.0,1.0,0.0,508.0,0.0,0.0,0.0,0.0,0.0,1.0,371.2811,798.0,0.535,4.5,1.0,0.0715,8.25,0.0,1.0,1.0,0.20800000000000002
test1542218.run0088.load_balancing_107.log,load_balancing_107,320.3105,0.0,1.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,3.0,320.3105,821.0,0.61,4.3,1.0,0.101,9.34,0.0,1.0,1.0,0.205
test1542218.run0078.load_balancing_1070.log,load_balancing_1070,375.2905,0.0,1.0,0.0,503.0,0.0,0.0,0.0,0.0,0.0,1.0,375.2905,817.0,0.541,4.39,1.0,0.1,9.11,0.0,1.0,1.0,0.21899999999999997
test1542218.run0079.load_balancing_1071.log,load_balancing_1071,371.5594,0.0,1.0,0.0,562.0,0.0,0.0,0.0,0.0,0.0,1.0,371.5594,841.0,0.5579999999999999,4.24,1.0,0.101,9.59,0.0,1.0,1.0,0.22
test1542218.run0080.load_balancing_1072.log,load_balancing_1072,350.8112,0.0,1.0,0.0,582.0,0.0,0.0,0.0,0.0,0.0,1.0,350.8112,841.0,0.583,4.02,1.0,0.101,8.99,0.0,1.0,1.0,0.21899999999999997
test1542218.run0081.load_balancing_1073.log,load_balancing_1073,332.8925,0.0,1.0,0.0,563.0,0.0,0.0,0.0,0.0,0.0,1.0,332.8925,808.0,0.588,4.4,1.0,0.101,8.22,0.0,1.0,1.0,0.215
test1542218.run0082.load_balancing_1074.log,load_balancing_1074,341.1527,0.0,1.0,0.0,547.0,0.0,0.0,0.0,0.0,0.0,1.0,341.1527,802.0,0.575,4.39,1.0,0.101,8.61,0.0,1.0,1.0,0.213
test1542218.run0083.load_balancing_1075.log,load_balancing_1075,416.3437,0.0,1.0,0.0,435.0,0.0,0.0,0.0,0.0,0.0,1.0,416.3437,804.0,0.48200000000000004,5.27,1.0,0.0579,8.93,0.0,1.0,1.0,0.182
test1542218.run0084.load_balancing_1076.log,load_balancing_1076,392.1791,0.0,1.0,0.0,504.0,0.0,0.0,0.0,0.0,0.0,3.0,392.1791,817.0,0.52,4.09,4.0,0.1,9.73,0.0,1.0,1.0,0.212
test1542218.run0085.load_balancing_1077.log,load_balancing_1077,364.0594,0.0,1.0,0.0,565.0,0.0,0.0,0.0,0.0,0.0,1.0,364.0594,833.0,0.563,4.65,1.0,0.1,9.92,0.0,1.0,1.0,0.21600000000000003
test1542218.run0086.load_balancing_1078.log,load_balancing_1078,391.6922,0.0,1.0,0.0,577.0,0.0,0.0,0.0,0.0,0.0,3.0,391.6922,840.0,0.534,3.98,1.0,0.101,9.58,0.0,1.0,1.0,0.228
test1542218.run0087.load_balancing_1079.log,load_balancing_1079,416.2979,0.0,1.0,0.0,526.0,0.0,0.0,0.0,0.0,0.0,3.0,416.2979,838.0,0.503,3.89,2.0,0.0558,9.23,0.0,1.0,1.0,0.212
test1542218.run0099.load_balancing_108.log,load_balancing_108,412.3184,0.0,1.0,0.0,566.0,0.0,0.0,0.0,0.0,0.0,1.0,412.3184,857.0,0.519,4.47,1.0,0.1,9.82,0.0,1.0,1.0,0.21899999999999997
test1542218.run0089.load_balancing_1080.log,load_balancing_1080,383.781,0.0,1.0,0.0,600.0,0.0,0.0,0.0,0.0,0.0,1.0,383.781,848.0,0.547,3.9,1.0,0.1,9.95,0.0,1.0,1.0,0.22699999999999998
test1542218.run0090.load_balancing_1081.log,load_balancing_1081,392.1222,0.0,1.0,0.0,496.0,0.0,0.0,0.0,0.0,0.0,0.0,392.1222,819.0,0.521,4.67,1.0,0.101,8.92,0.0,1.0,1.0,0.218
test1542218.run0091.load_balancing_1082.log,load_balancing_1082,409.0036,0.0,1.0,0.0,591.0,0.0,0.0,0.0,0.0,0.0,1.0,409.0036,863.0,0.526,4.8,1.0,0.101,9.91,0.0,1.0,1.0,0.21899999999999997
test1542218.run0092.load_balancing_1083.log,load_balancing_1083,382.8172,0.0,1.0,0.0,523.0,0.0,0.0,0.0,0.0,0.0,0.0,382.8172,821.0,0.534,4.6,1.0,0.101,8.72,0.0,1.0,1.0,0.217
test1542218.run0093.load_balancing_1084.log,load_balancing_1084,383.7104,0.0,1.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,3.0,383.7104,837.0,0.542,4.41,2.0,0.0987,8.7,0.0,1.0,1.0,0.21100000000000002
test1542218.run0094.load_balancing_1085.log,load_balancing_1085,377.6466,0.0,1.0,0.0,477.0,0.0,0.0,0.0,0.0,0.0,4.0,377.6466,789.0,0.521,4.55,1.0,0.101,9.49,0.0,1.0,1.0,0.217
test1542218.run0095.load_balancing_1086.log,load_balancing_1086,353.7577,0.0,1.0,0.0,534.0,0.0,0.0,0.0,0.0,0.0,1.0,353.7577,802.0,0.5589999999999999,4.46,1.0,0.1,9.34,0.0,1.0,1.0,0.218
test1542218.run0096.load_balancing_1087.log,load_balancing_1087,408.6434,0.0,1.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,5.0,408.6434,828.0,0.506,4.78,1.0,0.101,9.59,0.0,1.0,1.0,0.21
test1542218.run0097.load_balancing_1088.log,load_balancing_1088,404.0139,0.0,1.0,0.0,595.0,0.0,0.0,0.0,0.0,0.0,2.0,404.0139,869.0,0.535,4.26,1.0,0.103,9.35,0.0,1.0,1.0,0.221
test1542218.run0098.load_balancing_1089.log,load_balancing_1089,407.9746,0.0,1.0,0.0,549.0,0.0,0.0,0.0,0.0,0.0,1.0,407.9746,850.0,0.52,4.53,1.0,0.1,9.6,0.0,1.0,1.0,0.22
test1542218.run0110.load_balancing_109.log,load_balancing_109,335.2582,0.0,1.0,0.0,593.0,0.0,0.0,0.0,0.0,0.0,1.0,335.2582,831.0,0.597,3.85,1.0,0.1,9.64,0.0,1.0,1.0,0.222
test1542218.run0100.load_balancing_1090.log,load_balancing_1090,395.4516,0.0,1.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,1.0,395.4516,857.0,0.539,3.9,1.0,0.1,9.49,0.0,1.0,1.0,0.226
test1542218.run0101.load_balancing_1091.log,load_balancing_1091,346.0332,0.0,1.0,0.0,514.0,0.0,0.0,0.0,0.0,0.0,1.0,346.0332,789.0,0.561,3.88,1.0,0.1,9.91,0.0,1.0,1.0,0.217
test1542218.run0102.load_balancing_1092.log,load_balancing_1092,374.787,0.0,1.0,0.0,539.0,0.0,0.0,0.0,0.0,0.0,4.0,374.787,831.0,0.5489999999999999,4.25,1.0,0.1,9.45,0.0,1.0,1.0,0.218
test1542218.run0103.load_balancing_1093.log,load_balancing_1093,383.1861,0.0,1.0,0.0,543.0,0.0,0.0,0.0,0.0,0.0,4.0,383.1861,837.0,0.542,4.43,1.0,0.1,9.45,0.0,1.0,1.0,0.223
test1542218.run0104.load_balancing_1094.log,load_balancing_1094,306.8149,0.0,1.0,0.0,583.0,0.0,0.0,0.0,0.0,0.0,2.0,306.8149,799.0,0.616,4.16,1.0,0.1,9.43,0.0,1.0,1.0,0.217
test1542218.run0105.load_balancing_1095.log,load_balancing_1095,365.9161,0.0,1.0,0.0,588.0,0.0,0.0,0.0,0.0,0.0,3.0,365.9161,837.0,0.563,3.87,1.0,0.102,8.64,0.0,1.0,1.0,0.21899999999999997
test1542218.run0106.load_balancing_1096.log,load_balancing_1096,386.1803,0.0,1.0,0.0,573.0,0.0,0.0,0.0,0.0,0.0,3.0,386.1803,843.0,0.542,4.55,1.0,0.1,9.95,0.0,1.0,1.0,0.22
test1542218.run0107.load_balancing_1097.log,load_balancing_1097,348.1827,0.0,1.0,0.0,558.0,0.0,0.0,0.0,0.0,0.0,1.0,348.1827,817.0,0.574,4.18,1.0,0.1,9.23,0.0,1.0,1.0,0.223
test1542218.run0108.load_balancing_1098.log,load_balancing_1098,372.6412,0.0,1.0,0.0,529.0,0.0,0.0,0.0,0.0,0.0,3.0,372.6412,801.0,0.535,3.88,1.0,0.1,9.76,0.0,1.0,1.0,0.221
test1542218.run0109.load_balancing_1099.log,load_balancing_1099,307.2915,0.0,1.0,0.0,606.0,0.0,0.0,0.0,0.0,0.0,3.0,307.2915,812.0,0.622,4.15,1.0,0.102,9.02,0.0,1.0,1.0,0.218
