Log Name,File Name,c_i,c_d,c_p
test1542205.run0034.test_1600r_400c_0.05d_instance_181.log,test_1600r_400c_0.05d_instance_181,7791.225,8488.997,9075.0
test1542205.run0035.test_1600r_400c_0.05d_instance_249.log,test_1600r_400c_0.05d_instance_249,7963.17,8707.565,9290.0
test1542205.run0036.test_1600r_400c_0.05d_instance_331.log,test_1600r_400c_0.05d_instance_331,6643.599,7093.747,7600.0
test1542205.run0037.test_1600r_400c_0.05d_instance_345.log,test_1600r_400c_0.05d_instance_345,6700.328,7479.691,7855.0
test1542205.run0038.test_1600r_400c_0.05d_instance_378.log,test_1600r_400c_0.05d_instance_378,6674.051,7161.568,7548.0
test1542205.run0039.test_1600r_400c_0.05d_instance_379.log,test_1600r_400c_0.05d_instance_379,7175.128,7993.138,8383.0
test1542205.run0040.test_1600r_400c_0.05d_instance_40.log,test_1600r_400c_0.05d_instance_40,8230.987,9219.99,9684.0
test1542205.run0041.test_1600r_400c_0.05d_instance_70.log,test_1600r_400c_0.05d_instance_70,6782.901,7501.163,8126.0
test1542205.run0042.test_1600r_400c_0.25d_instance_162.log,test_1600r_400c_0.25d_instance_162,360.2995,366.3447,439.0
test1542205.run0043.test_1600r_400c_0.25d_instance_256.log,test_1600r_400c_0.25d_instance_256,282.8073,284.4222,329.0
test1542205.run0044.test_1600r_400c_0.25d_instance_292.log,test_1600r_400c_0.25d_instance_292,335.5287,371.0,371.0
test1542205.run0045.test_1600r_400c_0.25d_instance_308.log,test_1600r_400c_0.25d_instance_308,269.7145,287.0584,314.0
test1542205.run0046.test_1600r_400c_0.25d_instance_35.log,test_1600r_400c_0.25d_instance_35,408.7183,419.9671,492.0
test1542205.run0047.test_1600r_400c_0.25d_instance_480.log,test_1600r_400c_0.25d_instance_480,427.9036,430.8776,534.0
test1542205.run0048.test_1600r_400c_0.25d_instance_485.log,test_1600r_400c_0.25d_instance_485,349.0933,357.3403,427.0
test1542205.run0049.test_1600r_400c_0.25d_instance_85.log,test_1600r_400c_0.25d_instance_85,568.1512,655.0024,844.0
test1542205.run0050.test_1600r_400c_0.25d_instance_9.log,test_1600r_400c_0.25d_instance_9,262.9885,265.8354,325.0
test1542205.run0051.test_1600r_800c_0.01d_instance_114.log,test_1600r_800c_0.01d_instance_114,42319.8,43308.82,44150.0
test1542205.run0052.test_1600r_800c_0.01d_instance_119.log,test_1600r_800c_0.01d_instance_119,44098.71,45009.07,45593.0
test1542205.run0053.test_1600r_800c_0.01d_instance_147.log,test_1600r_800c_0.01d_instance_147,47572.37,48987.64,49974.0
test1542205.run0054.test_1600r_800c_0.01d_instance_222.log,test_1600r_800c_0.01d_instance_222,47830.54,49585.3,50423.0
test1542205.run0055.test_1600r_800c_0.01d_instance_247.log,test_1600r_800c_0.01d_instance_247,50605.46,50633.96,51263.0
test1542205.run0057.test_1600r_800c_0.01d_instance_30.log,test_1600r_800c_0.01d_instance_30,44690.72,46438.19,46944.0
test1542205.run0056.test_1600r_800c_0.01d_instance_300.log,test_1600r_800c_0.01d_instance_300,48779.08,50253.44,51770.0
test1542205.run0058.test_1600r_800c_0.01d_instance_316.log,test_1600r_800c_0.01d_instance_316,48672.83,50394.49,51866.0
test1542205.run0059.test_1600r_800c_0.01d_instance_318.log,test_1600r_800c_0.01d_instance_318,45843.28,46727.6,47364.0
test1542205.run0060.test_1600r_800c_0.01d_instance_341.log,test_1600r_800c_0.01d_instance_341,42728.44,44192.41,45002.0
test1542205.run0061.test_1600r_800c_0.01d_instance_393.log,test_1600r_800c_0.01d_instance_393,44144.81,45490.66,45981.0
test1542205.run0062.test_1600r_800c_0.01d_instance_410.log,test_1600r_800c_0.01d_instance_410,45971.92,47476.95,48283.0
test1542205.run0063.test_1600r_800c_0.01d_instance_421.log,test_1600r_800c_0.01d_instance_421,41737.97,41745.89,42201.0
test1542205.run0064.test_1600r_800c_0.01d_instance_440.log,test_1600r_800c_0.01d_instance_440,47827.15,49185.11,50506.0
test1542205.run0065.test_1600r_800c_0.01d_instance_451.log,test_1600r_800c_0.01d_instance_451,43427.84,44362.06,45166.0
test1542205.run0066.test_1600r_800c_0.01d_instance_477.log,test_1600r_800c_0.01d_instance_477,41778.5,42680.9,43649.0
test1542205.run0067.test_1600r_800c_0.01d_instance_484.log,test_1600r_800c_0.01d_instance_484,44810.69,46009.61,46435.0
test1542205.run0068.test_1600r_800c_0.05d_instance_115.log,test_1600r_800c_0.05d_instance_115,3380.376,3626.315,3871.0
test1542205.run0069.test_1600r_800c_0.05d_instance_129.log,test_1600r_800c_0.05d_instance_129,3612.893,3630.865,3842.0
test1542205.run0070.test_1600r_800c_0.05d_instance_138.log,test_1600r_800c_0.05d_instance_138,3263.846,3267.975,3731.0
test1542205.run0071.test_1600r_800c_0.05d_instance_15.log,test_1600r_800c_0.05d_instance_15,3745.157,4120.672,4437.0
test1542205.run0072.test_1600r_800c_0.05d_instance_177.log,test_1600r_800c_0.05d_instance_177,3838.95,4237.982,4500.0
test1542205.run0073.test_1600r_800c_0.05d_instance_215.log,test_1600r_800c_0.05d_instance_215,2932.196,3203.165,3341.0
test1542205.run0074.test_1600r_800c_0.05d_instance_240.log,test_1600r_800c_0.05d_instance_240,3882.753,4158.331,4349.0
test1542205.run0075.test_1600r_800c_0.05d_instance_273.log,test_1600r_800c_0.05d_instance_273,3490.922,3874.644,4048.0
test1542205.run0076.test_1600r_800c_0.05d_instance_291.log,test_1600r_800c_0.05d_instance_291,4436.34,4896.741,5216.0
test1542205.run0077.test_1600r_800c_0.05d_instance_293.log,test_1600r_800c_0.05d_instance_293,3813.958,4177.836,4472.0
test1542205.run0078.test_1600r_800c_0.05d_instance_326.log,test_1600r_800c_0.05d_instance_326,3664.879,4019.795,4218.0
test1542205.run0079.test_1600r_800c_0.05d_instance_339.log,test_1600r_800c_0.05d_instance_339,4009.16,4513.108,4819.0
test1542205.run0080.test_1600r_800c_0.05d_instance_36.log,test_1600r_800c_0.05d_instance_36,3714.949,4158.182,4342.0
test1542205.run0081.test_1600r_800c_0.05d_instance_395.log,test_1600r_800c_0.05d_instance_395,4407.54,4835.035,5123.0
test1542205.run0082.test_1600r_800c_0.05d_instance_401.log,test_1600r_800c_0.05d_instance_401,3430.371,3730.487,3966.0
test1542205.run0083.test_1600r_800c_0.05d_instance_485.log,test_1600r_800c_0.05d_instance_485,3425.368,3751.605,3962.0
test1542205.run0084.test_1600r_800c_0.05d_instance_89.log,test_1600r_800c_0.05d_instance_89,3648.308,3993.819,4218.0
test1542205.run0085.test_1600r_800c_0.25d_instance_221.log,test_1600r_800c_0.25d_instance_221,178.4365,180.3494,230.0
test1542205.run0086.test_1600r_800c_0.25d_instance_260.log,test_1600r_800c_0.25d_instance_260,124.3548,137.2286,146.0
test1542205.run0087.test_1600r_800c_0.25d_instance_344.log,test_1600r_800c_0.25d_instance_344,171.0034,176.7665,202.0
test1542205.run0088.test_1600r_800c_0.25d_instance_379.log,test_1600r_800c_0.25d_instance_379,160.683,170.1831,193.0
test1542205.run0089.test_1600r_800c_0.25d_instance_387.log,test_1600r_800c_0.25d_instance_387,202.8094,205.2979,255.0
test1542205.run0090.test_1600r_800c_0.25d_instance_399.log,test_1600r_800c_0.25d_instance_399,253.0367,256.2613,314.0
test1542205.run0091.test_1600r_800c_0.25d_instance_411.log,test_1600r_800c_0.25d_instance_411,172.6949,190.4907,204.0
test1542205.run0092.test_1600r_800c_0.25d_instance_459.log,test_1600r_800c_0.25d_instance_459,234.2808,235.8628,305.0
test1542205.run0093.test_1600r_800c_0.25d_instance_470.log,test_1600r_800c_0.25d_instance_470,189.0938,192.1188,255.0
test1542205.run0094.test_1600r_800c_0.25d_instance_471.log,test_1600r_800c_0.25d_instance_471,210.4149,221.1559,252.0
test1542205.run0095.test_200r_1600c_0.01d_instance_101.log,test_200r_1600c_0.01d_instance_101,10356.0,10356.0,10356.0
test1542205.run0096.test_200r_1600c_0.01d_instance_186.log,test_200r_1600c_0.01d_instance_186,-1e+30,-1e+30,1e+30
test1542205.run0097.test_200r_1600c_0.01d_instance_28.log,test_200r_1600c_0.01d_instance_28,10260.0,10260.0,10260.0
test1542205.run0098.test_200r_1600c_0.01d_instance_484.log,test_200r_1600c_0.01d_instance_484,10500.0,10500.0,10500.0
test1542205.run0099.test_200r_1600c_0.01d_instance_96.log,test_200r_1600c_0.01d_instance_96,9982.5,9985.0,9985.0
test1542205.run0100.test_200r_1600c_0.05d_instance_122.log,test_200r_1600c_0.05d_instance_122,717.299,725.0,725.0
test1542205.run0101.test_200r_1600c_0.05d_instance_136.log,test_200r_1600c_0.05d_instance_136,857.0,884.2,885.0
test1542205.run0102.test_200r_1600c_0.05d_instance_244.log,test_200r_1600c_0.05d_instance_244,650.6,650.6,651.0
test1542205.run0103.test_200r_1600c_0.05d_instance_295.log,test_200r_1600c_0.05d_instance_295,791.7097,821.0,821.0
test1542205.run0104.test_200r_1600c_0.05d_instance_335.log,test_200r_1600c_0.05d_instance_335,794.6074,798.6723,802.0
test1542205.run0105.test_200r_1600c_0.05d_instance_346.log,test_200r_1600c_0.05d_instance_346,890.3253,898.3755,904.0
test1542205.run0106.test_200r_1600c_0.05d_instance_355.log,test_200r_1600c_0.05d_instance_355,768.1273,769.2375,772.0
test1542205.run0107.test_200r_1600c_0.05d_instance_392.log,test_200r_1600c_0.05d_instance_392,901.6751,924.7778,929.0
test1542205.run0108.test_200r_1600c_0.05d_instance_445.log,test_200r_1600c_0.05d_instance_445,967.0125,978.2716,1024.0
test1542205.run0109.test_200r_1600c_0.05d_instance_465.log,test_200r_1600c_0.05d_instance_465,725.0286,728.2222,733.0
test1542205.run0111.test_200r_1600c_0.05d_instance_50.log,test_200r_1600c_0.05d_instance_50,735.1511,749.0,749.0
test1542205.run0110.test_200r_1600c_0.05d_instance_500.log,test_200r_1600c_0.05d_instance_500,730.2,736.25,737.0
test1542205.run0112.test_200r_1600c_0.05d_instance_92.log,test_200r_1600c_0.05d_instance_92,1113.785,1138.651,1146.0
test1542205.run0113.test_200r_1600c_0.25d_instance_129.log,test_200r_1600c_0.25d_instance_129,56.31343,57.24679,61.0
test1542205.run0114.test_200r_1600c_0.25d_instance_19.log,test_200r_1600c_0.25d_instance_19,69.45425,81.0,81.0
test1542205.run0115.test_200r_1600c_0.25d_instance_21.log,test_200r_1600c_0.25d_instance_21,56.28068,56.62929,58.0
test1542205.run0116.test_200r_1600c_0.25d_instance_227.log,test_200r_1600c_0.25d_instance_227,46.9,48.0,48.0
test1542205.run0117.test_200r_1600c_0.25d_instance_261.log,test_200r_1600c_0.25d_instance_261,58.875,65.33333,66.0
test1542205.run0118.test_200r_1600c_0.25d_instance_275.log,test_200r_1600c_0.25d_instance_275,77.77778,79.25,83.0
test1542205.run0119.test_200r_1600c_0.25d_instance_312.log,test_200r_1600c_0.25d_instance_312,63.65306,68.47023,74.0
test1542205.run0120.test_200r_1600c_0.25d_instance_362.log,test_200r_1600c_0.25d_instance_362,82.66667,86.90909,88.0
test1542205.run0121.test_200r_1600c_0.25d_instance_367.log,test_200r_1600c_0.25d_instance_367,60.08333,67.0,67.0
test1542205.run0122.test_200r_1600c_0.25d_instance_379.log,test_200r_1600c_0.25d_instance_379,62.27437,67.4589,78.0
test1542205.run0123.test_200r_1600c_0.25d_instance_435.log,test_200r_1600c_0.25d_instance_435,56.22222,57.5,60.0
test1542205.run0124.test_200r_1600c_0.25d_instance_453.log,test_200r_1600c_0.25d_instance_453,82.25731,85.75449,97.0
test1542205.run0125.test_200r_1600c_0.25d_instance_497.log,test_200r_1600c_0.25d_instance_497,69.44832,77.0,77.0
test1542205.run0126.test_200r_1600c_0.25d_instance_56.log,test_200r_1600c_0.25d_instance_56,51.0,51.0,51.0
test1542205.run0127.test_200r_3200c_0.01d_instance_142.log,test_200r_3200c_0.01d_instance_142,4763.0,4763.0,4763.0
test1542205.run0128.test_200r_3200c_0.01d_instance_25.log,test_200r_3200c_0.01d_instance_25,4423.0,4423.0,4423.0
test1542205.run0129.test_200r_3200c_0.01d_instance_360.log,test_200r_3200c_0.01d_instance_360,5024.0,5024.0,5024.0
test1542205.run0130.test_200r_3200c_0.01d_instance_364.log,test_200r_3200c_0.01d_instance_364,-1e+30,-1e+30,1e+30
test1542205.run0131.test_200r_3200c_0.01d_instance_423.log,test_200r_3200c_0.01d_instance_423,4826.0,4826.0,4829.0
test1542205.run0132.test_200r_3200c_0.01d_instance_475.log,test_200r_3200c_0.01d_instance_475,4165.0,4165.0,4165.0
test1542205.run0133.test_200r_3200c_0.05d_instance_167.log,test_200r_3200c_0.05d_instance_167,335.6966,338.0,338.0
test1542205.run0134.test_200r_3200c_0.05d_instance_194.log,test_200r_3200c_0.05d_instance_194,405.5789,415.0,415.0
test1542205.run0135.test_200r_3200c_0.05d_instance_229.log,test_200r_3200c_0.05d_instance_229,410.1788,413.2764,431.0
test1542205.run0136.test_200r_3200c_0.05d_instance_258.log,test_200r_3200c_0.05d_instance_258,360.8824,367.0,367.0
test1542205.run0137.test_200r_3200c_0.05d_instance_271.log,test_200r_3200c_0.05d_instance_271,387.0,394.1111,396.0
test1542205.run0138.test_200r_3200c_0.05d_instance_331.log,test_200r_3200c_0.05d_instance_331,460.0,467.0,467.0
test1542205.run0139.test_200r_3200c_0.05d_instance_398.log,test_200r_3200c_0.05d_instance_398,318.2222,322.0,323.0
test1542205.run0140.test_200r_3200c_0.05d_instance_399.log,test_200r_3200c_0.05d_instance_399,492.6805,496.6715,540.0
test1542205.run0141.test_200r_3200c_0.05d_instance_462.log,test_200r_3200c_0.05d_instance_462,416.9649,424.4194,447.0
test1542205.run0142.test_200r_3200c_0.05d_instance_473.log,test_200r_3200c_0.05d_instance_473,395.2755,399.5,402.0
test1542205.run0143.test_200r_3200c_0.05d_instance_491.log,test_200r_3200c_0.05d_instance_491,393.9919,400.0,400.0
test1542205.run0144.test_200r_3200c_0.05d_instance_492.log,test_200r_3200c_0.05d_instance_492,362.3333,365.0,365.0
test1542205.run0145.test_200r_3200c_0.05d_instance_5.log,test_200r_3200c_0.05d_instance_5,430.756,441.0,441.0
test1542205.run0146.test_200r_3200c_0.05d_instance_91.log,test_200r_3200c_0.05d_instance_91,420.1921,435.0269,444.0
test1542205.run0147.test_200r_3200c_0.25d_instance_147.log,test_200r_3200c_0.25d_instance_147,30.81818,33.08929,38.0
test1542205.run0148.test_200r_3200c_0.25d_instance_150.log,test_200r_3200c_0.25d_instance_150,31.71885,36.0,36.0
test1542205.run0149.test_200r_3200c_0.25d_instance_179.log,test_200r_3200c_0.25d_instance_179,37.58625,42.15127,44.0
test1542205.run0150.test_200r_3200c_0.25d_instance_190.log,test_200r_3200c_0.25d_instance_190,29.22179,33.0,34.0
test1542205.run0151.test_200r_3200c_0.25d_instance_204.log,test_200r_3200c_0.25d_instance_204,36.15385,36.89379,39.0
test1542205.run0152.test_200r_3200c_0.25d_instance_215.log,test_200r_3200c_0.25d_instance_215,29.33333,30.4,31.0
test1542205.run0153.test_200r_3200c_0.25d_instance_240.log,test_200r_3200c_0.25d_instance_240,25.0,28.0,29.0
test1542205.run0154.test_200r_3200c_0.25d_instance_241.log,test_200r_3200c_0.25d_instance_241,34.31579,38.5,39.0
test1542205.run0155.test_200r_3200c_0.25d_instance_242.log,test_200r_3200c_0.25d_instance_242,43.01511,49.0,49.0
test1542205.run0156.test_200r_3200c_0.25d_instance_247.log,test_200r_3200c_0.25d_instance_247,35.97572,38.25,47.0
test1542205.run0157.test_200r_3200c_0.25d_instance_296.log,test_200r_3200c_0.25d_instance_296,29.63636,31.0,31.0
test1542205.run0158.test_200r_3200c_0.25d_instance_318.log,test_200r_3200c_0.25d_instance_318,44.83915,46.78182,54.0
test1542205.run0159.test_200r_3200c_0.25d_instance_339.log,test_200r_3200c_0.25d_instance_339,32.42857,33.19048,35.0
test1542205.run0160.test_200r_3200c_0.25d_instance_359.log,test_200r_3200c_0.25d_instance_359,34.91888,36.78505,43.0
test1542205.run0161.test_200r_3200c_0.25d_instance_364.log,test_200r_3200c_0.25d_instance_364,37.37557,41.0,41.0
test1542205.run0162.test_200r_3200c_0.25d_instance_438.log,test_200r_3200c_0.25d_instance_438,22.3301,25.0,25.0
test1542205.run0163.test_200r_3200c_0.25d_instance_5.log,test_200r_3200c_0.25d_instance_5,36.10714,41.0,41.0
test1542205.run0164.test_200r_3200c_0.25d_instance_67.log,test_200r_3200c_0.25d_instance_67,42.97018,47.66279,49.0
test1542205.run0165.test_200r_3200c_0.25d_instance_68.log,test_200r_3200c_0.25d_instance_68,33.00235,37.0,37.0
test1542205.run0166.test_200r_400c_0.01d_instance_158.log,test_200r_400c_0.01d_instance_158,-1e+30,-1e+30,1e+30
test1542205.run0167.test_200r_400c_0.01d_instance_201.log,test_200r_400c_0.01d_instance_201,34031.0,34031.0,34031.0
test1542205.run0168.test_200r_400c_0.01d_instance_412.log,test_200r_400c_0.01d_instance_412,30542.0,30542.0,30542.0
test1542205.run0169.test_200r_400c_0.01d_instance_49.log,test_200r_400c_0.01d_instance_49,31565.0,31565.0,31565.0
test1542205.run0170.test_200r_400c_0.01d_instance_76.log,test_200r_400c_0.01d_instance_76,31884.5,31920.0,31920.0
test1542205.run0171.test_200r_400c_0.01d_instance_96.log,test_200r_400c_0.01d_instance_96,32455.0,32455.0,32455.0
test1542205.run0172.test_200r_400c_0.05d_instance_100.log,test_200r_400c_0.05d_instance_100,2864.714,2984.0,2984.0
test1542205.run0173.test_200r_400c_0.05d_instance_101.log,test_200r_400c_0.05d_instance_101,3642.727,3645.132,3665.0
test1542205.run0174.test_200r_400c_0.05d_instance_141.log,test_200r_400c_0.05d_instance_141,3189.486,3231.0,3231.0
test1542205.run0175.test_200r_400c_0.05d_instance_193.log,test_200r_400c_0.05d_instance_193,3851.0,3932.0,3932.0
test1542205.run0176.test_200r_400c_0.05d_instance_217.log,test_200r_400c_0.05d_instance_217,2994.729,3031.743,3162.0
test1542205.run0177.test_200r_400c_0.05d_instance_234.log,test_200r_400c_0.05d_instance_234,3031.0,3031.0,3031.0
test1542205.run0178.test_200r_400c_0.05d_instance_282.log,test_200r_400c_0.05d_instance_282,3731.706,3777.432,3950.0
test1542205.run0179.test_200r_400c_0.05d_instance_368.log,test_200r_400c_0.05d_instance_368,3133.365,3140.833,3151.0
test1542205.run0180.test_200r_400c_0.05d_instance_465.log,test_200r_400c_0.05d_instance_465,2811.286,2817.625,2832.0
test1542205.run0181.test_200r_400c_0.05d_instance_470.log,test_200r_400c_0.05d_instance_470,2554.709,2629.0,2629.0
test1542205.run0182.test_200r_400c_0.05d_instance_484.log,test_200r_400c_0.05d_instance_484,3229.125,3237.0,3237.0
test1542205.run0183.test_200r_400c_0.05d_instance_485.log,test_200r_400c_0.05d_instance_485,3148.362,3212.0,3212.0
test1542205.run0184.test_200r_400c_0.25d_instance_150.log,test_200r_400c_0.25d_instance_150,327.2881,341.3247,433.0
test1542205.run0185.test_200r_400c_0.25d_instance_192.log,test_200r_400c_0.25d_instance_192,245.1176,249.3198,258.0
test1542205.run0186.test_200r_400c_0.25d_instance_210.log,test_200r_400c_0.25d_instance_210,157.6667,167.0,167.0
test1542205.run0187.test_200r_400c_0.25d_instance_239.log,test_200r_400c_0.25d_instance_239,227.3448,238.7667,271.0
test1542205.run0188.test_200r_400c_0.25d_instance_257.log,test_200r_400c_0.25d_instance_257,190.8143,214.0,214.0
test1542205.run0189.test_200r_400c_0.25d_instance_296.log,test_200r_400c_0.25d_instance_296,253.1579,257.25,263.0
test1542205.run0190.test_200r_400c_0.25d_instance_368.log,test_200r_400c_0.25d_instance_368,168.665,169.9634,180.0
test1542205.run0191.test_200r_400c_0.25d_instance_406.log,test_200r_400c_0.25d_instance_406,244.0,246.0,246.0
test1542205.run0192.test_200r_400c_0.25d_instance_422.log,test_200r_400c_0.25d_instance_422,217.0,229.5,231.0
test1542205.run0193.test_200r_400c_0.25d_instance_484.log,test_200r_400c_0.25d_instance_484,185.3571,197.0,197.0
test1542205.run0194.test_200r_6400c_0.01d_instance_109.log,test_200r_6400c_0.01d_instance_109,2202.0,2202.0,2202.0
test1542205.run0195.test_200r_6400c_0.01d_instance_240.log,test_200r_6400c_0.01d_instance_240,2281.0,2281.0,2281.0
test1542205.run0196.test_200r_6400c_0.01d_instance_386.log,test_200r_6400c_0.01d_instance_386,2455.0,2455.0,2455.0
test1542205.run0197.test_200r_6400c_0.01d_instance_398.log,test_200r_6400c_0.01d_instance_398,2301.0,2301.0,2301.0
test1542205.run0198.test_200r_6400c_0.01d_instance_430.log,test_200r_6400c_0.01d_instance_430,2409.0,2409.0,2421.0
test1542205.run0199.test_200r_6400c_0.01d_instance_74.log,test_200r_6400c_0.01d_instance_74,2286.0,2286.0,2286.0
test1542205.run0200.test_200r_6400c_0.05d_instance_172.log,test_200r_6400c_0.05d_instance_172,217.4959,218.7097,230.0
test1542205.run0201.test_200r_6400c_0.05d_instance_23.log,test_200r_6400c_0.05d_instance_23,188.925,190.8813,199.0
test1542205.run0202.test_200r_6400c_0.05d_instance_285.log,test_200r_6400c_0.05d_instance_285,270.152,281.0,281.0
test1542205.run0203.test_200r_6400c_0.05d_instance_31.log,test_200r_6400c_0.05d_instance_31,194.6449,202.0,202.0
test1542205.run0204.test_200r_6400c_0.05d_instance_348.log,test_200r_6400c_0.05d_instance_348,213.25,217.5536,220.0
test1542205.run0205.test_200r_6400c_0.05d_instance_452.log,test_200r_6400c_0.05d_instance_452,205.1005,211.1111,212.0
test1542205.run0206.test_200r_6400c_0.05d_instance_494.log,test_200r_6400c_0.05d_instance_494,189.8497,191.4884,193.0
test1542205.run0207.test_200r_6400c_0.25d_instance_166.log,test_200r_6400c_0.25d_instance_166,17.40244,20.0,20.0
test1542205.run0209.test_200r_6400c_0.25d_instance_25.log,test_200r_6400c_0.25d_instance_25,22.54086,24.55792,26.0
test1542205.run0208.test_200r_6400c_0.25d_instance_257.log,test_200r_6400c_0.25d_instance_257,20.7707,24.0,24.0
test1542205.run0210.test_200r_6400c_0.25d_instance_343.log,test_200r_6400c_0.25d_instance_343,19.17332,21.5,23.0
test1542205.run0211.test_200r_6400c_0.25d_instance_359.log,test_200r_6400c_0.25d_instance_359,15.8,15.875,17.0
test1542205.run0212.test_200r_6400c_0.25d_instance_375.log,test_200r_6400c_0.25d_instance_375,13.36,13.4854,15.0
test1542205.run0213.test_200r_6400c_0.25d_instance_395.log,test_200r_6400c_0.25d_instance_395,14.64659,15.55233,18.0
test1542205.run0214.test_200r_6400c_0.25d_instance_414.log,test_200r_6400c_0.25d_instance_414,22.25882,23.34969,29.0
test1542205.run0215.test_200r_6400c_0.25d_instance_433.log,test_200r_6400c_0.25d_instance_433,19.0,23.0,23.0
test1542205.run0216.test_200r_6400c_0.25d_instance_470.log,test_200r_6400c_0.25d_instance_470,14.82609,14.97059,16.0
test1542205.run0217.test_200r_6400c_0.25d_instance_82.log,test_200r_6400c_0.25d_instance_82,13.40708,16.0,16.0
test1542205.run0218.test_200r_6400c_0.25d_instance_97.log,test_200r_6400c_0.25d_instance_97,17.07546,17.78147,21.0
test1542205.run0219.test_200r_800c_0.01d_instance_33.log,test_200r_800c_0.01d_instance_33,19498.0,19498.0,19498.0
test1542205.run0220.test_200r_800c_0.05d_instance_200.log,test_200r_800c_0.05d_instance_200,1724.833,1730.0,1730.0
