Log Name,File Name,c_i,Nodes,Active,LPit/n,IntInf,GlbFix,GlbRed,#Cuts,#MCP,#Sepa,#Conf,BestBound,BestSolution,Gap,Time,pres_max_A,pres_min_A,pres_max_rhs,pres_min_rhs,pres_max_obj,pres_min_obj,obj_density
test1542205.run0011.test_1600r_1600c_0.05d_instance_290.log,test_1600r_1600c_0.05d_instance_290,2100.414,0.0,1.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,2100.414,31530.0,0.9329999999999999,0.53,1.0,1.0,1.0,1.0,425.0,1.0,1.0
test1542205.run0012.test_1600r_1600c_0.05d_instance_313.log,test_1600r_1600c_0.05d_instance_313,1909.259,0.0,1.0,0.0,125.0,0.0,0.0,0.0,0.0,0.0,0.0,1909.259,31665.0,0.94,0.51,1.0,1.0,1.0,1.0,437.0,1.0,1.0
test1542205.run0013.test_1600r_1600c_0.05d_instance_362.log,test_1600r_1600c_0.05d_instance_362,1793.001,0.0,1.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,0.0,1793.001,31056.0,0.9420000000000001,0.5,1.0,1.0,1.0,1.0,325.0,2.0,1.0
test1542205.run0014.test_1600r_1600c_0.05d_instance_366.log,test_1600r_1600c_0.05d_instance_366,1803.41,0.0,1.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,1803.41,30028.0,0.94,0.53,1.0,1.0,1.0,1.0,447.0,2.0,1.0
test1542205.run0015.test_1600r_1600c_0.05d_instance_436.log,test_1600r_1600c_0.05d_instance_436,1926.78,0.0,1.0,0.0,159.0,0.0,0.0,0.0,0.0,0.0,0.0,1926.78,34748.0,0.945,0.62,1.0,1.0,1.0,1.0,431.0,1.0,1.0
test1542205.run0016.test_1600r_1600c_0.05d_instance_447.log,test_1600r_1600c_0.05d_instance_447,2135.526,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,2135.526,29661.0,0.9279999999999999,0.49,1.0,1.0,1.0,1.0,484.0,1.0,1.0
test1542205.run0017.test_1600r_1600c_0.05d_instance_473.log,test_1600r_1600c_0.05d_instance_473,2062.685,0.0,1.0,0.0,150.0,0.0,0.0,0.0,0.0,0.0,0.0,2062.685,32694.0,0.937,0.58,1.0,1.0,1.0,1.0,465.0,1.0,1.0
test1542205.run0018.test_1600r_1600c_0.05d_instance_481.log,test_1600r_1600c_0.05d_instance_481,2002.664,0.0,1.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,2002.664,29031.0,0.9309999999999999,0.49,1.0,1.0,1.0,1.0,447.0,2.0,1.0
test1542205.run0019.test_1600r_1600c_0.05d_instance_485.log,test_1600r_1600c_0.05d_instance_485,1832.471,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,1832.471,26978.0,0.932,0.49,1.0,1.0,1.0,1.0,314.0,2.0,1.0
test1542205.run0020.test_1600r_1600c_0.05d_instance_52.log,test_1600r_1600c_0.05d_instance_52,1736.197,0.0,1.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,1736.197,26024.0,0.9329999999999999,0.51,1.0,1.0,1.0,1.0,447.0,2.0,1.0
test1542205.run0021.test_1600r_1600c_0.05d_instance_87.log,test_1600r_1600c_0.05d_instance_87,1824.004,0.0,1.0,0.0,144.0,0.0,0.0,0.0,0.0,0.0,0.0,1824.004,27397.0,0.9329999999999999,0.52,1.0,1.0,1.0,1.0,384.0,1.0,1.0
test1542205.run0022.test_1600r_400c_0.01d_instance_119.log,test_1600r_400c_0.01d_instance_119,52530.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52530.0,52530.0,0.0,0.06,1.0,1.0,1.0,1.0,996.0,1.0,1.0
test1542205.run0023.test_1600r_400c_0.01d_instance_143.log,test_1600r_400c_0.01d_instance_143,52654.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52654.0,52654.0,0.0,0.06,1.0,1.0,1.0,1.0,996.0,1.0,1.0
test1542205.run0024.test_1600r_400c_0.01d_instance_15.log,test_1600r_400c_0.01d_instance_15,49434.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49434.0,49434.0,0.0,0.05,1.0,1.0,1.0,1.0,1000.0,7.0,1.0
test1542205.run0025.test_1600r_400c_0.01d_instance_209.log,test_1600r_400c_0.01d_instance_209,50566.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50566.0,50566.0,0.0,0.08,1.0,1.0,1.0,1.0,997.0,3.0,1.0
test1542205.run0026.test_1600r_400c_0.01d_instance_283.log,test_1600r_400c_0.01d_instance_283,46408.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46408.0,46408.0,0.0,0.05,1.0,1.0,1.0,1.0,991.0,4.0,1.0
test1542205.run0028.test_1600r_400c_0.01d_instance_38.log,test_1600r_400c_0.01d_instance_38,43081.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43081.0,43081.0,0.0,0.03,1.0,1.0,1.0,1.0,996.0,4.0,1.0
test1542205.run0027.test_1600r_400c_0.01d_instance_381.log,test_1600r_400c_0.01d_instance_381,51394.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,51394.0,51394.0,0.0,0.06,1.0,1.0,1.0,1.0,994.0,2.0,1.0
test1542205.run0029.test_1600r_400c_0.01d_instance_390.log,test_1600r_400c_0.01d_instance_390,49988.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49988.0,49988.0,0.0,0.06,1.0,1.0,1.0,1.0,992.0,4.0,1.0
test1542205.run0030.test_1600r_400c_0.01d_instance_391.log,test_1600r_400c_0.01d_instance_391,48001.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48001.0,48001.0,0.0,0.05,1.0,1.0,1.0,1.0,998.0,6.0,1.0
test1542205.run0031.test_1600r_400c_0.01d_instance_426.log,test_1600r_400c_0.01d_instance_426,52353.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52353.0,52353.0,0.0,0.07,1.0,1.0,1.0,1.0,998.0,2.0,1.0
test1542205.run0032.test_1600r_400c_0.05d_instance_100.log,test_1600r_400c_0.05d_instance_100,7030.457,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,7030.457,29806.0,0.764,0.12,1.0,1.0,1.0,1.0,987.0,6.0,1.0
test1542205.run0033.test_1600r_400c_0.05d_instance_14.log,test_1600r_400c_0.05d_instance_14,6598.147,0.0,1.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,6598.147,29282.0,0.775,0.12,1.0,1.0,1.0,1.0,998.0,4.0,1.0
test1542205.run0034.test_1600r_400c_0.05d_instance_181.log,test_1600r_400c_0.05d_instance_181,7791.225,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,7791.225,27747.0,0.7190000000000001,0.13,1.0,1.0,1.0,1.0,996.0,4.0,1.0
test1542205.run0035.test_1600r_400c_0.05d_instance_249.log,test_1600r_400c_0.05d_instance_249,7963.17,0.0,1.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,7963.17,28613.0,0.722,0.14,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0036.test_1600r_400c_0.05d_instance_331.log,test_1600r_400c_0.05d_instance_331,6643.599,0.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,6643.599,30707.0,0.784,0.13,1.0,1.0,1.0,1.0,998.0,1.0,1.0
test1542205.run0037.test_1600r_400c_0.05d_instance_345.log,test_1600r_400c_0.05d_instance_345,6700.328,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,6700.328,26285.0,0.745,0.12,1.0,1.0,1.0,1.0,998.0,2.0,1.0
test1542205.run0038.test_1600r_400c_0.05d_instance_378.log,test_1600r_400c_0.05d_instance_378,6674.051,0.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,6674.051,28723.0,0.768,0.13,1.0,1.0,1.0,1.0,992.0,10.0,1.0
test1542205.run0039.test_1600r_400c_0.05d_instance_379.log,test_1600r_400c_0.05d_instance_379,7175.128,0.0,1.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,7175.128,33033.0,0.7829999999999999,0.15,1.0,1.0,1.0,1.0,995.0,4.0,1.0
test1542205.run0040.test_1600r_400c_0.05d_instance_40.log,test_1600r_400c_0.05d_instance_40,8230.987,0.0,1.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,8230.987,30587.0,0.731,0.13,1.0,1.0,1.0,1.0,1000.0,5.0,1.0
test1542205.run0041.test_1600r_400c_0.05d_instance_70.log,test_1600r_400c_0.05d_instance_70,6782.901,0.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,6782.901,30577.0,0.778,0.13,1.0,1.0,1.0,1.0,1000.0,4.0,1.0
test1542205.run0042.test_1600r_400c_0.25d_instance_162.log,test_1600r_400c_0.25d_instance_162,360.2995,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,360.2995,8246.0,0.956,0.28,1.0,1.0,1.0,1.0,234.0,2.0,1.0
test1542205.run0043.test_1600r_400c_0.25d_instance_256.log,test_1600r_400c_0.25d_instance_256,282.8073,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,282.8073,7570.0,0.963,0.27,1.0,1.0,1.0,1.0,132.0,1.0,1.0
test1542205.run0044.test_1600r_400c_0.25d_instance_292.log,test_1600r_400c_0.25d_instance_292,335.5287,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,335.5287,6968.0,0.9520000000000001,0.29,1.0,1.0,1.0,1.0,999.0,2.0,1.0
test1542205.run0045.test_1600r_400c_0.25d_instance_308.log,test_1600r_400c_0.25d_instance_308,269.7145,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,269.7145,8327.0,0.968,0.28,1.0,1.0,1.0,1.0,144.0,1.0,1.0
test1542205.run0046.test_1600r_400c_0.25d_instance_35.log,test_1600r_400c_0.25d_instance_35,408.7183,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,408.7183,5797.0,0.929,0.26,1.0,1.0,1.0,1.0,259.0,2.0,1.0
test1542205.run0047.test_1600r_400c_0.25d_instance_480.log,test_1600r_400c_0.25d_instance_480,427.9036,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,427.9036,8679.0,0.951,0.27,1.0,1.0,1.0,1.0,301.0,2.0,1.0
test1542205.run0048.test_1600r_400c_0.25d_instance_485.log,test_1600r_400c_0.25d_instance_485,349.0933,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,349.0933,8214.0,0.958,0.27,1.0,1.0,1.0,1.0,243.0,2.0,1.0
test1542205.run0049.test_1600r_400c_0.25d_instance_85.log,test_1600r_400c_0.25d_instance_85,568.1512,0.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,568.1512,8703.0,0.935,0.24,1.0,1.0,1.0,1.0,393.0,3.0,1.0
test1542205.run0050.test_1600r_400c_0.25d_instance_9.log,test_1600r_400c_0.25d_instance_9,262.9885,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,262.9885,7626.0,0.966,0.27,1.0,1.0,1.0,1.0,147.0,1.0,1.0
test1542205.run0051.test_1600r_800c_0.01d_instance_114.log,test_1600r_800c_0.01d_instance_114,42319.8,0.0,1.0,0.0,353.0,0.0,0.0,0.0,0.0,0.0,0.0,42319.8,81176.0,0.479,0.23,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0052.test_1600r_800c_0.01d_instance_119.log,test_1600r_800c_0.01d_instance_119,44098.71,0.0,1.0,0.0,354.0,0.0,0.0,0.0,0.0,0.0,0.0,44098.71,91184.0,0.516,0.23,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0053.test_1600r_800c_0.01d_instance_147.log,test_1600r_800c_0.01d_instance_147,47572.37,0.0,1.0,0.0,360.0,0.0,0.0,0.0,0.0,0.0,0.0,47572.37,96796.0,0.509,0.48,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0054.test_1600r_800c_0.01d_instance_222.log,test_1600r_800c_0.01d_instance_222,47830.54,0.0,1.0,0.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,47830.54,92301.0,0.48200000000000004,0.38,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0055.test_1600r_800c_0.01d_instance_247.log,test_1600r_800c_0.01d_instance_247,50605.46,0.0,1.0,0.0,397.0,0.0,0.0,0.0,0.0,0.0,0.0,50605.46,92746.0,0.45399999999999996,0.36,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0057.test_1600r_800c_0.01d_instance_30.log,test_1600r_800c_0.01d_instance_30,44690.72,0.0,1.0,0.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,44690.72,88297.0,0.494,0.53,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0056.test_1600r_800c_0.01d_instance_300.log,test_1600r_800c_0.01d_instance_300,48779.08,0.0,1.0,0.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,48779.08,91590.0,0.467,0.61,1.0,1.0,1.0,1.0,998.0,3.0,1.0
test1542205.run0058.test_1600r_800c_0.01d_instance_316.log,test_1600r_800c_0.01d_instance_316,48672.83,0.0,1.0,0.0,375.0,0.0,0.0,0.0,0.0,0.0,0.0,48672.83,92752.0,0.475,0.54,1.0,1.0,1.0,1.0,1000.0,2.0,1.0
test1542205.run0059.test_1600r_800c_0.01d_instance_318.log,test_1600r_800c_0.01d_instance_318,45843.28,0.0,1.0,0.0,341.0,0.0,0.0,0.0,0.0,0.0,0.0,45843.28,86505.0,0.47,0.53,1.0,1.0,1.0,1.0,998.0,7.0,1.0
test1542205.run0060.test_1600r_800c_0.01d_instance_341.log,test_1600r_800c_0.01d_instance_341,42728.44,0.0,1.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,42728.44,88155.0,0.515,0.41,1.0,1.0,1.0,1.0,994.0,1.0,1.0
test1542205.run0061.test_1600r_800c_0.01d_instance_393.log,test_1600r_800c_0.01d_instance_393,44144.81,0.0,1.0,0.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,44144.81,95815.0,0.539,0.23,1.0,1.0,1.0,1.0,998.0,1.0,1.0
test1542205.run0062.test_1600r_800c_0.01d_instance_410.log,test_1600r_800c_0.01d_instance_410,45971.92,0.0,1.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,45971.92,99944.0,0.54,0.47,1.0,1.0,1.0,1.0,1000.0,1.0,1.0
test1542205.run0063.test_1600r_800c_0.01d_instance_421.log,test_1600r_800c_0.01d_instance_421,41737.97,0.0,1.0,0.0,350.0,0.0,0.0,0.0,0.0,0.0,0.0,41737.97,85819.0,0.514,0.22,1.0,1.0,1.0,1.0,996.0,2.0,1.0
test1542205.run0064.test_1600r_800c_0.01d_instance_440.log,test_1600r_800c_0.01d_instance_440,47827.15,0.0,1.0,0.0,389.0,0.0,0.0,0.0,0.0,0.0,0.0,47827.15,100335.0,0.523,0.24,1.0,1.0,1.0,1.0,999.0,3.0,1.0
test1542205.run0065.test_1600r_800c_0.01d_instance_451.log,test_1600r_800c_0.01d_instance_451,43427.84,0.0,1.0,0.0,363.0,0.0,0.0,0.0,0.0,0.0,0.0,43427.84,96950.0,0.552,0.17,1.0,1.0,1.0,1.0,997.0,3.0,1.0
test1542205.run0066.test_1600r_800c_0.01d_instance_477.log,test_1600r_800c_0.01d_instance_477,41778.5,0.0,1.0,0.0,365.0,0.0,0.0,0.0,0.0,0.0,0.0,41778.5,83113.0,0.49700000000000005,0.22,1.0,1.0,1.0,1.0,999.0,1.0,1.0
test1542205.run0067.test_1600r_800c_0.01d_instance_484.log,test_1600r_800c_0.01d_instance_484,44810.69,0.0,1.0,0.0,356.0,0.0,0.0,0.0,0.0,0.0,0.0,44810.69,95916.0,0.5329999999999999,0.22,1.0,1.0,1.0,1.0,1000.0,2.0,1.0
test1542205.run0068.test_1600r_800c_0.05d_instance_115.log,test_1600r_800c_0.05d_instance_115,3380.376,0.0,1.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,3380.376,29708.0,0.8859999999999999,0.23,1.0,1.0,1.0,1.0,690.0,1.0,1.0
test1542205.run0069.test_1600r_800c_0.05d_instance_129.log,test_1600r_800c_0.05d_instance_129,3612.893,0.0,1.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,3612.893,29971.0,0.879,0.29,1.0,1.0,1.0,1.0,673.0,3.0,1.0
test1542205.run0070.test_1600r_800c_0.05d_instance_138.log,test_1600r_800c_0.05d_instance_138,3263.846,0.0,1.0,0.0,118.0,0.0,0.0,0.0,0.0,0.0,0.0,3263.846,28462.0,0.885,0.29,1.0,1.0,1.0,1.0,782.0,2.0,1.0
test1542205.run0071.test_1600r_800c_0.05d_instance_15.log,test_1600r_800c_0.05d_instance_15,3745.157,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,3745.157,27836.0,0.865,0.24,1.0,1.0,1.0,1.0,932.0,1.0,1.0
test1542205.run0072.test_1600r_800c_0.05d_instance_177.log,test_1600r_800c_0.05d_instance_177,3838.95,0.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,3838.95,33553.0,0.8859999999999999,0.31,1.0,1.0,1.0,1.0,960.0,1.0,1.0
test1542205.run0073.test_1600r_800c_0.05d_instance_215.log,test_1600r_800c_0.05d_instance_215,2932.196,0.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,2932.196,29541.0,0.9009999999999999,0.37,1.0,1.0,1.0,1.0,565.0,1.0,1.0
test1542205.run0074.test_1600r_800c_0.05d_instance_240.log,test_1600r_800c_0.05d_instance_240,3882.753,0.0,1.0,0.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,3882.753,27909.0,0.861,0.29,1.0,1.0,1.0,1.0,946.0,1.0,1.0
test1542205.run0075.test_1600r_800c_0.05d_instance_273.log,test_1600r_800c_0.05d_instance_273,3490.922,0.0,1.0,0.0,138.0,0.0,0.0,0.0,0.0,0.0,0.0,3490.922,29186.0,0.88,0.21,1.0,1.0,1.0,1.0,694.0,1.0,1.0
test1542205.run0076.test_1600r_800c_0.05d_instance_291.log,test_1600r_800c_0.05d_instance_291,4436.34,0.0,1.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,4436.34,27951.0,0.841,0.23,1.0,1.0,1.0,1.0,889.0,1.0,1.0
test1542205.run0077.test_1600r_800c_0.05d_instance_293.log,test_1600r_800c_0.05d_instance_293,3813.958,0.0,1.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,0.0,3813.958,28234.0,0.865,0.22,1.0,1.0,1.0,1.0,826.0,2.0,1.0
test1542205.run0078.test_1600r_800c_0.05d_instance_326.log,test_1600r_800c_0.05d_instance_326,3664.879,0.0,1.0,0.0,128.0,0.0,0.0,0.0,0.0,0.0,0.0,3664.879,30826.0,0.8809999999999999,0.28,1.0,1.0,1.0,1.0,711.0,1.0,1.0
test1542205.run0079.test_1600r_800c_0.05d_instance_339.log,test_1600r_800c_0.05d_instance_339,4009.16,0.0,1.0,0.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0,4009.16,27464.0,0.8540000000000001,0.22,1.0,1.0,1.0,1.0,820.0,1.0,1.0
test1542205.run0080.test_1600r_800c_0.05d_instance_36.log,test_1600r_800c_0.05d_instance_36,3714.949,0.0,1.0,0.0,155.0,0.0,0.0,0.0,0.0,0.0,0.0,3714.949,25092.0,0.852,0.3,1.0,1.0,1.0,1.0,724.0,1.0,1.0
test1542205.run0081.test_1600r_800c_0.05d_instance_395.log,test_1600r_800c_0.05d_instance_395,4407.54,0.0,1.0,0.0,140.0,0.0,0.0,0.0,0.0,0.0,0.0,4407.54,30735.0,0.857,0.21,1.0,1.0,1.0,1.0,930.0,1.0,1.0
test1542205.run0082.test_1600r_800c_0.05d_instance_401.log,test_1600r_800c_0.05d_instance_401,3430.371,0.0,1.0,0.0,139.0,0.0,0.0,0.0,0.0,0.0,0.0,3430.371,31993.0,0.893,0.28,1.0,1.0,1.0,1.0,732.0,1.0,1.0
test1542205.run0083.test_1600r_800c_0.05d_instance_485.log,test_1600r_800c_0.05d_instance_485,3425.368,0.0,1.0,0.0,135.0,0.0,0.0,0.0,0.0,0.0,0.0,3425.368,28758.0,0.8809999999999999,0.21,1.0,1.0,1.0,1.0,696.0,1.0,1.0
test1542205.run0084.test_1600r_800c_0.05d_instance_89.log,test_1600r_800c_0.05d_instance_89,3648.308,0.0,1.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,3648.308,25841.0,0.8590000000000001,0.29,1.0,1.0,1.0,1.0,903.0,1.0,1.0
test1542205.run0085.test_1600r_800c_0.25d_instance_221.log,test_1600r_800c_0.25d_instance_221,178.4365,0.0,1.0,0.0,47.0,0.0,0.0,0.0,0.0,0.0,0.0,178.4365,9459.0,0.981,0.77,1.0,1.0,1.0,1.0,110.0,1.0,1.0
test1542205.run0086.test_1600r_800c_0.25d_instance_260.log,test_1600r_800c_0.25d_instance_260,124.3548,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,124.3548,10576.0,0.988,0.76,1.0,1.0,1.0,1.0,69.0,1.0,1.0
test1542205.run0087.test_1600r_800c_0.25d_instance_344.log,test_1600r_800c_0.25d_instance_344,171.0034,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0034,10154.0,0.983,0.82,1.0,1.0,1.0,1.0,73.0,1.0,1.0
test1542205.run0088.test_1600r_800c_0.25d_instance_379.log,test_1600r_800c_0.25d_instance_379,160.683,0.0,1.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,160.683,7704.0,0.9790000000000001,0.72,1.0,1.0,1.0,1.0,83.0,1.0,1.0
test1542205.run0089.test_1600r_800c_0.25d_instance_387.log,test_1600r_800c_0.25d_instance_387,202.8094,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,202.8094,6422.0,0.968,0.49,1.0,1.0,1.0,1.0,139.0,1.0,1.0
test1542205.run0090.test_1600r_800c_0.25d_instance_399.log,test_1600r_800c_0.25d_instance_399,253.0367,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,253.0367,9123.0,0.972,0.77,1.0,1.0,1.0,1.0,155.0,1.0,1.0
test1542205.run0091.test_1600r_800c_0.25d_instance_411.log,test_1600r_800c_0.25d_instance_411,172.6949,0.0,1.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,172.6949,9324.0,0.981,0.72,1.0,1.0,1.0,1.0,73.0,3.0,1.0
test1542205.run0092.test_1600r_800c_0.25d_instance_459.log,test_1600r_800c_0.25d_instance_459,234.2808,0.0,1.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,234.2808,7905.0,0.97,0.81,1.0,1.0,1.0,1.0,159.0,2.0,1.0
test1542205.run0093.test_1600r_800c_0.25d_instance_470.log,test_1600r_800c_0.25d_instance_470,189.0938,0.0,1.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,189.0938,8223.0,0.977,0.76,1.0,1.0,1.0,1.0,130.0,1.0,1.0
test1542205.run0094.test_1600r_800c_0.25d_instance_471.log,test_1600r_800c_0.25d_instance_471,210.4149,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,210.4149,7903.0,0.973,0.73,1.0,1.0,1.0,1.0,118.0,6.0,1.0
test1542205.run0095.test_200r_1600c_0.01d_instance_101.log,test_200r_1600c_0.01d_instance_101,10356.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10356.0,10356.0,0.0,0.01,1.0,1.0,1.0,1.0,428.0,35.0,1.0
