Log Name,File Name,c_i,c_d,c_p
test1542192.run0028.test_2118.proto.log,test_2118.proto,59.95609,12.43568,8.730281
test1542192.run0029.test_2134.proto.log,test_2134.proto,-15.51774,-26.59001,-26.61589
test1542192.run0030.test_2247.proto.log,test_2247.proto,-9.856089,-13.58377,-13.58402
test1542192.run0031.test_2264.proto.log,test_2264.proto,1.896447,-20.83536,-21.19044
test1542192.run0032.test_2279.proto.log,test_2279.proto,2.103446,-9.028361,-9.029069
test1542192.run0034.test_232.proto.log,test_232.proto,10.55084,-5.407528,-5.422003
test1542192.run0033.test_2329.proto.log,test_2329.proto,16.90805,3.958724,2.999586
test1542192.run0036.test_233.proto.log,test_233.proto,2.120128,-12.11079,-13.40579
test1542192.run0035.test_2339.proto.log,test_2339.proto,3.319982,-8.374286,-8.508241
test1542192.run0037.test_2369.proto.log,test_2369.proto,16.65921,10.29948,1e+30
test1542192.run0038.test_2380.proto.log,test_2380.proto,1.271002,-9.498707,-9.520788
test1542192.run0039.test_2384.proto.log,test_2384.proto,-10.42331,-10.52143,-10.52153
test1542192.run0040.test_2489.proto.log,test_2489.proto,1.583696,-14.79937,-14.79983
test1542192.run0041.test_2589.proto.log,test_2589.proto,13.95454,-1.767259,-1.768478
test1542192.run0042.test_2622.proto.log,test_2622.proto,-13.50913,-16.78324,-18.00554
test1542192.run0043.test_2686.proto.log,test_2686.proto,16.64262,-0.9900494,-1.076354
test1542192.run0044.test_2741.proto.log,test_2741.proto,-12.0245,-12.08269,-18.52334
test1542192.run0045.test_2766.proto.log,test_2766.proto,7.17626,-20.24877,-20.24887
test1542192.run0046.test_2780.proto.log,test_2780.proto,-2.69372,-9.791603,-9.792011
test1542192.run0047.test_2843.proto.log,test_2843.proto,-8.417032,-9.257473,-9.257613
test1542192.run0048.test_2894.proto.log,test_2894.proto,-4.040393,-6.349553,-6.349916
test1542192.run0049.test_2897.proto.log,test_2897.proto,2.286859,-22.90895,-23.51187
test1542192.run0050.test_2930.proto.log,test_2930.proto,17.61398,-8.094921,-9.710242
test1542192.run0051.test_2995.proto.log,test_2995.proto,21.23836,8.470348,-0.4607574
test1542192.run0052.test_3094.proto.log,test_3094.proto,4.087707,-20.99193,-20.99671
test1542192.run0053.test_3239.proto.log,test_3239.proto,-6.970408,-10.77206,-10.77236
test1542192.run0054.test_3260.proto.log,test_3260.proto,10.55883,-9.160843,-19.07986
test1542192.run0055.test_3367.proto.log,test_3367.proto,16.28774,-0.2323107,-0.3216326
test1542192.run0056.test_3392.proto.log,test_3392.proto,-6.043144,-13.31373,-14.97501
test1542192.run0057.test_3415.proto.log,test_3415.proto,-7.582073,-10.98305,-10.98328
test1542192.run0058.test_3468.proto.log,test_3468.proto,14.57561,-10.14154,-14.16019
test1542192.run0059.test_3474.proto.log,test_3474.proto,7.960526,5.425934,-0.01370314
test1542192.run0060.test_3484.proto.log,test_3484.proto,-17.71124,-23.69189,-29.03693
test1542192.run0061.test_3488.proto.log,test_3488.proto,3.967903,-7.480839,-12.88238
test1542192.run0062.test_3532.proto.log,test_3532.proto,-19.29271,-19.71129,-20.04927
test1542192.run0063.test_3534.proto.log,test_3534.proto,6.622189,3.15462,2.318851
test1542192.run0064.test_3552.proto.log,test_3552.proto,19.99974,-10.19588,-10.19613
test1542192.run0065.test_3706.proto.log,test_3706.proto,-16.27941,-16.51474,-16.53112
test1542192.run0066.test_3746.proto.log,test_3746.proto,-14.87523,-15.77229,-15.77244
test1542192.run0067.test_3771.proto.log,test_3771.proto,-5.609896,-8.453987,-8.454587
test1542192.run0068.test_3782.proto.log,test_3782.proto,4.884198,-4.063184,-4.12276
test1542192.run0069.test_3820.proto.log,test_3820.proto,-9.377833,-17.24915,-17.83301
test1542192.run0070.test_3879.proto.log,test_3879.proto,9.709195,-13.44028,-13.48796
test1542192.run0071.test_3921.proto.log,test_3921.proto,-10.12602,-15.75303,-15.92278
test1542192.run0072.test_3971.proto.log,test_3971.proto,-4.79421,-7.556374,-7.556638
test1542192.run0073.test_3975.proto.log,test_3975.proto,-10.7367,-14.78186,-15.93241
test1542192.run0074.test_4043.proto.log,test_4043.proto,5.306929,-19.06695,-20.26812
test1542192.run0075.test_4144.proto.log,test_4144.proto,-9.174314,-10.97742,-11.0066
test1542192.run0076.test_4153.proto.log,test_4153.proto,-9.808285,-15.24126,-15.8974
test1542192.run0077.test_4164.proto.log,test_4164.proto,6.561263,-23.75516,-23.75549
test1542192.run0078.test_4230.proto.log,test_4230.proto,10.74754,-19.01921,-28.31485
test1542192.run0079.test_4232.proto.log,test_4232.proto,-19.22948,-20.10924,-20.10964
test1542192.run0080.test_4250.proto.log,test_4250.proto,-9.293412,-15.91217,-15.91287
test1542192.run0081.test_4270.proto.log,test_4270.proto,3.788723,-24.13659,-24.13744
test1542192.run0082.test_428.proto.log,test_428.proto,-15.20961,-16.186,-19.93864
test1542192.run0084.test_438.proto.log,test_438.proto,0.3162855,-11.01999,-12.28443
test1542192.run0083.test_4387.proto.log,test_4387.proto,-4.164584,-6.20857,-6.208783
test1542192.run0085.test_4400.proto.log,test_4400.proto,31.90233,2.022279,1.756489
test1542192.run0086.test_4406.proto.log,test_4406.proto,0.6859856,-18.99563,-18.99595
test1542192.run0087.test_4410.proto.log,test_4410.proto,-10.32406,-11.53415,-13.46903
test1542192.run0088.test_4429.proto.log,test_4429.proto,0.1467037,-2.369354,-3.657272
test1542192.run0089.test_4466.proto.log,test_4466.proto,-11.94708,-18.22309,-20.53609
test1542192.run0090.test_4482.proto.log,test_4482.proto,-10.94026,-13.8172,-13.81774
test1542192.run0091.test_4573.proto.log,test_4573.proto,-10.83237,-10.85119,-10.85123
test1542192.run0092.test_4654.proto.log,test_4654.proto,-10.0388,-10.95005,-10.95006
test1542192.run0093.test_4688.proto.log,test_4688.proto,4.150515,-17.73558,-17.73711
test1542192.run0094.test_4713.proto.log,test_4713.proto,19.95678,0.2468637,0.2131723
test1542192.run0095.test_4716.proto.log,test_4716.proto,0.6514559,-18.91995,-19.19322
test1542192.run0096.test_4746.proto.log,test_4746.proto,1.897465,-12.44847,-12.99346
test1542192.run0097.test_4766.proto.log,test_4766.proto,-1.802224,-26.24138,-27.76764
test1542192.run0098.test_4798.proto.log,test_4798.proto,3.478434,-4.15318,-4.153211
test1542192.run0099.test_4828.proto.log,test_4828.proto,-11.35381,-11.8093,-11.80982
test1542192.run0100.test_4834.proto.log,test_4834.proto,3.695515,-17.40891,-17.40933
test1542192.run0101.test_4950.proto.log,test_4950.proto,6.077717,-6.937122,-7.378334
test1542192.run0102.test_4956.proto.log,test_4956.proto,-0.8375214,-4.313126,-8.818508
test1542192.run0103.test_5009.proto.log,test_5009.proto,9.692286,9.692286,1e+30
test1542192.run0104.test_5017.proto.log,test_5017.proto,-7.827174,-8.292445,-8.292474
test1542192.run0105.test_5037.proto.log,test_5037.proto,-14.83338,-15.20701,-15.20743
test1542192.run0106.test_5074.proto.log,test_5074.proto,6.876882,-4.620177,-4.620232
test1542192.run0107.test_511.proto.log,test_511.proto,-6.897935,-6.929706,-11.42207
test1542192.run0108.test_5152.proto.log,test_5152.proto,15.88792,-1.026321,-3.446351
test1542192.run0109.test_5196.proto.log,test_5196.proto,21.52662,-19.83826,-19.83874
test1542192.run0110.test_523.proto.log,test_523.proto,0.8583038,-20.13389,-20.87788
test1542192.run0111.test_5251.proto.log,test_5251.proto,-5.289342,-23.20937,-28.4928
test1542192.run0112.test_5260.proto.log,test_5260.proto,-6.999902,-7.484578,-7.484807
test1542192.run0113.test_5267.proto.log,test_5267.proto,-4.774942,-20.16487,-20.17527
test1542192.run0114.test_5297.proto.log,test_5297.proto,-13.3976,-13.92201,-13.92324
test1542192.run0117.test_53.proto.log,test_53.proto,1.230629,-13.5083,-15.16103
test1542192.run0115.test_5358.proto.log,test_5358.proto,0.798156,-14.89623,-17.8864
test1542192.run0116.test_5389.proto.log,test_5389.proto,-3.584247,-20.92928,-20.93057
test1542192.run0118.test_5470.proto.log,test_5470.proto,-11.93838,-12.00812,-12.00899
test1542192.run0119.test_5474.proto.log,test_5474.proto,-20.23426,-20.75663,-21.15424
test1542192.run0120.test_5522.proto.log,test_5522.proto,10.6743,-6.201121,-6.271116
test1542192.run0121.test_5539.proto.log,test_5539.proto,3.177115,-9.614686,-10.0875
test1542192.run0122.test_5569.proto.log,test_5569.proto,8.389159,-5.244141,-6.409941
test1542192.run0124.test_561.proto.log,test_561.proto,-13.12418,-13.26918,-13.26941
test1542192.run0123.test_5616.proto.log,test_5616.proto,-8.368927,-12.65188,-13.48672
test1542192.run0125.test_5626.proto.log,test_5626.proto,-5.715889,-5.918346,-5.918455
test1542192.run0126.test_5717.proto.log,test_5717.proto,7.533792,-12.66216,-12.66224
test1542192.run0127.test_5720.proto.log,test_5720.proto,6.013908,-6.983833,-13.45544
test1542192.run0128.test_5723.proto.log,test_5723.proto,4.34595,-28.77007,-29.86745
test1542192.run0129.test_5751.proto.log,test_5751.proto,-14.3557,-15.09422,-15.1483
test1542192.run0130.test_5777.proto.log,test_5777.proto,2.846319,-15.73333,-15.73362
test1542192.run0131.test_5799.proto.log,test_5799.proto,-13.44859,-17.46268,-17.46441
test1542192.run0132.test_5821.proto.log,test_5821.proto,-0.001608146,-2.04805,-2.048239
test1542192.run0133.test_584.proto.log,test_584.proto,-1e+30,-1e+30,1e+30
test1542192.run0134.test_5880.proto.log,test_5880.proto,-21.10313,-21.20212,-21.20261
test1542192.run0135.test_5955.proto.log,test_5955.proto,17.51213,17.51213,1e+30
test1542192.run0136.test_5962.proto.log,test_5962.proto,-6.292088,-6.538738,-6.538758
test1542192.run0137.test_5982.proto.log,test_5982.proto,7.004898,5.638589,5.638374
test1542192.run0138.test_6015.proto.log,test_6015.proto,-9.518319,-9.546874,-9.547024
test1542192.run0139.test_6018.proto.log,test_6018.proto,1.045301,-14.31179,-14.7543
test1542192.run0140.test_6035.proto.log,test_6035.proto,31.1787,8.165794,5.179108
test1542192.run0143.test_604.proto.log,test_604.proto,-3.482004,-25.43969,-25.49939
test1542192.run0141.test_6042.proto.log,test_6042.proto,24.63614,4.76709,4.029815
test1542192.run0142.test_6043.proto.log,test_6043.proto,-0.7200447,-2.365201,-2.365246
test1542192.run0144.test_6079.proto.log,test_6079.proto,2.506004,-15.47492,-15.71679
test1542192.run0145.test_6090.proto.log,test_6090.proto,0.5381411,-8.130104,-8.133898
test1542192.run0146.test_6095.proto.log,test_6095.proto,1.262966,-25.089,-25.19232
test1542192.run0147.test_6139.proto.log,test_6139.proto,12.16538,-7.979218,-10.62958
test1542192.run0148.test_614.proto.log,test_614.proto,-8.89432,-9.017526,-9.019127
test1542192.run0149.test_6157.proto.log,test_6157.proto,-1.628174,-2.951455,-2.951912
test1542192.run0150.test_6194.proto.log,test_6194.proto,1.91589,-28.2496,-28.26815
test1542192.run0151.test_6227.proto.log,test_6227.proto,-3.317883,-9.366153,-9.36632
test1542192.run0152.test_633.proto.log,test_633.proto,8.419151,-19.83719,-19.83796
test1542192.run0153.test_6359.proto.log,test_6359.proto,-8.959479,-9.228006,-9.23436
test1542192.run0156.test_64.proto.log,test_64.proto,10.9369,-17.60365,-20.40359
test1542192.run0154.test_6406.proto.log,test_6406.proto,0.2508125,-25.32035,-25.32056
test1542192.run0155.test_6420.proto.log,test_6420.proto,-2.251937,-2.341512,-2.341545
test1542192.run0157.test_6512.proto.log,test_6512.proto,-10.08179,-10.61589,-10.61608
test1542192.run0158.test_6542.proto.log,test_6542.proto,5.396913,-0.9400495,1e+30
test1542192.run0159.test_6597.proto.log,test_6597.proto,53.60042,35.75858,1e+30
test1542192.run0165.test_66.proto.log,test_66.proto,-15.32001,-21.59632,-21.59637
test1542192.run0160.test_6602.proto.log,test_6602.proto,-14.11108,-15.27553,-19.46357
test1542192.run0161.test_6621.proto.log,test_6621.proto,9.827535,-4.946253,-7.87901
test1542192.run0162.test_6664.proto.log,test_6664.proto,8.801453,-12.56833,-12.56852
test1542192.run0163.test_6676.proto.log,test_6676.proto,-21.01238,-24.67357,-24.67664
test1542192.run0164.test_6691.proto.log,test_6691.proto,0.326298,-10.41342,-10.46467
test1542192.run0166.test_6728.proto.log,test_6728.proto,-12.99451,-14.58562,-14.58612
test1542192.run0167.test_6736.proto.log,test_6736.proto,-16.09953,-20.27859,-20.27875
test1542192.run0168.test_6745.proto.log,test_6745.proto,-8.587085,-10.45195,-10.45221
test1542192.run0169.test_6761.proto.log,test_6761.proto,4.213884,-1.901579,-1.901704
test1542192.run0170.test_6784.proto.log,test_6784.proto,12.62474,-2.906735,-4.005956
test1542192.run0171.test_6813.proto.log,test_6813.proto,5.232025,-21.06692,-21.88971
test1542192.run0172.test_6837.proto.log,test_6837.proto,-16.40449,-19.5892,-19.9935
test1542192.run0173.test_6854.proto.log,test_6854.proto,5.82141,-26.71262,-27.92663
test1542192.run0174.test_6864.proto.log,test_6864.proto,-7.598247,-7.872995,-7.873444
test1542192.run0175.test_6885.proto.log,test_6885.proto,8.334338,8.334338,1e+30
test1542192.run0176.test_6921.proto.log,test_6921.proto,-15.16925,-15.34188,-15.34211
test1542192.run0177.test_698.proto.log,test_698.proto,-0.9622306,-1.054658,-1.054665
test1542192.run0178.test_704.proto.log,test_704.proto,11.28344,-18.32056,-18.32169
test1542192.run0179.test_7056.proto.log,test_7056.proto,-11.80645,-17.40194,-19.6528
test1542192.run0180.test_7059.proto.log,test_7059.proto,5.912534,-8.697752,-11.65916
test1542192.run0181.test_7100.proto.log,test_7100.proto,31.8185,-7.190033,-7.486793
test1542192.run0182.test_7120.proto.log,test_7120.proto,-17.7261,-17.92175,-23.10295
test1542192.run0183.test_7185.proto.log,test_7185.proto,0.9250629,-21.9102,-24.92995
test1542192.run0184.test_7196.proto.log,test_7196.proto,7.20066,-14.31179,-14.3118
test1542192.run0185.test_7211.proto.log,test_7211.proto,-11.19281,-12.89466,-12.8951
test1542192.run0186.test_7214.proto.log,test_7214.proto,3.156635,-32.52092,-33.58633
test1542192.run0187.test_7254.proto.log,test_7254.proto,-13.6183,-16.3399,-16.34023
test1542192.run0188.test_7258.proto.log,test_7258.proto,3.239516,-8.401397,-8.432544
test1542192.run0189.test_7266.proto.log,test_7266.proto,12.51708,-15.56459,-15.5649
test1542192.run0190.test_728.proto.log,test_728.proto,1.418639,-15.81747,-15.81763
test1542192.run0191.test_7333.proto.log,test_7333.proto,3.552156,-2.883054,-2.883083
test1542192.run0192.test_7395.proto.log,test_7395.proto,0.9492674,-9.974781,-10.36939
test1542192.run0193.test_7431.proto.log,test_7431.proto,-18.08137,-24.51118,-26.39407
test1542192.run0194.test_744.proto.log,test_744.proto,1.146042,-18.80073,-18.8014
test1542192.run0195.test_7457.proto.log,test_7457.proto,10.77913,-2.245171,-3.066592
test1542192.run0196.test_7481.proto.log,test_7481.proto,13.37107,1.000832,1e+30
test1542192.run0197.test_7490.proto.log,test_7490.proto,-4.760464,-14.03689,-14.03729
test1542192.run0198.test_751.proto.log,test_751.proto,6.216314,-23.09257,-23.09464
test1542192.run0199.test_7554.proto.log,test_7554.proto,1.188976,-20.08957,-21.17542
test1542192.run0200.test_7555.proto.log,test_7555.proto,-3.812915,-16.11395,-18.74263
test1542192.run0201.test_7569.proto.log,test_7569.proto,6.436621,-3.550914,-3.551164
test1542192.run0202.test_7571.proto.log,test_7571.proto,-9.939539,-10.52702,-10.52722
test1542192.run0203.test_7603.proto.log,test_7603.proto,11.52491,-1.837826,-1.993126
test1542192.run0204.test_7609.proto.log,test_7609.proto,0.2097626,-25.35423,-25.35463
test1542192.run0205.test_7671.proto.log,test_7671.proto,4.193368,-11.85163,-13.6025
test1542192.run0206.test_7715.proto.log,test_7715.proto,-18.69461,-20.91909,-20.91911
test1542192.run0207.test_772.proto.log,test_772.proto,-10.96876,-11.00883,-11.00895
test1542192.run0208.test_7772.proto.log,test_7772.proto,4.099013,-13.41875,-14.22594
test1542192.run0209.test_7793.proto.log,test_7793.proto,0.876361,-13.69866,-13.69889
test1542192.run0210.test_7808.proto.log,test_7808.proto,5.446947,-22.60163,-24.44058
test1542192.run0211.test_7858.proto.log,test_7858.proto,5.848295,5.848295,1e+30
test1542192.run0212.test_7886.proto.log,test_7886.proto,-11.23102,-11.63084,-11.63103
test1542192.run0214.test_791.proto.log,test_791.proto,5.970099,-3.462997,-3.476068
test1542192.run0213.test_7912.proto.log,test_7912.proto,4.379237,-3.516962,-4.814514
test1542192.run0215.test_8033.proto.log,test_8033.proto,2.008601,-23.14936,-23.82114
test1542192.run0216.test_8082.proto.log,test_8082.proto,0.02312652,-12.25603,-12.33945
test1542192.run0217.test_8153.proto.log,test_8153.proto,1.126621,-11.91338,-14.67858
test1542192.run0218.test_8185.proto.log,test_8185.proto,1.788485,-21.89697,-21.89715
test1542192.run0219.test_8224.proto.log,test_8224.proto,7.748726,-19.28178,-19.28233
test1542192.run0220.test_8225.proto.log,test_8225.proto,18.07324,-19.82039,-20.8748
test1542192.run0221.test_8254.proto.log,test_8254.proto,12.06662,-14.3043,-14.89049
test1542192.run0222.test_8315.proto.log,test_8315.proto,-6.738842,-9.121299,-9.121548
test1542192.run0223.test_8320.proto.log,test_8320.proto,-1.639148,-4.611187,-4.611217
test1542192.run0224.test_8327.proto.log,test_8327.proto,-7.200117,-10.3855,-13.07004
test1542192.run0225.test_8335.proto.log,test_8335.proto,7.249727,-18.04223,-19.57973
test1542192.run0226.test_838.proto.log,test_838.proto,-20.74444,-21.03947,-21.04024
test1542192.run0227.test_8447.proto.log,test_8447.proto,10.51416,-23.92768,-28.33324
test1542192.run0228.test_8448.proto.log,test_8448.proto,0.6490612,-21.97848,-21.98085
test1542192.run0229.test_8456.proto.log,test_8456.proto,6.918096,-8.782485,-11.43352
test1542192.run0230.test_8508.proto.log,test_8508.proto,-0.5963152,-2.356972,-2.563137
test1542192.run0231.test_8513.proto.log,test_8513.proto,3.11752,-13.5677,-14.08059
test1542192.run0232.test_8514.proto.log,test_8514.proto,1.195461,-14.78591,-15.52823
test1542192.run0233.test_8558.proto.log,test_8558.proto,-0.6524368,-18.71211,-20.10223
test1542192.run0234.test_8561.proto.log,test_8561.proto,9.210262,-25.26185,-25.26229
test1542192.run0235.test_8588.proto.log,test_8588.proto,-23.75663,-24.16475,-24.16508
test1542192.run0236.test_8615.proto.log,test_8615.proto,-14.063,-18.41689,-19.29246
test1542192.run0237.test_8655.proto.log,test_8655.proto,12.92478,-17.12532,-21.91365
test1542192.run0238.test_867.proto.log,test_867.proto,5.28662,-21.12167,-21.24862
test1542192.run0239.test_8755.proto.log,test_8755.proto,7.617434,-19.56397,-19.56408
test1542192.run0240.test_879.proto.log,test_879.proto,-16.53122,-21.13511,-21.13554
test1542192.run0241.test_885.proto.log,test_885.proto,7.568305,-8.915512,-9.109495
test1542192.run0243.test_888.proto.log,test_888.proto,3.6667,-14.61061,-15.78817
test1542192.run0242.test_8883.proto.log,test_8883.proto,-9.676034,-18.55525,-18.56002
test1542192.run0244.test_8923.proto.log,test_8923.proto,-15.04424,-20.05029,-20.33324
test1542192.run0245.test_893.proto.log,test_893.proto,-8.220651,-9.659445,-9.659695
test1542192.run0246.test_8965.proto.log,test_8965.proto,3.201196,3.201196,1e+30
test1542192.run0247.test_8970.proto.log,test_8970.proto,14.99103,-31.67794,-33.93641
test1542192.run0248.test_9062.proto.log,test_9062.proto,-1.930765,-11.57186,-14.20417
test1542192.run0249.test_9064.proto.log,test_9064.proto,-27.06316,-27.47474,-27.47873
test1542192.run0250.test_9065.proto.log,test_9065.proto,-11.02268,-22.89531,-23.2097
test1542192.run0251.test_9114.proto.log,test_9114.proto,2.853581,-13.85303,-13.85326
test1542192.run0252.test_9151.proto.log,test_9151.proto,-18.04812,-18.15719,-18.15736
test1542192.run0253.test_9394.proto.log,test_9394.proto,-6.807021,-13.17061,-13.31008
test1542192.run0254.test_9442.proto.log,test_9442.proto,8.708292,-23.63322,-24.9244
test1542192.run0255.test_9513.proto.log,test_9513.proto,-7.192563,-16.36788,-16.39869
test1542192.run0256.test_9517.proto.log,test_9517.proto,-1.282919,-2.343733,-2.344824
test1542192.run0257.test_9527.proto.log,test_9527.proto,6.47794,-14.26203,-14.26342
test1542192.run0258.test_9553.proto.log,test_9553.proto,-7.329408,-8.408142,-8.408158
test1542192.run0259.test_9560.proto.log,test_9560.proto,1.894251,-11.76083,-15.54086
test1542192.run0260.test_9601.proto.log,test_9601.proto,-23.86159,-24.63398,-24.73864
test1542192.run0261.test_9616.proto.log,test_9616.proto,8.010372,8.010372,1e+30
test1542192.run0262.test_9624.proto.log,test_9624.proto,13.32185,-9.869901,-9.869935
test1542192.run0263.test_9627.proto.log,test_9627.proto,34.11907,34.11907,1e+30
test1542192.run0264.test_9629.proto.log,test_9629.proto,27.24072,-3.784728,-3.845953
test1542192.run0265.test_9636.proto.log,test_9636.proto,27.94573,11.18963,1e+30
test1542192.run0266.test_9692.proto.log,test_9692.proto,38.60671,10.46139,7.66348
test1542192.run0267.test_9720.proto.log,test_9720.proto,5.256324,-5.153902,-5.196078
test1542192.run0268.test_9730.proto.log,test_9730.proto,9.995562,-7.148775,-7.148877
test1542192.run0269.test_9731.proto.log,test_9731.proto,10.25343,-10.40713,-10.40756
test1542192.run0270.test_9788.proto.log,test_9788.proto,-15.85036,-16.22775,-16.22787
test1542192.run0271.test_9857.proto.log,test_9857.proto,13.13451,-9.882403,-9.88926
test1542192.run0272.test_9943.proto.log,test_9943.proto,13.43447,-12.53087,-12.53282
test1542192.run0273.test_9948.proto.log,test_9948.proto,9.576797,-9.294962,-14.22484
test1542192.run0274.training_10004.proto.log,training_10004.proto,-11.6075,-14.0855,-14.08583
test1542192.run0275.training_10005.proto.log,training_10005.proto,-7.063283,-8.549088,-8.549586
test1542192.run0276.training_10014.proto.log,training_10014.proto,-7.164406,-9.082663,-9.083143
test1542192.run0277.training_10093.proto.log,training_10093.proto,-7.013734,-10.21434,-11.13485
test1542192.run0278.training_10107.proto.log,training_10107.proto,-7.363284,-7.498576,-7.579095
test1542192.run0279.training_10110.proto.log,training_10110.proto,11.49734,-6.822138,-7.137023
test1542192.run0280.training_10124.proto.log,training_10124.proto,-11.28226,-11.96755,-11.9829
test1542192.run0281.training_10160.proto.log,training_10160.proto,4.142967,2.831766,2.831712
test1542192.run0282.training_10163.proto.log,training_10163.proto,8.069182,-9.028499,-10.56717
test1542192.run0283.training_10187.proto.log,training_10187.proto,-9.769316,-9.896221,-9.897619
test1542192.run0284.training_10229.proto.log,training_10229.proto,-9.755005,-14.30213,-15.81859
test1542192.run0285.training_10286.proto.log,training_10286.proto,16.23396,-8.053073,-12.15635
test1542192.run0286.training_10301.proto.log,training_10301.proto,-1.504463,-3.662454,-4.352312
test1542192.run0287.training_10302.proto.log,training_10302.proto,-14.77538,-15.06049,-15.06129
test1542192.run0288.training_10328.proto.log,training_10328.proto,-2.09816,-3.734567,-6.506341
test1542192.run0289.training_10342.proto.log,training_10342.proto,-13.72522,-16.26616,-16.26652
test1542192.run0290.training_10346.proto.log,training_10346.proto,17.79455,-4.945221,-5.063128
test1542192.run0291.training_10384.proto.log,training_10384.proto,3.553514,-14.10705,-14.55489
test1542192.run0293.training_1040.proto.log,training_1040.proto,1.689125,1.215069,1.184815
test1542192.run0292.training_10407.proto.log,training_10407.proto,8.182203,-19.16414,-20.28333
test1542192.run0294.training_10415.proto.log,training_10415.proto,2.854161,-10.77362,-10.77363
test1542192.run0295.training_10427.proto.log,training_10427.proto,-7.104258,-8.42235,-8.423037
test1542192.run0296.training_10428.proto.log,training_10428.proto,-32.67065,-33.15933,-33.15951
test1542192.run0297.training_10429.proto.log,training_10429.proto,6.355074,-25.72888,-35.94946
test1542192.run0298.training_10439.proto.log,training_10439.proto,-6.522236,-10.45976,-11.01389
test1542192.run0299.training_10442.proto.log,training_10442.proto,3.726724,-18.97795,-24.53409
test1542192.run0300.training_10468.proto.log,training_10468.proto,-8.138272,-8.138272,1e+30
test1542192.run0301.training_10493.proto.log,training_10493.proto,-18.59383,-23.93702,-26.76323
test1542192.run0302.training_1052.proto.log,training_1052.proto,-30.47466,-30.8615,-30.86182
test1542192.run0303.training_10536.proto.log,training_10536.proto,-0.3473813,-18.58684,-18.587
test1542192.run0304.training_10544.proto.log,training_10544.proto,-5.869951,-6.739274,-13.60046
test1542192.run0305.training_10547.proto.log,training_10547.proto,-0.4821886,-19.38247,-23.41689
test1542192.run0306.training_10557.proto.log,training_10557.proto,-17.93682,-23.93436,-26.78177
test1542192.run0307.training_10575.proto.log,training_10575.proto,15.26758,-1.998637,-9.366128
test1542192.run0308.training_10576.proto.log,training_10576.proto,-15.62613,-16.36145,-16.36166
test1542192.run0309.training_10605.proto.log,training_10605.proto,-1e+30,-1e+30,1e+30
test1542192.run0310.training_10631.proto.log,training_10631.proto,1.51014,-4.991953,-6.690142
test1542192.run0311.training_10641.proto.log,training_10641.proto,-0.3011422,-17.42623,-17.98926
test1542192.run0312.training_10720.proto.log,training_10720.proto,3.381456,-16.96755,-16.96795
test1542192.run0313.training_10768.proto.log,training_10768.proto,-6.89532,-9.498548,-10.20083
test1542192.run0314.training_10777.proto.log,training_10777.proto,10.77676,-5.953215,-5.953651
test1542192.run0315.training_10783.proto.log,training_10783.proto,-10.80973,-17.49332,-20.06676
