Log Name,File Name,c_i,c_d,c_p
test1542218.run0021.load_balancing_1019.log,load_balancing_1019,370.1506,686.0305,689.0
test1542218.run0033.load_balancing_102.log,load_balancing_102,389.3249,693.2272,695.0
test1542218.run0023.load_balancing_1020.log,load_balancing_1020,408.8618,732.2953,735.0
test1542218.run0024.load_balancing_1021.log,load_balancing_1021,307.3821,653.4662,659.0
test1542218.run0025.load_balancing_1022.log,load_balancing_1022,329.1037,651.3981,656.0
test1542218.run0026.load_balancing_1023.log,load_balancing_1023,416.3707,744.1386,748.0
test1542218.run0027.load_balancing_1024.log,load_balancing_1024,392.2446,720.9413,723.0
test1542218.run0028.load_balancing_1025.log,load_balancing_1025,367.7251,665.3492,668.0
test1542218.run0029.load_balancing_1026.log,load_balancing_1026,410.953,736.4353,739.0
test1542218.run0030.load_balancing_1027.log,load_balancing_1027,367.2441,686.061,691.0
test1542218.run0031.load_balancing_1028.log,load_balancing_1028,386.5281,744.0861,747.0
test1542218.run0032.load_balancing_1029.log,load_balancing_1029,361.719,705.0871,708.0
test1542218.run0044.load_balancing_103.log,load_balancing_103,367.4573,712.1695,715.0
test1542218.run0034.load_balancing_1030.log,load_balancing_1030,333.905,644.2581,647.0
test1542218.run0035.load_balancing_1031.log,load_balancing_1031,370.5001,719.4449,722.0
test1542218.run0036.load_balancing_1032.log,load_balancing_1032,404.2124,742.8089,745.0
test1542218.run0037.load_balancing_1033.log,load_balancing_1033,367.6496,682.6085,685.0
test1542218.run0038.load_balancing_1034.log,load_balancing_1034,420.9728,734.6123,737.0
test1542218.run0039.load_balancing_1035.log,load_balancing_1035,379.3344,712.9259,717.0
test1542218.run0040.load_balancing_1036.log,load_balancing_1036,396.4732,705.1311,709.0
test1542218.run0041.load_balancing_1037.log,load_balancing_1037,423.1857,742.0391,747.0
test1542218.run0042.load_balancing_1038.log,load_balancing_1038,402.789,718.5532,728.0
test1542218.run0043.load_balancing_1039.log,load_balancing_1039,386.7422,699.7152,702.0
test1542218.run0055.load_balancing_104.log,load_balancing_104,390.9166,708.3519,713.0
test1542218.run0045.load_balancing_1040.log,load_balancing_1040,356.742,667.6852,671.0
test1542218.run0046.load_balancing_1041.log,load_balancing_1041,384.0723,702.136,705.0
test1542218.run0047.load_balancing_1042.log,load_balancing_1042,352.8305,705.0665,708.0
test1542218.run0048.load_balancing_1043.log,load_balancing_1043,406.9462,777.9193,783.0
test1542218.run0049.load_balancing_1044.log,load_balancing_1044,421.9446,742.2108,746.0
test1542218.run0050.load_balancing_1045.log,load_balancing_1045,408.4654,731.7796,736.0
test1542218.run0051.load_balancing_1046.log,load_balancing_1046,391.2542,707.2426,713.0
test1542218.run0052.load_balancing_1047.log,load_balancing_1047,369.9672,698.9483,703.0
test1542218.run0053.load_balancing_1048.log,load_balancing_1048,299.2336,644.1387,647.0
test1542218.run0054.load_balancing_1049.log,load_balancing_1049,298.2927,634.6354,637.0
test1542218.run0066.load_balancing_105.log,load_balancing_105,400.6777,723.5013,727.0
test1542218.run0056.load_balancing_1050.log,load_balancing_1050,370.4563,696.0698,698.0
test1542218.run0057.load_balancing_1051.log,load_balancing_1051,380.329,726.8124,730.0
test1542218.run0058.load_balancing_1052.log,load_balancing_1052,376.5687,700.5707,703.0
test1542218.run0059.load_balancing_1053.log,load_balancing_1053,388.3426,681.2839,684.0
test1542218.run0060.load_balancing_1054.log,load_balancing_1054,292.5554,613.3042,615.0
test1542218.run0061.load_balancing_1055.log,load_balancing_1055,333.4048,661.9329,664.0
test1542218.run0062.load_balancing_1056.log,load_balancing_1056,400.1758,708.604,712.0
test1542218.run0063.load_balancing_1057.log,load_balancing_1057,443.5112,751.028,754.0
test1542218.run0064.load_balancing_1058.log,load_balancing_1058,324.4471,651.253,654.0
test1542218.run0065.load_balancing_1059.log,load_balancing_1059,351.8882,691.3464,694.0
test1542218.run0077.load_balancing_106.log,load_balancing_106,391.8149,679.3564,682.0
test1542218.run0067.load_balancing_1060.log,load_balancing_1060,415.732,751.2469,755.0
test1542218.run0068.load_balancing_1061.log,load_balancing_1061,333.5735,634.583,638.0
test1542218.run0069.load_balancing_1062.log,load_balancing_1062,334.5255,648.5399,655.0
test1542218.run0070.load_balancing_1063.log,load_balancing_1063,354.0976,658.9345,661.0
test1542218.run0071.load_balancing_1064.log,load_balancing_1064,361.7141,693.1954,696.0
test1542218.run0072.load_balancing_1065.log,load_balancing_1065,329.9507,665.5624,668.0
test1542218.run0073.load_balancing_1066.log,load_balancing_1066,296.5359,600.4514,604.0
test1542218.run0074.load_balancing_1067.log,load_balancing_1067,422.8044,725.964,730.0
test1542218.run0075.load_balancing_1068.log,load_balancing_1068,386.0643,677.8521,684.0
test1542218.run0076.load_balancing_1069.log,load_balancing_1069,371.2811,684.7201,687.0
test1542218.run0088.load_balancing_107.log,load_balancing_107,320.3105,665.7436,668.0
test1542218.run0078.load_balancing_1070.log,load_balancing_1070,375.2905,678.6206,682.0
test1542218.run0079.load_balancing_1071.log,load_balancing_1071,371.5594,711.9262,719.0
test1542218.run0080.load_balancing_1072.log,load_balancing_1072,350.8112,688.25,690.0
test1542218.run0081.load_balancing_1073.log,load_balancing_1073,332.8925,661.638,673.0
test1542218.run0082.load_balancing_1074.log,load_balancing_1074,341.1527,665.5924,668.0
test1542218.run0083.load_balancing_1075.log,load_balancing_1075,416.3437,697.3705,702.0
test1542218.run0084.load_balancing_1076.log,load_balancing_1076,392.1791,701.2374,705.0
test1542218.run0085.load_balancing_1077.log,load_balancing_1077,364.0594,696.257,701.0
test1542218.run0086.load_balancing_1078.log,load_balancing_1078,391.6922,736.8078,739.0
test1542218.run0087.load_balancing_1079.log,load_balancing_1079,416.2979,744.0371,747.0
test1542218.run0099.load_balancing_108.log,load_balancing_108,412.3184,752.5467,755.0
test1542218.run0089.load_balancing_1080.log,load_balancing_1080,383.781,750.3933,754.0
test1542218.run0090.load_balancing_1081.log,load_balancing_1081,392.1222,691.9532,694.0
test1542218.run0091.load_balancing_1082.log,load_balancing_1082,409.0036,772.6984,782.0
test1542218.run0092.load_balancing_1083.log,load_balancing_1083,382.8172,699.871,703.0
test1542218.run0093.load_balancing_1084.log,load_balancing_1084,383.7104,711.7811,718.0
test1542218.run0094.load_balancing_1085.log,load_balancing_1085,377.6466,681.5206,684.0
test1542218.run0095.load_balancing_1086.log,load_balancing_1086,353.7577,676.3886,678.0
test1542218.run0096.load_balancing_1087.log,load_balancing_1087,408.6434,728.43,731.0
test1542218.run0097.load_balancing_1088.log,load_balancing_1088,404.0139,759.6333,763.0
test1542218.run0098.load_balancing_1089.log,load_balancing_1089,407.9746,745.3108,748.0
test1542218.run0110.load_balancing_109.log,load_balancing_109,335.2582,690.7667,693.0
test1542218.run0100.load_balancing_1090.log,load_balancing_1090,395.4516,733.1392,735.0
test1542218.run0101.load_balancing_1091.log,load_balancing_1091,346.0332,650.4873,653.0
test1542218.run0102.load_balancing_1092.log,load_balancing_1092,374.787,697.1568,701.0
test1542218.run0103.load_balancing_1093.log,load_balancing_1093,383.1861,718.4157,723.0
test1542218.run0104.load_balancing_1094.log,load_balancing_1094,306.8149,636.5178,639.0
test1542218.run0105.load_balancing_1095.log,load_balancing_1095,365.9161,717.4247,720.0
test1542218.run0106.load_balancing_1096.log,load_balancing_1096,386.1803,725.1267,727.0
test1542218.run0107.load_balancing_1097.log,load_balancing_1097,348.1827,680.8278,683.0
test1542218.run0108.load_balancing_1098.log,load_balancing_1098,372.6412,682.7494,687.0
test1542218.run0109.load_balancing_1099.log,load_balancing_1099,307.2915,654.7302,659.0
test1542218.run0222.load_balancing_11.log,load_balancing_11,323.6929,658.7576,661.0
test1542218.run0122.load_balancing_110.log,load_balancing_110,314.8053,654.8343,661.0
test1542218.run0112.load_balancing_1100.log,load_balancing_1100,366.6072,703.4885,707.0
test1542218.run0113.load_balancing_1101.log,load_balancing_1101,370.8032,690.4263,694.0
test1542218.run0114.load_balancing_1102.log,load_balancing_1102,395.7756,702.9435,709.0
test1542218.run0115.load_balancing_1103.log,load_balancing_1103,447.4663,754.6342,757.0
test1542218.run0116.load_balancing_1104.log,load_balancing_1104,374.5804,691.634,694.0
test1542218.run0117.load_balancing_1105.log,load_balancing_1105,408.8354,718.3051,720.0
test1542218.run0118.load_balancing_1106.log,load_balancing_1106,379.0694,698.6497,701.0
test1542218.run0119.load_balancing_1107.log,load_balancing_1107,394.9636,720.3564,722.0
test1542218.run0120.load_balancing_1108.log,load_balancing_1108,372.4429,679.2331,685.0
test1542218.run0121.load_balancing_1109.log,load_balancing_1109,406.7277,711.2868,717.0
test1542218.run0133.load_balancing_111.log,load_balancing_111,354.941,693.8533,701.0
test1542218.run0123.load_balancing_1110.log,load_balancing_1110,334.423,657.0617,660.0
test1542218.run0124.load_balancing_1111.log,load_balancing_1111,328.8549,666.6398,669.0
test1542218.run0125.load_balancing_1112.log,load_balancing_1112,326.8573,647.0981,650.0
test1542218.run0126.load_balancing_1113.log,load_balancing_1113,388.133,719.9039,722.0
test1542218.run0127.load_balancing_1114.log,load_balancing_1114,418.6695,732.0258,734.0
test1542218.run0128.load_balancing_1115.log,load_balancing_1115,445.5649,773.7223,776.0
test1542218.run0129.load_balancing_1116.log,load_balancing_1116,343.0299,666.5149,672.0
test1542218.run0130.load_balancing_1117.log,load_balancing_1117,390.8289,704.8865,711.0
test1542218.run0131.load_balancing_1118.log,load_balancing_1118,381.2793,717.0592,719.0
test1542218.run0132.load_balancing_1119.log,load_balancing_1119,337.09,654.1047,656.0
test1542218.run0144.load_balancing_112.log,load_balancing_112,431.4084,760.7274,764.0
test1542218.run0134.load_balancing_1120.log,load_balancing_1120,348.4581,662.9042,667.0
test1542218.run0135.load_balancing_1121.log,load_balancing_1121,365.9033,705.9155,708.0
test1542218.run0136.load_balancing_1122.log,load_balancing_1122,380.2323,719.6192,722.0
test1542218.run0137.load_balancing_1123.log,load_balancing_1123,356.5088,675.255,679.0
test1542218.run0138.load_balancing_1124.log,load_balancing_1124,333.3929,677.9112,680.0
test1542218.run0139.load_balancing_1125.log,load_balancing_1125,416.5975,711.4713,714.0
test1542218.run0140.load_balancing_1126.log,load_balancing_1126,369.4296,706.036,711.0
test1542218.run0141.load_balancing_1127.log,load_balancing_1127,367.0078,718.9092,721.0
test1542218.run0142.load_balancing_1128.log,load_balancing_1128,346.1383,688.7676,692.0
test1542218.run0143.load_balancing_1129.log,load_balancing_1129,398.749,727.0334,733.0
test1542218.run0155.load_balancing_113.log,load_balancing_113,321.0551,644.6708,647.0
test1542218.run0145.load_balancing_1130.log,load_balancing_1130,384.2194,718.0477,720.0
test1542218.run0146.load_balancing_1131.log,load_balancing_1131,364.9347,675.2801,678.0
test1542218.run0147.load_balancing_1132.log,load_balancing_1132,348.2185,665.449,668.0
test1542218.run0148.load_balancing_1133.log,load_balancing_1133,379.9263,701.8254,707.0
test1542218.run0149.load_balancing_1134.log,load_balancing_1134,323.3601,645.522,648.0
test1542218.run0150.load_balancing_1135.log,load_balancing_1135,339.2932,683.1683,689.0
test1542218.run0151.load_balancing_1136.log,load_balancing_1136,374.8594,694.7183,697.0
test1542218.run0152.load_balancing_1137.log,load_balancing_1137,338.1986,676.6787,679.0
test1542218.run0153.load_balancing_1138.log,load_balancing_1138,344.4752,702.0597,709.0
test1542218.run0154.load_balancing_1139.log,load_balancing_1139,361.4115,712.473,715.0
test1542218.run0166.load_balancing_114.log,load_balancing_114,384.9728,754.7499,760.0
test1542218.run0156.load_balancing_1140.log,load_balancing_1140,360.2962,712.8442,717.0
test1542218.run0157.load_balancing_1141.log,load_balancing_1141,327.6477,633.5681,638.0
test1542218.run0158.load_balancing_1142.log,load_balancing_1142,382.7855,721.0419,724.0
test1542218.run0159.load_balancing_1143.log,load_balancing_1143,380.2966,677.2865,683.0
test1542218.run0160.load_balancing_1144.log,load_balancing_1144,406.368,728.168,733.0
test1542218.run0161.load_balancing_1145.log,load_balancing_1145,423.7581,766.2166,768.0
test1542218.run0162.load_balancing_1146.log,load_balancing_1146,419.2757,701.9988,704.0
test1542218.run0163.load_balancing_1147.log,load_balancing_1147,446.1506,759.9793,763.0
test1542218.run0164.load_balancing_1148.log,load_balancing_1148,344.0763,664.7502,672.0
test1542218.run0165.load_balancing_1149.log,load_balancing_1149,381.4699,718.9249,723.0
test1542218.run0177.load_balancing_115.log,load_balancing_115,344.2553,669.6581,672.0
test1542218.run0167.load_balancing_1150.log,load_balancing_1150,320.2546,624.8992,629.0
test1542218.run0168.load_balancing_1151.log,load_balancing_1151,414.8519,720.4118,723.0
test1542218.run0169.load_balancing_1152.log,load_balancing_1152,301.5977,619.9535,622.0
test1542218.run0170.load_balancing_1153.log,load_balancing_1153,349.9497,698.9447,703.0
test1542218.run0171.load_balancing_1154.log,load_balancing_1154,346.7479,667.4058,671.0
test1542218.run0172.load_balancing_1155.log,load_balancing_1155,314.6283,601.4455,604.0
test1542218.run0173.load_balancing_1156.log,load_balancing_1156,277.2796,566.2706,570.0
test1542218.run0174.load_balancing_1157.log,load_balancing_1157,408.9814,735.7286,738.0
test1542218.run0175.load_balancing_1158.log,load_balancing_1158,355.5562,638.4359,641.0
test1542218.run0176.load_balancing_1159.log,load_balancing_1159,417.7426,746.1844,751.0
test1542218.run0188.load_balancing_116.log,load_balancing_116,348.6133,654.3298,658.0
test1542218.run0178.load_balancing_1160.log,load_balancing_1160,397.0361,713.3677,720.0
test1542218.run0179.load_balancing_1161.log,load_balancing_1161,321.8438,647.1463,650.0
test1542218.run0180.load_balancing_1162.log,load_balancing_1162,377.6794,730.1537,734.0
test1542218.run0181.load_balancing_1163.log,load_balancing_1163,398.6835,707.4106,717.0
test1542218.run0182.load_balancing_1164.log,load_balancing_1164,310.5767,636.6257,639.0
test1542218.run0183.load_balancing_1165.log,load_balancing_1165,319.5078,645.1768,647.0
test1542218.run0184.load_balancing_1166.log,load_balancing_1166,339.6162,631.1884,637.0
test1542218.run0185.load_balancing_1167.log,load_balancing_1167,395.8991,749.7814,754.0
test1542218.run0186.load_balancing_1168.log,load_balancing_1168,355.7688,710.2363,713.0
test1542218.run0187.load_balancing_1169.log,load_balancing_1169,324.5537,663.2957,665.0
test1542218.run0199.load_balancing_117.log,load_balancing_117,429.0768,751.8941,756.0
test1542218.run0189.load_balancing_1170.log,load_balancing_1170,418.6309,751.475,755.0
test1542218.run0190.load_balancing_1171.log,load_balancing_1171,361.4234,658.264,661.0
test1542218.run0191.load_balancing_1172.log,load_balancing_1172,423.6012,751.741,756.0
test1542218.run0192.load_balancing_1173.log,load_balancing_1173,354.0685,689.409,691.0
test1542218.run0193.load_balancing_1174.log,load_balancing_1174,350.0459,686.1016,688.0
test1542218.run0194.load_balancing_1175.log,load_balancing_1175,436.4929,754.6783,758.0
test1542218.run0195.load_balancing_1176.log,load_balancing_1176,382.2368,739.1082,741.0
test1542218.run0196.load_balancing_1177.log,load_balancing_1177,343.1948,678.864,681.0
test1542218.run0197.load_balancing_1178.log,load_balancing_1178,393.0434,723.1256,726.0
test1542218.run0198.load_balancing_1179.log,load_balancing_1179,327.66,637.1909,640.0
test1542218.run0210.load_balancing_118.log,load_balancing_118,378.4205,750.0278,752.0
test1542218.run0200.load_balancing_1180.log,load_balancing_1180,408.475,706.3101,709.0
test1542218.run0201.load_balancing_1181.log,load_balancing_1181,356.1187,701.6153,705.0
test1542218.run0202.load_balancing_1182.log,load_balancing_1182,349.9595,706.5878,715.0
test1542218.run0203.load_balancing_1183.log,load_balancing_1183,370.5135,701.0216,703.0
test1542218.run0204.load_balancing_1184.log,load_balancing_1184,432.4887,745.8605,748.0
test1542218.run0205.load_balancing_1185.log,load_balancing_1185,402.1974,742.7734,747.0
test1542218.run0206.load_balancing_1186.log,load_balancing_1186,331.9752,663.6913,667.0
test1542218.run0207.load_balancing_1187.log,load_balancing_1187,384.734,689.5401,692.0
test1542218.run0208.load_balancing_1188.log,load_balancing_1188,358.0399,707.8492,711.0
test1542218.run0209.load_balancing_1189.log,load_balancing_1189,366.7651,690.0418,693.0
test1542218.run0221.load_balancing_119.log,load_balancing_119,326.1936,666.6137,669.0
test1542218.run0211.load_balancing_1190.log,load_balancing_1190,386.3207,742.0166,747.0
test1542218.run0212.load_balancing_1191.log,load_balancing_1191,306.7854,640.8999,643.0
test1542218.run0213.load_balancing_1192.log,load_balancing_1192,334.4922,671.9049,674.0
test1542218.run0214.load_balancing_1193.log,load_balancing_1193,370.4235,684.5944,687.0
test1542218.run0215.load_balancing_1194.log,load_balancing_1194,320.8441,648.3245,654.0
test1542218.run0216.load_balancing_1195.log,load_balancing_1195,375.1574,704.7768,708.0
test1542218.run0217.load_balancing_1196.log,load_balancing_1196,429.5056,751.3627,754.0
test1542218.run0218.load_balancing_1197.log,load_balancing_1197,353.9578,673.1855,675.0
test1542218.run0219.load_balancing_1198.log,load_balancing_1198,411.9166,745.5454,748.0
test1542218.run0220.load_balancing_1199.log,load_balancing_1199,348.4493,693.1972,696.0
test1542218.run0333.load_balancing_12.log,load_balancing_12,427.9688,733.9562,738.0
test1542218.run0233.load_balancing_120.log,load_balancing_120,385.4391,681.4012,684.0
test1542218.run0223.load_balancing_1200.log,load_balancing_1200,404.4206,714.4085,722.0
test1542218.run0224.load_balancing_1201.log,load_balancing_1201,391.1811,729.2192,733.0
test1542218.run0225.load_balancing_1202.log,load_balancing_1202,375.7573,648.6419,654.0
test1542218.run0226.load_balancing_1203.log,load_balancing_1203,405.2931,704.0526,710.0
test1542218.run0227.load_balancing_1204.log,load_balancing_1204,401.0908,731.8,737.0
test1542218.run0228.load_balancing_1205.log,load_balancing_1205,423.2473,761.9983,764.0
test1542218.run0229.load_balancing_1206.log,load_balancing_1206,363.9149,680.5472,683.0
test1542218.run0230.load_balancing_1207.log,load_balancing_1207,318.6591,615.0797,617.0
test1542218.run0231.load_balancing_1208.log,load_balancing_1208,384.7503,687.6653,691.0
test1542218.run0232.load_balancing_1209.log,load_balancing_1209,356.6939,676.1837,678.0
test1542218.run0244.load_balancing_121.log,load_balancing_121,367.3324,717.5675,720.0
test1542218.run0234.load_balancing_1210.log,load_balancing_1210,332.2599,695.2619,697.0
test1542218.run0235.load_balancing_1211.log,load_balancing_1211,343.7855,664.8239,668.0
test1542218.run0236.load_balancing_1212.log,load_balancing_1212,333.9822,637.2847,639.0
test1542218.run0237.load_balancing_1213.log,load_balancing_1213,402.9582,711.5746,716.0
test1542218.run0238.load_balancing_1214.log,load_balancing_1214,352.5407,669.9561,674.0
test1542218.run0239.load_balancing_1215.log,load_balancing_1215,296.46,640.9747,643.0
test1542218.run0240.load_balancing_1216.log,load_balancing_1216,384.0118,711.078,715.0
test1542218.run0241.load_balancing_1217.log,load_balancing_1217,366.222,718.2791,720.0
test1542218.run0242.load_balancing_1218.log,load_balancing_1218,356.6367,668.5067,671.0
test1542218.run0243.load_balancing_1219.log,load_balancing_1219,337.2696,701.8521,705.0
test1542218.run0255.load_balancing_122.log,load_balancing_122,355.3772,699.6215,702.0
test1542218.run0245.load_balancing_1220.log,load_balancing_1220,384.6216,696.4411,703.0
test1542218.run0246.load_balancing_1221.log,load_balancing_1221,344.9638,660.842,663.0
test1542218.run0247.load_balancing_1222.log,load_balancing_1222,367.9041,687.2128,693.0
test1542218.run0248.load_balancing_1223.log,load_balancing_1223,415.2418,714.5987,717.0
test1542218.run0249.load_balancing_1224.log,load_balancing_1224,386.8324,732.0981,734.0
test1542218.run0250.load_balancing_1225.log,load_balancing_1225,382.3551,704.5436,707.0
test1542218.run0251.load_balancing_1226.log,load_balancing_1226,337.2816,672.6437,675.0
test1542218.run0252.load_balancing_1227.log,load_balancing_1227,301.2509,624.4002,627.0
test1542218.run0253.load_balancing_1228.log,load_balancing_1228,365.4749,697.7681,701.0
test1542218.run0254.load_balancing_1229.log,load_balancing_1229,380.5829,709.5438,713.0
test1542218.run0266.load_balancing_123.log,load_balancing_123,423.6787,747.7556,751.0
test1542218.run0256.load_balancing_1230.log,load_balancing_1230,319.2057,641.8791,646.0
test1542218.run0257.load_balancing_1231.log,load_balancing_1231,390.5161,691.0777,695.0
test1542218.run0258.load_balancing_1232.log,load_balancing_1232,307.4832,650.337,653.0
test1542218.run0259.load_balancing_1233.log,load_balancing_1233,424.8067,750.8878,756.0
test1542218.run0260.load_balancing_1234.log,load_balancing_1234,336.2734,677.4207,679.0
test1542218.run0261.load_balancing_1235.log,load_balancing_1235,395.738,725.8635,728.0
test1542218.run0262.load_balancing_1236.log,load_balancing_1236,403.3207,723.7132,726.0
test1542218.run0263.load_balancing_1237.log,load_balancing_1237,368.6317,675.7956,678.0
test1542218.run0264.load_balancing_1238.log,load_balancing_1238,404.9553,701.3917,709.0
test1542218.run0265.load_balancing_1239.log,load_balancing_1239,356.6407,673.9043,676.0
test1542218.run0277.load_balancing_124.log,load_balancing_124,395.3451,709.3401,712.0
test1542218.run0267.load_balancing_1240.log,load_balancing_1240,338.6848,667.8023,671.0
test1542218.run0268.load_balancing_1241.log,load_balancing_1241,420.7055,785.3822,788.0
test1542218.run0269.load_balancing_1242.log,load_balancing_1242,393.5847,696.9927,702.0
test1542218.run0270.load_balancing_1243.log,load_balancing_1243,442.7118,772.4957,776.0
test1542218.run0271.load_balancing_1244.log,load_balancing_1244,373.5585,688.3766,691.0
test1542218.run0272.load_balancing_1245.log,load_balancing_1245,371.8464,708.4636,711.0
test1542218.run0273.load_balancing_1246.log,load_balancing_1246,380.8281,704.4028,709.0
test1542218.run0274.load_balancing_1247.log,load_balancing_1247,337.1273,653.5999,660.0
test1542218.run0275.load_balancing_1248.log,load_balancing_1248,387.8884,731.7094,734.0
test1542218.run0276.load_balancing_1249.log,load_balancing_1249,423.6582,763.1115,767.0
test1542218.run0288.load_balancing_125.log,load_balancing_125,335.2838,673.9574,677.0
test1542218.run0278.load_balancing_1250.log,load_balancing_1250,394.304,751.3923,755.0
test1542218.run0279.load_balancing_1251.log,load_balancing_1251,363.9826,698.5022,702.0
test1542218.run0280.load_balancing_1252.log,load_balancing_1252,376.1576,710.1839,713.0
test1542218.run0281.load_balancing_1253.log,load_balancing_1253,414.3924,748.9707,751.0
test1542218.run0282.load_balancing_1254.log,load_balancing_1254,391.7152,702.8653,705.0
test1542218.run0283.load_balancing_1255.log,load_balancing_1255,419.4412,759.6721,763.0
test1542218.run0284.load_balancing_1256.log,load_balancing_1256,413.8647,736.4276,739.0
test1542218.run0285.load_balancing_1257.log,load_balancing_1257,370.1045,693.5464,700.0
test1542218.run0286.load_balancing_1258.log,load_balancing_1258,310.7232,617.732,620.0
test1542218.run0287.load_balancing_1259.log,load_balancing_1259,417.1937,741.974,747.0
test1542218.run0299.load_balancing_126.log,load_balancing_126,336.6619,656.09,659.0
test1542218.run0289.load_balancing_1260.log,load_balancing_1260,319.6959,635.1699,637.0
test1542218.run0290.load_balancing_1261.log,load_balancing_1261,355.6325,675.9362,679.0
test1542218.run0291.load_balancing_1262.log,load_balancing_1262,335.1903,693.1748,697.0
test1542218.run0292.load_balancing_1263.log,load_balancing_1263,333.5989,646.3457,651.0
test1542218.run0293.load_balancing_1264.log,load_balancing_1264,400.2695,715.6729,718.0
test1542218.run0294.load_balancing_1265.log,load_balancing_1265,335.3718,666.047,672.0
test1542218.run0295.load_balancing_1266.log,load_balancing_1266,369.8403,706.8674,709.0
test1542218.run0296.load_balancing_1267.log,load_balancing_1267,321.7919,620.2838,623.0
test1542218.run0297.load_balancing_1268.log,load_balancing_1268,341.4794,652.6791,656.0
test1542218.run0298.load_balancing_1269.log,load_balancing_1269,306.0094,649.0266,651.0
test1542218.run0310.load_balancing_127.log,load_balancing_127,379.1988,716.5376,720.0
test1542218.run0300.load_balancing_1270.log,load_balancing_1270,399.5296,754.3673,758.0
test1542218.run0301.load_balancing_1271.log,load_balancing_1271,392.2343,698.0782,700.0
test1542218.run0302.load_balancing_1272.log,load_balancing_1272,342.8391,688.2709,692.0
test1542218.run0303.load_balancing_1273.log,load_balancing_1273,321.0363,653.0981,656.0
test1542218.run0304.load_balancing_1274.log,load_balancing_1274,388.6611,728.1097,730.0
test1542218.run0305.load_balancing_1275.log,load_balancing_1275,335.0576,671.3935,675.0
test1542218.run0306.load_balancing_1276.log,load_balancing_1276,301.5187,636.8508,639.0
test1542218.run0307.load_balancing_1277.log,load_balancing_1277,414.5067,714.072,717.0
test1542218.run0308.load_balancing_1278.log,load_balancing_1278,404.8458,742.4185,745.0
test1542218.run0309.load_balancing_1279.log,load_balancing_1279,346.8491,691.0327,693.0
test1542218.run0321.load_balancing_128.log,load_balancing_128,392.1442,719.822,722.0
test1542218.run0311.load_balancing_1280.log,load_balancing_1280,337.6987,643.5479,647.0
test1542218.run0312.load_balancing_1281.log,load_balancing_1281,392.3787,737.4118,740.0
test1542218.run0313.load_balancing_1282.log,load_balancing_1282,358.0279,652.0621,655.0
test1542218.run0314.load_balancing_1283.log,load_balancing_1283,422.9238,730.8426,734.0
test1542218.run0315.load_balancing_1284.log,load_balancing_1284,359.8768,691.4452,694.0
test1542218.run0316.load_balancing_1285.log,load_balancing_1285,354.2801,664.3997,669.0
test1542218.run0317.load_balancing_1286.log,load_balancing_1286,332.6648,645.623,651.0
test1542218.run0318.load_balancing_1287.log,load_balancing_1287,370.1561,701.3777,704.0
test1542218.run0319.load_balancing_1288.log,load_balancing_1288,357.7983,677.2589,679.0
test1542218.run0320.load_balancing_1289.log,load_balancing_1289,377.02,681.5533,683.0
test1542218.run0332.load_balancing_129.log,load_balancing_129,408.4363,736.8437,741.0
test1542218.run0322.load_balancing_1290.log,load_balancing_1290,395.5726,713.4125,716.0
test1542218.run0323.load_balancing_1291.log,load_balancing_1291,334.8544,688.3475,691.0
