Log Name,File Name,c_i,c_d,c_p
test13184010.run011.8div-n59k12.log,8div-n59k12,-1e+30,-1e+30,1e+30
test13183991.run011.8div-n59k12.log,8div-n59k12,-1e+30,-1e+30,1e+30
test13183895.run011.8div-n59k12.log,8div-n59k12,-1e+30,-1e+30,1e+30
test13183974.run011.8div-n59k12.log,8div-n59k12,-1e+30,-1e+30,1e+30
test13184025.run011.8div-n59k12.log,8div-n59k12,-1e+30,-1e+30,1e+30
test13184025.run096.CMS750_4.log,CMS750_4,-1e+30,-1e+30,1e+30
test13183991.run096.CMS750_4.log,CMS750_4,-1e+30,-1e+30,1e+30
test13184010.run096.CMS750_4.log,CMS750_4,-1e+30,-1e+30,1e+30
test13183974.run096.CMS750_4.log,CMS750_4,-1e+30,-1e+30,1e+30
test13183895.run096.CMS750_4.log,CMS750_4,-1e+30,-1e+30,1e+30
test13184025.run799.Test3.log,Test3,-1e+30,-1e+30,1e+30
test13183895.run799.Test3.log,Test3,-1e+30,-1e+30,1e+30
test13184010.run799.Test3.log,Test3,-1e+30,-1e+30,1e+30
test13183991.run799.Test3.log,Test3,-1e+30,-1e+30,1e+30
test13183974.run799.Test3.log,Test3,-1e+30,-1e+30,1e+30
test13183895.run012.a1c1s1.log,a1c1s1,-1e+30,-1e+30,1e+30
test13184025.run012.a1c1s1.log,a1c1s1,-1e+30,-1e+30,1e+30
test13183974.run012.a1c1s1.log,a1c1s1,-1e+30,-1e+30,1e+30
test13183991.run012.a1c1s1.log,a1c1s1,-1e+30,-1e+30,1e+30
test13184010.run012.a1c1s1.log,a1c1s1,-1e+30,-1e+30,1e+30
test13183974.run013.a2c1s1.log,a2c1s1,-1e+30,-1e+30,1e+30
test13184010.run013.a2c1s1.log,a2c1s1,-1e+30,-1e+30,1e+30
test13183895.run013.a2c1s1.log,a2c1s1,-1e+30,-1e+30,1e+30
test13183991.run013.a2c1s1.log,a2c1s1,-1e+30,-1e+30,1e+30
test13184025.run013.a2c1s1.log,a2c1s1,-1e+30,-1e+30,1e+30
test13183991.run014.ab51-40-100.log,ab51-40-100,-1e+30,-1e+30,1e+30
test13184025.run014.ab51-40-100.log,ab51-40-100,-1e+30,-1e+30,1e+30
test13184010.run014.ab51-40-100.log,ab51-40-100,-1e+30,-1e+30,1e+30
test13183974.run014.ab51-40-100.log,ab51-40-100,-1e+30,-1e+30,1e+30
test13183895.run014.ab51-40-100.log,ab51-40-100,-1e+30,-1e+30,1e+30
test13183895.run015.ab67-40-100.log,ab67-40-100,-1e+30,-1e+30,1e+30
test13184010.run015.ab67-40-100.log,ab67-40-100,-1e+30,-1e+30,1e+30
test13183974.run015.ab67-40-100.log,ab67-40-100,-1e+30,-1e+30,1e+30
test13183991.run015.ab67-40-100.log,ab67-40-100,-1e+30,-1e+30,1e+30
test13184025.run015.ab67-40-100.log,ab67-40-100,-1e+30,-1e+30,1e+30
test13183974.run016.ab69-40-100.log,ab69-40-100,-1e+30,-1e+30,1e+30
test13184010.run016.ab69-40-100.log,ab69-40-100,-1e+30,-1e+30,1e+30
test13183991.run016.ab69-40-100.log,ab69-40-100,-1e+30,-1e+30,1e+30
test13184025.run016.ab69-40-100.log,ab69-40-100,-1e+30,-1e+30,1e+30
test13183895.run016.ab69-40-100.log,ab69-40-100,-1e+30,-1e+30,1e+30
test13184010.run017.ab71-20-100.log,ab71-20-100,-1e+30,-1e+30,1e+30
test13183895.run017.ab71-20-100.log,ab71-20-100,-1e+30,-1e+30,1e+30
test13183974.run017.ab71-20-100.log,ab71-20-100,-1e+30,-1e+30,1e+30
test13183991.run017.ab71-20-100.log,ab71-20-100,-1e+30,-1e+30,1e+30
test13184025.run017.ab71-20-100.log,ab71-20-100,-1e+30,-1e+30,1e+30
test13184010.run018.ab72-40-100.log,ab72-40-100,-1e+30,-1e+30,1e+30
test13183895.run018.ab72-40-100.log,ab72-40-100,-1e+30,-1e+30,1e+30
test13184025.run018.ab72-40-100.log,ab72-40-100,-1e+30,-1e+30,1e+30
test13183974.run018.ab72-40-100.log,ab72-40-100,-1e+30,-1e+30,1e+30
test13183991.run018.ab72-40-100.log,ab72-40-100,-1e+30,-1e+30,1e+30
test13184025.run019.academictimetablebig.log,academictimetablebig,-1e+30,-1e+30,1e+30
test13183974.run019.academictimetablebig.log,academictimetablebig,-1e+30,-1e+30,1e+30
test13183991.run019.academictimetablebig.log,academictimetablebig,-1e+30,-1e+30,1e+30
test13183895.run019.academictimetablebig.log,academictimetablebig,-1e+30,-1e+30,1e+30
test13184010.run019.academictimetablebig.log,academictimetablebig,-1e+30,-1e+30,1e+30
test13183974.run020.academictimetablesmall.log,academictimetablesmall,-1e+30,-1e+30,1e+30
test13183991.run020.academictimetablesmall.log,academictimetablesmall,-1e+30,-1e+30,1e+30
test13184010.run020.academictimetablesmall.log,academictimetablesmall,-1e+30,-1e+30,1e+30
test13184025.run020.academictimetablesmall.log,academictimetablesmall,-1e+30,-1e+30,1e+30
test13183895.run020.academictimetablesmall.log,academictimetablesmall,-1e+30,-1e+30,1e+30
test13184025.run021.acc-tight2.log,acc-tight2,-1e+30,-1e+30,1e+30
test13183895.run021.acc-tight2.log,acc-tight2,-1e+30,-1e+30,1e+30
test13183991.run021.acc-tight2.log,acc-tight2,-1e+30,-1e+30,1e+30
test13184010.run021.acc-tight2.log,acc-tight2,-1e+30,-1e+30,1e+30
test13183974.run021.acc-tight2.log,acc-tight2,-1e+30,-1e+30,1e+30
test13183895.run022.acc-tight4.log,acc-tight4,-1e+30,-1e+30,1e+30
test13183991.run022.acc-tight4.log,acc-tight4,-1e+30,-1e+30,1e+30
test13183974.run022.acc-tight4.log,acc-tight4,-1e+30,-1e+30,1e+30
test13184025.run022.acc-tight4.log,acc-tight4,-1e+30,-1e+30,1e+30
test13184010.run022.acc-tight4.log,acc-tight4,-1e+30,-1e+30,1e+30
test13183895.run023.acc-tight5.log,acc-tight5,-1e+30,-1e+30,1e+30
test13183974.run023.acc-tight5.log,acc-tight5,-1e+30,-1e+30,1e+30
test13183991.run023.acc-tight5.log,acc-tight5,-1e+30,-1e+30,1e+30
test13184010.run023.acc-tight5.log,acc-tight5,-1e+30,-1e+30,1e+30
test13184025.run023.acc-tight5.log,acc-tight5,-1e+30,-1e+30,1e+30
test13184010.run024.adult-max5features.log,adult-max5features,-1e+30,-1e+30,1e+30
test13184025.run024.adult-max5features.log,adult-max5features,-1e+30,-1e+30,1e+30
test13183974.run024.adult-max5features.log,adult-max5features,-1e+30,-1e+30,1e+30
test13183895.run024.adult-max5features.log,adult-max5features,-1e+30,-1e+30,1e+30
test13183991.run024.adult-max5features.log,adult-max5features,-1e+30,-1e+30,1e+30
test13183991.run025.aflow30a.log,aflow30a,-1e+30,-1e+30,1e+30
test13184025.run025.aflow30a.log,aflow30a,-1e+30,-1e+30,1e+30
test13183895.run025.aflow30a.log,aflow30a,-1e+30,-1e+30,1e+30
test13184010.run025.aflow30a.log,aflow30a,-1e+30,-1e+30,1e+30
test13183974.run025.aflow30a.log,aflow30a,-1e+30,-1e+30,1e+30
test13184025.run026.aflow40b.log,aflow40b,-1e+30,-1e+30,1e+30
test13183974.run026.aflow40b.log,aflow40b,-1e+30,-1e+30,1e+30
test13183991.run026.aflow40b.log,aflow40b,-1e+30,-1e+30,1e+30
test13184010.run026.aflow40b.log,aflow40b,-1e+30,-1e+30,1e+30
test13183895.run026.aflow40b.log,aflow40b,-1e+30,-1e+30,1e+30
test13184025.run027.air03.log,air03,-1e+30,-1e+30,1e+30
test13183974.run027.air03.log,air03,-1e+30,-1e+30,1e+30
test13183895.run027.air03.log,air03,-1e+30,-1e+30,1e+30
test13184010.run027.air03.log,air03,-1e+30,-1e+30,1e+30
test13183991.run027.air03.log,air03,-1e+30,-1e+30,1e+30
test13183974.run028.air04.log,air04,-1e+30,-1e+30,1e+30
test13184025.run028.air04.log,air04,-1e+30,-1e+30,1e+30
test13183895.run028.air04.log,air04,-1e+30,-1e+30,1e+30
test13184010.run028.air04.log,air04,-1e+30,-1e+30,1e+30
test13183991.run028.air04.log,air04,-1e+30,-1e+30,1e+30
test13184010.run029.air05.log,air05,-1e+30,-1e+30,1e+30
test13183974.run029.air05.log,air05,-1e+30,-1e+30,1e+30
test13183895.run029.air05.log,air05,-1e+30,-1e+30,1e+30
test13184025.run029.air05.log,air05,-1e+30,-1e+30,1e+30
test13183991.run029.air05.log,air05,-1e+30,-1e+30,1e+30
test13184010.run030.aligninq.log,aligninq,-1e+30,-1e+30,1e+30
test13184025.run030.aligninq.log,aligninq,-1e+30,-1e+30,1e+30
test13183895.run030.aligninq.log,aligninq,-1e+30,-1e+30,1e+30
test13183974.run030.aligninq.log,aligninq,-1e+30,-1e+30,1e+30
test13183991.run030.aligninq.log,aligninq,-1e+30,-1e+30,1e+30
test13183974.run031.allcolor10.log,allcolor10,-1e+30,-1e+30,1e+30
test13183895.run031.allcolor10.log,allcolor10,-1e+30,-1e+30,1e+30
test13184025.run031.allcolor10.log,allcolor10,-1e+30,-1e+30,1e+30
test13184010.run031.allcolor10.log,allcolor10,-1e+30,-1e+30,1e+30
test13183991.run031.allcolor10.log,allcolor10,-1e+30,-1e+30,1e+30
test13184025.run032.amaze22012-03-15i.log,amaze22012-03-15i,-1e+30,-1e+30,1e+30
test13184010.run032.amaze22012-03-15i.log,amaze22012-03-15i,-1e+30,-1e+30,1e+30
test13183991.run032.amaze22012-03-15i.log,amaze22012-03-15i,-1e+30,-1e+30,1e+30
test13183895.run032.amaze22012-03-15i.log,amaze22012-03-15i,-1e+30,-1e+30,1e+30
test13183974.run032.amaze22012-03-15i.log,amaze22012-03-15i,-1e+30,-1e+30,1e+30
test13183991.run033.amaze22012-06-28i.log,amaze22012-06-28i,-1e+30,-1e+30,1e+30
test13183974.run033.amaze22012-06-28i.log,amaze22012-06-28i,-1e+30,-1e+30,1e+30
test13183895.run033.amaze22012-06-28i.log,amaze22012-06-28i,-1e+30,-1e+30,1e+30
test13184010.run033.amaze22012-06-28i.log,amaze22012-06-28i,-1e+30,-1e+30,1e+30
test13184025.run033.amaze22012-06-28i.log,amaze22012-06-28i,-1e+30,-1e+30,1e+30
test13184010.run034.amaze22012-07-04i.log,amaze22012-07-04i,-1e+30,-1e+30,1e+30
test13183974.run034.amaze22012-07-04i.log,amaze22012-07-04i,-1e+30,-1e+30,1e+30
test13184025.run034.amaze22012-07-04i.log,amaze22012-07-04i,-1e+30,-1e+30,1e+30
test13183991.run034.amaze22012-07-04i.log,amaze22012-07-04i,-1e+30,-1e+30,1e+30
test13183895.run034.amaze22012-07-04i.log,amaze22012-07-04i,-1e+30,-1e+30,1e+30
test13184010.run035.app1-1.log,app1-1,-1e+30,-1e+30,1e+30
test13183895.run035.app1-1.log,app1-1,-1e+30,-1e+30,1e+30
test13184025.run035.app1-1.log,app1-1,-1e+30,-1e+30,1e+30
test13183991.run035.app1-1.log,app1-1,-1e+30,-1e+30,1e+30
test13183974.run035.app1-1.log,app1-1,-1e+30,-1e+30,1e+30
test13183991.run036.app1-2.log,app1-2,-1e+30,-1e+30,1e+30
test13183895.run036.app1-2.log,app1-2,-1e+30,-1e+30,1e+30
test13184010.run036.app1-2.log,app1-2,-1e+30,-1e+30,1e+30
test13184025.run036.app1-2.log,app1-2,-1e+30,-1e+30,1e+30
test13183974.run036.app1-2.log,app1-2,-1e+30,-1e+30,1e+30
test13183895.run037.app2-1.log,app2-1,-1e+30,-1e+30,1e+30
test13183991.run037.app2-1.log,app2-1,-1e+30,-1e+30,1e+30
test13184025.run037.app2-1.log,app2-1,-1e+30,-1e+30,1e+30
test13183974.run037.app2-1.log,app2-1,-1e+30,-1e+30,1e+30
test13184010.run037.app2-1.log,app2-1,-1e+30,-1e+30,1e+30
test13183974.run038.app2-2.log,app2-2,-1e+30,-1e+30,1e+30
test13184010.run038.app2-2.log,app2-2,-1e+30,-1e+30,1e+30
test13183991.run038.app2-2.log,app2-2,-1e+30,-1e+30,1e+30
test13183895.run038.app2-2.log,app2-2,-1e+30,-1e+30,1e+30
test13184025.run038.app2-2.log,app2-2,-1e+30,-1e+30,1e+30
test13184010.run039.app3.log,app3,-1e+30,-1e+30,1e+30
test13183991.run039.app3.log,app3,-1e+30,-1e+30,1e+30
test13183895.run039.app3.log,app3,-1e+30,-1e+30,1e+30
test13184025.run039.app3.log,app3,-1e+30,-1e+30,1e+30
test13183974.run039.app3.log,app3,-1e+30,-1e+30,1e+30
test13183991.run040.arki001.log,arki001,-1e+30,-1e+30,1e+30
test13184010.run040.arki001.log,arki001,-1e+30,-1e+30,1e+30
test13184025.run040.arki001.log,arki001,-1e+30,-1e+30,1e+30
test13183974.run040.arki001.log,arki001,-1e+30,-1e+30,1e+30
test13183895.run040.arki001.log,arki001,-1e+30,-1e+30,1e+30
test13183895.run041.assign1-5-8.log,assign1-5-8,-1e+30,-1e+30,1e+30
test13183974.run041.assign1-5-8.log,assign1-5-8,-1e+30,-1e+30,1e+30
test13184010.run041.assign1-5-8.log,assign1-5-8,-1e+30,-1e+30,1e+30
test13183991.run041.assign1-5-8.log,assign1-5-8,-1e+30,-1e+30,1e+30
test13184025.run041.assign1-5-8.log,assign1-5-8,-1e+30,-1e+30,1e+30
test13183895.run042.atlanta-ip.log,atlanta-ip,-1e+30,-1e+30,1e+30
test13184025.run042.atlanta-ip.log,atlanta-ip,-1e+30,-1e+30,1e+30
test13183974.run042.atlanta-ip.log,atlanta-ip,-1e+30,-1e+30,1e+30
test13183991.run042.atlanta-ip.log,atlanta-ip,-1e+30,-1e+30,1e+30
test13184010.run042.atlanta-ip.log,atlanta-ip,-1e+30,-1e+30,1e+30
test13184025.run043.atm20-100.log,atm20-100,-1e+30,-1e+30,1e+30
test13183895.run043.atm20-100.log,atm20-100,-1e+30,-1e+30,1e+30
test13183991.run043.atm20-100.log,atm20-100,-1e+30,-1e+30,1e+30
test13183974.run043.atm20-100.log,atm20-100,-1e+30,-1e+30,1e+30
test13184010.run043.atm20-100.log,atm20-100,-1e+30,-1e+30,1e+30
test13184025.run044.australia-abs-cta.log,australia-abs-cta,-1e+30,-1e+30,1e+30
test13184010.run044.australia-abs-cta.log,australia-abs-cta,-1e+30,-1e+30,1e+30
test13183991.run044.australia-abs-cta.log,australia-abs-cta,-1e+30,-1e+30,1e+30
test13183895.run044.australia-abs-cta.log,australia-abs-cta,-1e+30,-1e+30,1e+30
test13183974.run044.australia-abs-cta.log,australia-abs-cta,-1e+30,-1e+30,1e+30
test13183991.run051.b-ball.log,b-ball,-1e+30,-1e+30,1e+30
test13183895.run051.b-ball.log,b-ball,-1e+30,-1e+30,1e+30
test13184010.run051.b-ball.log,b-ball,-1e+30,-1e+30,1e+30
test13183974.run051.b-ball.log,b-ball,-1e+30,-1e+30,1e+30
test13184025.run051.b-ball.log,b-ball,-1e+30,-1e+30,1e+30
test13183991.run045.b1c1s1.log,b1c1s1,-1e+30,-1e+30,1e+30
test13184025.run045.b1c1s1.log,b1c1s1,-1e+30,-1e+30,1e+30
test13183974.run045.b1c1s1.log,b1c1s1,-1e+30,-1e+30,1e+30
test13184010.run045.b1c1s1.log,b1c1s1,-1e+30,-1e+30,1e+30
test13183895.run045.b1c1s1.log,b1c1s1,-1e+30,-1e+30,1e+30
test13184025.run046.b2c1s1.log,b2c1s1,-1e+30,-1e+30,1e+30
test13184010.run046.b2c1s1.log,b2c1s1,-1e+30,-1e+30,1e+30
test13183991.run046.b2c1s1.log,b2c1s1,-1e+30,-1e+30,1e+30
test13183974.run046.b2c1s1.log,b2c1s1,-1e+30,-1e+30,1e+30
test13183895.run046.b2c1s1.log,b2c1s1,-1e+30,-1e+30,1e+30
test13183895.run047.bab1.log,bab1,-1e+30,-1e+30,1e+30
test13183991.run047.bab1.log,bab1,-1e+30,-1e+30,1e+30
test13184010.run047.bab1.log,bab1,-1e+30,-1e+30,1e+30
test13183974.run047.bab1.log,bab1,-1e+30,-1e+30,1e+30
test13184025.run047.bab1.log,bab1,-1e+30,-1e+30,1e+30
test13183895.run048.bab2.log,bab2,-1e+30,-1e+30,1e+30
test13184025.run048.bab2.log,bab2,-1e+30,-1e+30,1e+30
test13183991.run048.bab2.log,bab2,-1e+30,-1e+30,1e+30
test13184010.run048.bab2.log,bab2,-1e+30,-1e+30,1e+30
test13183974.run048.bab2.log,bab2,-1e+30,-1e+30,1e+30
test13184025.run049.bab5.log,bab5,-1e+30,-1e+30,1e+30
test13183895.run049.bab5.log,bab5,-1e+30,-1e+30,1e+30
test13183991.run049.bab5.log,bab5,-1e+30,-1e+30,1e+30
test13183974.run049.bab5.log,bab5,-1e+30,-1e+30,1e+30
test13184010.run049.bab5.log,bab5,-1e+30,-1e+30,1e+30
test13183991.run050.bab6.log,bab6,-1e+30,-1e+30,1e+30
test13184025.run050.bab6.log,bab6,-1e+30,-1e+30,1e+30
test13183974.run050.bab6.log,bab6,-1e+30,-1e+30,1e+30
test13184010.run050.bab6.log,bab6,-1e+30,-1e+30,1e+30
test13183895.run050.bab6.log,bab6,-1e+30,-1e+30,1e+30
test13183991.run053.bc.log,bc,-1e+30,-1e+30,1e+30
test13184010.run053.bc.log,bc,-1e+30,-1e+30,1e+30
test13183895.run053.bc.log,bc,-1e+30,-1e+30,1e+30
test13183974.run053.bc.log,bc,-1e+30,-1e+30,1e+30
test13184025.run053.bc.log,bc,-1e+30,-1e+30,1e+30
test13184025.run052.bc1.log,bc1,-1e+30,-1e+30,1e+30
test13183895.run052.bc1.log,bc1,-1e+30,-1e+30,1e+30
test13184010.run052.bc1.log,bc1,-1e+30,-1e+30,1e+30
test13183974.run052.bc1.log,bc1,-1e+30,-1e+30,1e+30
test13183991.run052.bc1.log,bc1,-1e+30,-1e+30,1e+30
test13183974.run054.beasleyC1.log,beasleyC1,-1e+30,-1e+30,1e+30
test13183895.run054.beasleyC1.log,beasleyC1,-1e+30,-1e+30,1e+30
test13184025.run054.beasleyC1.log,beasleyC1,-1e+30,-1e+30,1e+30
test13183991.run054.beasleyC1.log,beasleyC1,-1e+30,-1e+30,1e+30
test13184010.run054.beasleyC1.log,beasleyC1,-1e+30,-1e+30,1e+30
test13183895.run055.beasleyC2.log,beasleyC2,-1e+30,-1e+30,1e+30
test13184010.run055.beasleyC2.log,beasleyC2,-1e+30,-1e+30,1e+30
test13184025.run055.beasleyC2.log,beasleyC2,-1e+30,-1e+30,1e+30
test13183991.run055.beasleyC2.log,beasleyC2,-1e+30,-1e+30,1e+30
test13183974.run055.beasleyC2.log,beasleyC2,-1e+30,-1e+30,1e+30
test13184025.run056.beasleyC3.log,beasleyC3,-1e+30,-1e+30,1e+30
test13183974.run056.beasleyC3.log,beasleyC3,-1e+30,-1e+30,1e+30
test13183991.run056.beasleyC3.log,beasleyC3,-1e+30,-1e+30,1e+30
test13183895.run056.beasleyC3.log,beasleyC3,-1e+30,-1e+30,1e+30
test13184010.run056.beasleyC3.log,beasleyC3,-1e+30,-1e+30,1e+30
test13183974.run057.beavma.log,beavma,-1e+30,-1e+30,1e+30
test13183895.run057.beavma.log,beavma,-1e+30,-1e+30,1e+30
test13184025.run057.beavma.log,beavma,-1e+30,-1e+30,1e+30
test13184010.run057.beavma.log,beavma,-1e+30,-1e+30,1e+30
test13183991.run057.beavma.log,beavma,-1e+30,-1e+30,1e+30
test13183895.run059.berlin.log,berlin,-1e+30,-1e+30,1e+30
test13184010.run059.berlin.log,berlin,-1e+30,-1e+30,1e+30
test13183991.run059.berlin.log,berlin,-1e+30,-1e+30,1e+30
test13184025.run059.berlin.log,berlin,-1e+30,-1e+30,1e+30
test13183974.run059.berlin.log,berlin,-1e+30,-1e+30,1e+30
test13183974.run058.berlin_5_8_0.log,berlin_5_8_0,-1e+30,-1e+30,1e+30
test13184025.run058.berlin_5_8_0.log,berlin_5_8_0,-1e+30,-1e+30,1e+30
test13184010.run058.berlin_5_8_0.log,berlin_5_8_0,-1e+30,-1e+30,1e+30
test13183895.run058.berlin_5_8_0.log,berlin_5_8_0,-1e+30,-1e+30,1e+30
test13183991.run058.berlin_5_8_0.log,berlin_5_8_0,-1e+30,-1e+30,1e+30
test13183991.run060.bg512142.log,bg512142,-1e+30,-1e+30,1e+30
test13183974.run060.bg512142.log,bg512142,-1e+30,-1e+30,1e+30
test13183895.run060.bg512142.log,bg512142,-1e+30,-1e+30,1e+30
test13184010.run060.bg512142.log,bg512142,-1e+30,-1e+30,1e+30
test13184025.run060.bg512142.log,bg512142,-1e+30,-1e+30,1e+30
test13184010.run061.biella1.log,biella1,-1e+30,-1e+30,1e+30
test13183895.run061.biella1.log,biella1,-1e+30,-1e+30,1e+30
test13184025.run061.biella1.log,biella1,-1e+30,-1e+30,1e+30
test13183974.run061.biella1.log,biella1,-1e+30,-1e+30,1e+30
test13183991.run061.biella1.log,biella1,-1e+30,-1e+30,1e+30
test13183895.run062.bienst1.log,bienst1,-1e+30,-1e+30,1e+30
test13183974.run062.bienst1.log,bienst1,-1e+30,-1e+30,1e+30
test13184010.run062.bienst1.log,bienst1,-1e+30,-1e+30,1e+30
test13184025.run062.bienst1.log,bienst1,-1e+30,-1e+30,1e+30
test13183991.run062.bienst1.log,bienst1,-1e+30,-1e+30,1e+30
test13183895.run063.bienst2.log,bienst2,-1e+30,-1e+30,1e+30
test13183974.run063.bienst2.log,bienst2,-1e+30,-1e+30,1e+30
test13184025.run063.bienst2.log,bienst2,-1e+30,-1e+30,1e+30
test13183991.run063.bienst2.log,bienst2,-1e+30,-1e+30,1e+30
test13184010.run063.bienst2.log,bienst2,-1e+30,-1e+30,1e+30
test13183991.run064.binkar10_1.log,binkar10_1,-1e+30,-1e+30,1e+30
test13183974.run064.binkar10_1.log,binkar10_1,-1e+30,-1e+30,1e+30
test13183895.run064.binkar10_1.log,binkar10_1,-1e+30,-1e+30,1e+30
test13184010.run064.binkar10_1.log,binkar10_1,-1e+30,-1e+30,1e+30
test13184025.run064.binkar10_1.log,binkar10_1,-1e+30,-1e+30,1e+30
test13184025.run065.blend2.log,blend2,-1e+30,-1e+30,1e+30
test13183974.run065.blend2.log,blend2,-1e+30,-1e+30,1e+30
test13184010.run065.blend2.log,blend2,-1e+30,-1e+30,1e+30
test13183991.run065.blend2.log,blend2,-1e+30,-1e+30,1e+30
test13183895.run065.blend2.log,blend2,-1e+30,-1e+30,1e+30
test13184010.run066.bley_xl1.log,bley_xl1,-1e+30,-1e+30,1e+30
test13183991.run066.bley_xl1.log,bley_xl1,-1e+30,-1e+30,1e+30
test13183895.run066.bley_xl1.log,bley_xl1,-1e+30,-1e+30,1e+30
test13183974.run066.bley_xl1.log,bley_xl1,-1e+30,-1e+30,1e+30
test13184025.run066.bley_xl1.log,bley_xl1,-1e+30,-1e+30,1e+30
test13183974.run067.bley_xs2.log,bley_xs2,-1e+30,-1e+30,1e+30
test13184010.run067.bley_xs2.log,bley_xs2,-1e+30,-1e+30,1e+30
test13184025.run067.bley_xs2.log,bley_xs2,-1e+30,-1e+30,1e+30
test13183895.run067.bley_xs2.log,bley_xs2,-1e+30,-1e+30,1e+30
test13183991.run067.bley_xs2.log,bley_xs2,-1e+30,-1e+30,1e+30
test13183974.run068.blp-ar98.log,blp-ar98,-1e+30,-1e+30,1e+30
