Log Name,File Name,feat_Nodes,feat_Active,feat_LPit/n,feat_IntInf,feat_GlbFix,feat_GlbRed,feat_#Cuts,feat_#MCP,feat_#Sepa,feat_#Conf,feat_Gap,feat_Time,feat_obj_density,feat_pre_row,feat_pre_columns,feat_preinteger,feat_obj_dynamic,feat_RHS_dynamic,feat_Coe_dynamic,feat_DualInitialGap,feat_PrimalDualGap,feat_PrimalInitialGap,feat_GapClosed,feat_Rows,feat_Columns,feat_Nonzeros,feat_per_i,feat_per_b,feat_has_varlb,feat_has_varub,feat_Equality,feat_GreaterThan,feat_LessThan,feat_PAR,feat_PAC,feat_COV,feat_CAR,feat_EQK,feat_BIN,feat_KNA,feat_IKN,feat_M01,feat_MI,feat_CON,feat_Symmetries
test1542205.run0022.test_1600r_400c_0.01d_instance_119.log,test_1600r_400c_0.01d_instance_119,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,6.459904454377535,5.765191102784844,1.0,6.903747257584598,0.0,0.0,0.0,0.0,0.0,0.0,6.459904454377535,5.765191102784844,0.0125293733841572,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0023.test_1600r_400c_0.01d_instance_143.log,test_1600r_400c_0.01d_instance_143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,6.381816017406098,5.765191102784844,1.0,6.903747257584598,0.0,0.0,0.0,0.0,0.0,0.0,6.3818160174060985,5.765191102784844,0.012496751162951,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0024.test_1600r_400c_0.01d_instance_15.log,test_1600r_400c_0.01d_instance_15,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,6.558197802812268,5.793013608384143,1.0,4.961845129926823,0.0,0.0,0.0,0.0,0.0,0.0,6.558197802812269,5.793013608384144,0.0122080954852101,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0025.test_1600r_400c_0.01d_instance_209.log,test_1600r_400c_0.01d_instance_209,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,1.0,6.642486801367256,5.831882477283517,1.0,5.806138481293728,0.0,0.0,0.0,0.0,0.0,0.0,6.642486801367256,5.831882477283517,0.0118678478437909,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0026.test_1600r_400c_0.01d_instance_283.log,test_1600r_400c_0.01d_instance_283,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,6.508769136971681,5.7745515455444085,1.0,5.5124201732100975,0.0,0.0,0.0,0.0,0.0,0.0,6.508769136971682,5.7745515455444085,0.0123668206348177,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0028.test_1600r_400c_0.01d_instance_38.log,test_1600r_400c_0.01d_instance_38,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,1.0,5.91350300563827,5.438079308923196,1.0,5.517452896464707,0.0,0.0,0.0,0.0,0.0,0.0,5.91350300563827,5.455321115357702,0.0156964656964656,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0027.test_1600r_400c_0.01d_instance_381.log,test_1600r_400c_0.01d_instance_381,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,6.4692503167957724,5.799092654460526,1.0,6.208590026096629,0.0,0.0,0.0,0.0,0.0,0.0,6.4692503167957724,5.799092654460526,0.012619215409913,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0029.test_1600r_400c_0.01d_instance_390.log,test_1600r_400c_0.01d_instance_390,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,1.0,6.401917196727185,5.7430031878094825,1.0,5.513428746164982,0.0,0.0,0.0,0.0,0.0,0.0,6.401917196727186,5.7430031878094825,0.012974656631373,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0030.test_1600r_400c_0.01d_instance_391.log,test_1600r_400c_0.01d_instance_391,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,1.0,6.2766434893416445,5.66988092298052,1.0,5.113993807083409,0.0,0.0,0.0,0.0,0.0,0.0,6.2766434893416445,5.66988092298052,0.0135662431941923,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0031.test_1600r_400c_0.01d_instance_426.log,test_1600r_400c_0.01d_instance_426,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,1.0,6.706862336602747,5.831882477283517,1.0,6.212606095751519,0.0,0.0,0.0,0.0,0.0,0.0,6.706862336602747,5.834810737062605,0.011824589999857,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0032.test_1600r_400c_0.05d_instance_100.log,test_1600r_400c_0.05d_instance_100,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.764,0.12,1.0,7.3777589082278725,5.950642552587727,1.0,5.1029105702054265,0.0,0.0,0.0,0.7641261155472052,0.7641261155472052,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0033.test_1600r_400c_0.05d_instance_14.log,test_1600r_400c_0.05d_instance_14,0.0,1.0,0.0,142.0,0.0,0.0,0.0,0.0,0.0,0.0,0.775,0.12,1.0,7.3777589082278725,5.981414211254481,1.0,5.519458915191573,0.0,0.0,0.0,0.7746688409261662,0.7746688409261662,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0034.test_1600r_400c_0.05d_instance_181.log,test_1600r_400c_0.05d_instance_181,0.0,1.0,0.0,153.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7190000000000001,0.13,1.0,7.3777589082278725,5.991464547107982,1.0,5.517452896464707,0.0,0.0,0.0,0.7192047788950158,0.7192047788950158,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0035.test_1600r_400c_0.05d_instance_249.log,test_1600r_400c_0.05d_instance_249,0.0,1.0,0.0,152.0,0.0,0.0,0.0,0.0,0.0,0.0,0.722,0.14,1.0,7.3777589082278725,5.991464547107982,1.0,6.907755278982137,0.0,0.0,0.0,0.7216939852514592,0.7216939852514592,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0036.test_1600r_400c_0.05d_instance_331.log,test_1600r_400c_0.05d_instance_331,0.0,1.0,0.0,137.0,0.0,0.0,0.0,0.0,0.0,0.0,0.784,0.13,1.0,7.3777589082278725,5.973809611869261,1.0,6.905753276311464,0.0,0.0,0.0,0.7836454554336144,0.7836454554336144,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0037.test_1600r_400c_0.05d_instance_345.log,test_1600r_400c_0.05d_instance_345,0.0,1.0,0.0,147.0,0.0,0.0,0.0,0.0,0.0,0.0,0.745,0.12,1.0,7.3777589082278725,5.8522024797744745,1.0,6.212606095751519,0.0,0.0,0.0,0.7450892904698496,0.7450892904698496,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0038.test_1600r_400c_0.05d_instance_378.log,test_1600r_400c_0.05d_instance_378,0.0,1.0,0.0,123.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768,0.13,1.0,7.3777589082278725,5.872117789475416,1.0,4.597138014290827,0.0,0.0,0.0,0.7676408801309056,0.7676408801309056,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0039.test_1600r_400c_0.05d_instance_379.log,test_1600r_400c_0.05d_instance_379,0.0,1.0,0.0,151.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7829999999999999,0.15,1.0,7.3777589082278725,5.8664680569332965,1.0,5.516448376038702,0.0,0.0,0.0,0.7827890896981806,0.7827890896981806,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0040.test_1600r_400c_0.05d_instance_40.log,test_1600r_400c_0.05d_instance_40,0.0,1.0,0.0,163.0,0.0,0.0,0.0,0.0,0.0,0.0,0.731,0.13,1.0,7.3777589082278725,5.973809611869261,1.0,5.298317366548036,0.0,0.0,0.0,0.7308991728512113,0.7308991728512113,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0041.test_1600r_400c_0.05d_instance_70.log,test_1600r_400c_0.05d_instance_70,0.0,1.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.778,0.13,1.0,7.3777589082278725,5.988961416889863,1.0,5.521460917862246,0.0,0.0,0.0,0.77816983353501,0.77816983353501,-inf,7.377758908227872,5.991464547107982,0.05,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0042.test_1600r_400c_0.25d_instance_162.log,test_1600r_400c_0.25d_instance_162,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.956,0.28,1.0,7.37650812632622,4.219507705176107,1.0,4.762173934797756,0.0,0.0,0.0,0.9563061484356051,0.9563061484356051,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0043.test_1600r_400c_0.25d_instance_256.log,test_1600r_400c_0.25d_instance_256,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.963,0.27,1.0,7.366445148327599,3.9318256327243257,1.0,4.882801922586371,0.0,0.0,0.0,0.9626410435931307,0.9626410435931307,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0044.test_1600r_400c_0.25d_instance_292.log,test_1600r_400c_0.25d_instance_292,0.0,1.0,0.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.952,0.29,1.0,7.3777589082278725,5.991464547107982,1.0,6.213607598088608,0.0,0.0,0.0,0.9518472014925373,0.9518472014925373,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0045.test_1600r_400c_0.25d_instance_308.log,test_1600r_400c_0.25d_instance_308,0.0,1.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.968,0.28,1.0,6.77078942390898,3.6888794541139363,1.0,4.969813299576001,0.0,0.0,0.0,0.96760964332893,0.96760964332893,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0046.test_1600r_400c_0.25d_instance_35.log,test_1600r_400c_0.25d_instance_35,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.929,0.26,1.0,7.3777589082278725,4.2626798770413155,1.0,4.863680881139592,0.0,0.0,0.0,0.9294948594100396,0.9294948594100396,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0047.test_1600r_400c_0.25d_instance_480.log,test_1600r_400c_0.25d_instance_480,0.0,1.0,0.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,0.951,0.27,1.0,7.3777589082278725,4.356708826689592,1.0,5.01396308418893,0.0,0.0,0.0,0.9506966701232862,0.9506966701232862,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0048.test_1600r_400c_0.25d_instance_485.log,test_1600r_400c_0.25d_instance_485,0.0,1.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.958,0.27,1.0,7.3777589082278725,4.23410650459726,1.0,4.799914262780603,0.0,0.0,0.0,0.9575002069637204,0.9575002069637204,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
test1542205.run0049.test_1600r_400c_0.25d_instance_85.log,test_1600r_400c_0.25d_instance_85,0.0,1.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.935,0.24,1.0,7.3777589082278725,4.844187086458591,1.0,4.875197323201151,0.0,0.0,0.0,0.9347177754797196,0.9347177754797196,-inf,7.377758908227872,5.991464547107982,0.25,0.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0
