File Name,default,TreeCutLevel-1,RootCutLevel-1,StrongBranching-1
train_300_16_instance_931,335.61,341.64,308.99,316.22
train_300_16_instance_940,288.37,316.77,354.12,267.4
train_300_16_instance_973,436.22,483.31,343.64,416.52
train_300_2_instance_1011,0.01,0.01,0.01,0.01
train_300_2_instance_1019,0.01,0.01,0.01,0.01
train_300_2_instance_1553,0.0,0.0,0.0,0.0
train_300_2_instance_1801,0.01,0.01,0.01,0.01
train_300_2_instance_2391,0.01,0.01,0.01,0.01
train_300_2_instance_2677,0.01,0.01,0.01,0.01
train_300_2_instance_2759,0.0,0.0,0.0,0.0
train_300_2_instance_2998,0.01,0.01,0.01,0.01
train_300_2_instance_3681,0.0,0.0,0.0,0.0
train_300_2_instance_768,0.01,0.01,0.01,0.02
train_300_32_instance_1152,720.0,701.92,720.0,720.0
train_300_32_instance_1404,720.0,698.5,710.02,720.0
train_300_32_instance_1844,715.15,624.9,720.0,720.0
train_300_32_instance_634,659.74,584.76,582.56,685.65
train_300_4_instance_1049,0.28,0.26,0.21,0.3
train_300_4_instance_106,0.07,0.05,0.05,0.05
train_300_4_instance_1172,0.6,0.5,0.45,0.47
train_300_4_instance_1191,0.06,0.06,0.05,0.05
train_300_4_instance_1193,0.14,0.15,0.15,0.15
train_300_4_instance_1210,0.21,0.16,0.16,0.21
train_300_4_instance_1256,0.34,0.35,0.27,0.35
train_300_4_instance_1267,0.18,0.21,0.21,0.19
train_300_4_instance_1311,0.2,0.18,0.17,0.2
train_300_4_instance_1372,0.19,0.17,0.17,0.19
train_300_4_instance_1443,0.22,0.48,0.27,0.23
train_300_4_instance_1453,0.2,0.18,0.17,0.17
train_300_4_instance_1523,0.28,0.26,0.27,0.28
train_300_4_instance_1574,0.11,0.12,0.11,0.11
train_300_4_instance_1634,0.11,0.11,0.11,0.13
train_300_4_instance_1647,0.28,0.36,0.28,0.3
train_300_4_instance_1675,0.15,0.18,0.2,0.15
train_300_4_instance_1698,0.15,0.14,0.16,0.15
train_300_4_instance_1704,0.1,0.1,0.1,0.09
train_300_4_instance_1739,0.26,0.33,0.21,0.26
train_300_4_instance_1750,0.19,0.15,0.18,0.17
train_300_4_instance_1803,0.1,0.09,0.09,0.1
train_300_4_instance_1821,0.14,0.17,0.16,0.14
train_300_4_instance_1846,0.15,0.14,0.13,0.16
train_300_4_instance_185,0.33,0.35,0.23,0.35
train_300_4_instance_1883,0.13,0.12,0.12,0.14
train_300_4_instance_1907,0.16,0.14,0.17,0.16
train_300_4_instance_195,0.04,0.04,0.05,0.04
train_300_4_instance_199,0.21,0.18,0.22,0.19
train_300_4_instance_1994,0.14,0.18,0.15,0.15
train_300_4_instance_2008,0.09,0.1,0.1,0.1
train_300_4_instance_2154,0.28,0.27,0.23,0.28
train_300_4_instance_2193,0.15,0.14,0.14,0.14
train_300_4_instance_2247,0.1,0.12,0.13,0.11
train_300_4_instance_2269,0.19,0.21,0.18,0.18
train_300_4_instance_2340,0.17,0.14,0.14,0.14
train_300_4_instance_2422,0.21,0.28,0.22,0.21
train_300_4_instance_2495,0.58,0.49,0.5,0.49
train_300_4_instance_2538,0.18,0.17,0.16,0.15
train_300_4_instance_2545,0.29,0.36,0.24,0.29
train_300_4_instance_2596,0.11,0.08,0.1,0.09
train_300_4_instance_266,0.16,0.18,0.18,0.2
train_300_4_instance_2735,0.13,0.12,0.13,0.11
train_300_4_instance_2788,0.05,0.06,0.04,0.05
train_300_4_instance_2908,0.15,0.14,0.13,0.14
train_300_4_instance_2924,0.09,0.12,0.11,0.09
train_300_4_instance_3014,0.42,0.37,0.35,0.4
train_300_4_instance_3029,0.1,0.13,0.12,0.12
train_300_4_instance_3056,0.36,0.43,0.42,0.33
train_300_4_instance_306,0.46,0.45,0.42,0.46
train_300_4_instance_3062,0.2,0.24,0.19,0.2
train_300_4_instance_3134,0.05,0.05,0.05,0.05
train_300_4_instance_3151,0.13,0.14,0.12,0.13
train_300_4_instance_3204,0.13,0.12,0.12,0.11
train_300_4_instance_3262,0.45,0.47,0.26,0.44
train_300_4_instance_3298,0.39,0.51,0.36,0.39
train_300_4_instance_330,0.35,0.27,0.25,0.33
train_300_4_instance_3339,0.18,0.17,0.16,0.16
train_300_4_instance_3459,0.13,0.13,0.12,0.13
train_300_4_instance_3527,0.35,0.32,0.37,0.34
train_300_4_instance_3559,0.12,0.12,0.12,0.12
train_300_4_instance_3562,0.21,0.23,0.21,0.22
train_300_4_instance_3572,0.15,0.14,0.14,0.15
train_300_4_instance_3604,0.26,0.24,0.27,0.28
train_300_4_instance_364,0.23,0.29,0.22,0.27
train_300_4_instance_3646,0.05,0.05,0.05,0.05
train_300_4_instance_3722,0.07,0.07,0.07,0.07
train_300_4_instance_3749,0.17,0.17,0.18,0.18
train_300_4_instance_375,0.16,0.18,0.18,0.15
train_300_4_instance_3751,0.21,0.17,0.14,0.19
train_300_4_instance_3753,0.11,0.1,0.12,0.11
train_300_4_instance_376,0.48,0.29,0.35,0.4
train_300_4_instance_3771,0.13,0.14,0.14,0.12
train_300_4_instance_3893,0.1,0.1,0.1,0.1
train_300_4_instance_517,0.14,0.19,0.16,0.19
train_300_4_instance_520,0.1,0.1,0.1,0.09
train_300_4_instance_542,0.29,0.32,0.26,0.27
train_300_4_instance_546,0.18,0.18,0.18,0.23
train_300_4_instance_570,0.05,0.05,0.05,0.04
train_300_4_instance_596,0.23,0.21,0.22,0.25
train_300_4_instance_597,0.19,0.19,0.18,0.24
train_300_4_instance_629,0.19,0.17,0.2,0.2
train_300_4_instance_647,0.06,0.05,0.05,0.05
train_300_4_instance_649,0.29,0.2,0.29,0.32
train_300_4_instance_651,0.34,0.45,0.25,0.29
train_300_4_instance_670,0.11,0.1,0.1,0.1
train_300_4_instance_677,0.17,0.15,0.14,0.16
train_300_4_instance_684,0.05,0.05,0.05,0.06
train_300_4_instance_698,0.14,0.13,0.13,0.14
train_300_4_instance_767,0.24,0.29,0.25,0.22
train_300_4_instance_794,0.39,0.39,0.37,0.39
train_300_4_instance_797,0.11,0.12,0.11,0.11
train_300_4_instance_84,0.06,0.05,0.06,0.05
train_300_4_instance_91,0.12,0.12,0.13,0.12
train_300_4_instance_954,0.19,0.2,0.21,0.18
train_300_64_instance_1001,0.34,0.31,0.31,0.35
train_300_64_instance_1082,0.3,0.29,0.33,0.3
train_300_64_instance_110,0.29,0.3,0.3,0.3
train_300_64_instance_1140,0.35,0.36,0.35,0.35
train_300_64_instance_1165,0.3,0.32,0.3,0.3
train_300_64_instance_1177,0.32,0.27,0.27,0.28
train_300_64_instance_1266,0.33,0.3,0.25,0.26
train_300_64_instance_1332,0.3,0.3,0.29,0.33
train_300_64_instance_1337,0.33,0.33,0.29,0.32
train_300_64_instance_1352,0.29,0.3,0.31,0.31
train_300_64_instance_1431,0.37,0.34,0.28,0.29
train_300_64_instance_1551,0.3,0.33,0.29,0.33
train_300_64_instance_1564,0.32,0.27,0.29,0.35
train_300_64_instance_1602,0.28,0.31,0.26,0.29
train_300_64_instance_1684,0.29,0.26,0.25,0.24
train_300_64_instance_1800,0.3,0.29,0.31,0.25
train_300_64_instance_1874,0.27,0.28,0.28,0.29
train_300_64_instance_1915,0.24,0.25,0.25,0.28
train_300_64_instance_1956,0.33,0.3,0.32,0.31
train_300_64_instance_1981,0.32,0.25,0.24,0.28
train_300_64_instance_1991,0.26,0.3,0.33,0.3
train_300_64_instance_2059,0.3,0.25,0.26,0.28
train_300_64_instance_2068,0.32,0.34,0.34,0.3
train_300_64_instance_2123,0.29,0.33,0.32,0.31
train_300_64_instance_2181,0.29,0.3,0.27,0.3
train_300_64_instance_2240,0.28,0.3,0.3,0.29
train_300_64_instance_2410,0.28,0.26,0.29,0.26
train_300_64_instance_2416,0.36,0.32,0.3,0.34
train_300_64_instance_2497,0.33,0.33,0.34,0.26
train_300_64_instance_2578,0.31,0.3,0.33,0.32
train_300_64_instance_2695,0.26,0.27,0.26,0.3
train_300_64_instance_2724,0.27,0.27,0.3,0.27
train_300_64_instance_2725,0.28,0.29,0.29,0.33
train_300_64_instance_2727,0.3,0.33,0.33,0.32
train_300_64_instance_2762,0.29,0.29,0.33,0.33
train_300_64_instance_2776,0.32,0.32,0.29,0.31
train_300_64_instance_2781,0.32,0.32,0.32,0.31
train_300_64_instance_2788,0.33,0.29,0.3,0.29
train_300_64_instance_2791,0.25,0.26,0.26,0.26
train_300_64_instance_2803,0.28,0.29,0.3,0.3
train_300_64_instance_2814,0.31,0.3,0.31,0.33
train_300_64_instance_2983,0.31,0.28,0.32,0.31
train_300_64_instance_2999,0.27,0.25,0.23,0.3
train_300_64_instance_3002,0.32,0.28,0.31,0.26
train_300_64_instance_3048,0.34,0.37,0.35,0.33
train_300_64_instance_3128,0.33,0.34,0.28,0.3
train_300_64_instance_3147,0.29,0.36,0.32,0.3
train_300_64_instance_3210,0.31,0.27,0.3,0.3
train_300_64_instance_3228,0.28,0.26,0.27,0.27
train_300_64_instance_3231,0.3,0.3,0.25,0.28
train_300_64_instance_3420,0.33,0.3,0.29,0.3
train_300_64_instance_3449,0.34,0.31,0.27,0.26
train_300_64_instance_3473,0.3,0.26,0.29,0.25
train_300_64_instance_3504,0.29,0.31,0.34,0.25
train_300_64_instance_3526,0.3,0.24,0.3,0.3
train_300_64_instance_3538,0.33,0.36,0.33,0.29
train_300_64_instance_355,0.32,0.3,0.32,0.31
train_300_64_instance_3563,0.39,0.34,0.31,0.32
train_300_64_instance_3565,0.3,0.3,0.34,0.32
train_300_64_instance_3567,0.26,0.29,0.29,0.3
train_300_64_instance_358,0.29,0.27,0.29,0.31
train_300_64_instance_3582,0.29,0.29,0.29,0.29
train_300_64_instance_3675,0.35,0.28,0.33,0.26
train_300_64_instance_3698,0.31,0.31,0.3,0.3
train_300_64_instance_3734,0.32,0.32,0.28,0.28
train_300_64_instance_3833,0.27,0.29,0.24,0.26
train_300_64_instance_3840,0.33,0.29,0.3,0.34
train_300_64_instance_3867,0.34,0.36,0.33,0.32
train_300_64_instance_3869,0.35,0.32,0.34,0.34
train_300_64_instance_3923,0.27,0.35,0.33,0.29
train_300_64_instance_3946,0.28,0.32,0.34,0.34
train_300_64_instance_3960,0.3,0.27,0.28,0.24
train_300_64_instance_462,0.3,0.26,0.24,0.23
train_300_64_instance_512,0.34,0.34,0.3,0.31
train_300_64_instance_513,0.31,0.27,0.32,0.32
train_300_64_instance_534,0.27,0.29,0.28,0.27
train_300_64_instance_592,0.32,0.32,0.3,0.32
train_300_64_instance_605,0.28,0.28,0.32,0.32
train_300_64_instance_63,0.3,0.3,0.29,0.29
train_300_64_instance_661,0.25,0.28,0.31,0.29
train_300_64_instance_695,0.29,0.31,0.28,0.29
train_300_64_instance_717,0.24,0.27,0.28,0.25
train_300_64_instance_721,0.25,0.28,0.26,0.27
train_300_64_instance_760,0.35,0.37,0.3,0.37
train_300_64_instance_782,0.3,0.29,0.31,0.32
train_300_64_instance_783,0.24,0.29,0.31,0.31
train_300_64_instance_789,0.28,0.3,0.27,0.27
train_300_64_instance_800,0.32,0.34,0.35,0.31
train_300_64_instance_856,0.27,0.29,0.27,0.28
train_300_64_instance_886,0.3,0.24,0.25,0.27
train_300_64_instance_889,0.27,0.24,0.29,0.25
train_300_64_instance_910,0.26,0.26,0.26,0.29
train_300_64_instance_913,0.26,0.29,0.29,0.29
train_300_8_instance_1168,10.97,8.21,9.05,10.21
train_300_8_instance_1257,8.71,6.75,6.79,8.47
train_300_8_instance_1325,7.39,6.57,7.4,7.25
train_300_8_instance_1398,8.14,6.72,6.57,8.38
train_300_8_instance_1484,3.19,3.0,4.1,3.14
train_300_8_instance_1606,11.28,9.7,9.9,11.47
train_300_8_instance_1620,10.68,9.24,10.56,10.06
train_300_8_instance_1623,33.0,30.35,42.13,31.09
train_300_8_instance_1649,9.17,7.18,7.08,9.5
train_300_8_instance_1721,6.23,5.61,7.93,5.99
train_300_8_instance_1774,7.47,5.64,6.25,7.64
train_300_8_instance_1788,15.15,12.42,15.61,14.47
train_300_8_instance_1899,14.22,12.92,12.96,13.93
train_300_8_instance_1915,4.24,4.26,4.84,4.0
train_300_8_instance_1938,10.49,9.29,10.65,10.21
train_300_8_instance_1949,19.87,21.68,28.13,20.6
train_300_8_instance_1954,21.67,16.31,18.82,21.45
train_300_8_instance_1996,14.97,15.89,14.9,15.06
train_300_8_instance_208,5.09,3.9,4.24,5.07
train_300_8_instance_2100,13.99,9.38,11.25,13.93
train_300_8_instance_2103,4.01,3.9,5.07,4.09
train_300_8_instance_2137,10.63,11.57,13.3,10.57
train_300_8_instance_2192,8.9,7.53,7.61,8.95
train_300_8_instance_2205,14.96,15.74,15.71,14.38
train_300_8_instance_2230,6.08,5.4,4.91,6.29
train_300_8_instance_2252,8.52,8.38,10.47,8.49
train_300_8_instance_2276,9.64,8.65,12.94,9.9
train_300_8_instance_2442,5.73,5.4,4.54,5.46
train_300_8_instance_2494,8.6,7.88,8.06,8.62
train_300_8_instance_2502,10.52,6.82,8.55,10.31
train_300_8_instance_2530,5.46,4.63,6.27,5.54
train_300_8_instance_2567,3.79,3.23,4.56,3.8
train_300_8_instance_2600,5.71,4.75,3.92,5.85
train_300_8_instance_2626,11.91,10.91,13.67,12.09
train_300_8_instance_2631,29.09,24.01,34.36,26.98
train_300_8_instance_275,9.27,7.28,9.01,8.82
train_300_8_instance_2753,13.69,12.67,13.84,13.58
train_300_8_instance_2813,7.75,5.41,6.87,7.69
train_300_8_instance_282,17.93,14.99,18.19,17.77
train_300_8_instance_2885,12.34,9.46,12.75,11.26
train_300_8_instance_2904,57.28,43.49,50.28,57.04
train_300_8_instance_2983,6.23,5.47,6.1,6.41
train_300_8_instance_307,10.87,7.79,10.73,10.79
train_300_8_instance_3085,14.32,12.61,12.7,13.81
train_300_8_instance_3174,7.21,4.74,5.95,7.46
train_300_8_instance_3179,31.64,28.56,28.99,31.82
train_300_8_instance_3202,16.88,15.9,17.15,15.54
train_300_8_instance_3272,8.63,7.94,8.45,8.79
train_300_8_instance_3274,8.29,5.84,8.22,7.81
train_300_8_instance_3386,6.11,6.0,6.75,5.91
train_300_8_instance_3396,15.1,12.67,12.42,13.85
train_300_8_instance_341,12.16,9.87,10.49,11.94
train_300_8_instance_3439,8.57,9.55,9.28,8.24
train_300_8_instance_3459,15.92,13.94,20.15,15.33
train_300_8_instance_3537,5.77,5.44,5.81,5.86
train_300_8_instance_3538,8.42,6.31,8.43,8.38
train_300_8_instance_3626,25.38,21.19,26.28,23.59
train_300_8_instance_3638,3.27,3.43,4.03,3.31
train_300_8_instance_3738,15.61,13.51,15.12,14.77
train_300_8_instance_3742,5.33,3.08,6.1,5.49
train_300_8_instance_3790,16.04,14.53,17.88,15.84
train_300_8_instance_3863,14.12,11.34,12.15,13.89
train_300_8_instance_3906,6.93,6.79,8.89,6.95
train_300_8_instance_3953,5.46,4.53,5.22,5.41
train_300_8_instance_3973,10.91,9.3,9.69,10.49
train_300_8_instance_3997,8.95,6.72,8.64,8.79
train_300_8_instance_457,12.55,10.81,12.45,12.39
train_300_8_instance_469,9.9,8.04,9.59,9.9
train_300_8_instance_552,5.58,5.0,4.73,5.48
train_300_8_instance_588,14.64,15.82,15.1,13.13
train_300_8_instance_591,2.25,2.49,2.76,2.36
train_300_8_instance_609,17.14,12.82,13.04,16.95
train_300_8_instance_654,9.11,6.26,6.91,9.22
train_300_8_instance_75,4.67,3.93,3.58,4.66
train_300_8_instance_789,6.65,5.94,6.99,6.23
train_300_8_instance_801,12.41,12.91,13.12,11.97
train_300_8_instance_842,7.41,7.03,7.59,7.55
train_300_8_instance_851,12.22,9.82,10.18,11.6
train_300_8_instance_927,7.51,6.42,7.08,7.5
train_300_8_instance_93,8.03,6.86,7.68,7.84
train_300_8_instance_957,16.6,12.17,14.84,16.33
train_300_8_instance_963,30.83,22.25,27.53,29.42
train_300_8_instance_98,9.0,8.05,8.0,8.72
train_4800_2_instance_132,0.01,0.01,0.01,0.01
train_4800_2_instance_1642,0.0,0.0,0.0,0.0
train_4800_2_instance_3414,0.01,0.01,0.01,0.01
train_4800_2_instance_3860,0.01,0.01,0.01,0.01
train_4800_2_instance_768,0.02,0.01,0.02,0.01
train_600_2_instance_1308,0.0,0.0,0.0,0.0
train_600_2_instance_1341,0.02,0.01,0.02,0.02
train_600_2_instance_1743,0.0,0.0,0.0,0.0
train_600_2_instance_1816,0.01,0.01,0.01,0.02
train_600_2_instance_2204,0.0,0.0,0.0,0.0
train_600_2_instance_2749,0.01,0.01,0.01,0.01
train_600_2_instance_3187,0.0,0.0,0.0,0.0
train_600_2_instance_347,0.02,0.02,0.02,0.02
train_600_2_instance_3548,0.01,0.01,0.02,0.01
train_600_2_instance_783,0.0,0.0,0.0,0.0
train_600_4_instance_1044,0.38,0.39,0.33,0.32
train_600_4_instance_1131,1.36,1.53,1.35,1.32
train_600_4_instance_1232,2.13,1.57,1.24,1.95
train_600_4_instance_1271,1.71,1.48,1.4,1.76
train_600_4_instance_1358,0.5,0.46,0.48,0.44
train_600_4_instance_1452,1.44,2.25,1.58,1.58
train_600_4_instance_1477,0.6,0.67,0.57,0.6
train_600_4_instance_149,0.4,0.22,0.31,0.4
train_600_4_instance_1491,0.83,0.45,0.43,0.65
train_600_4_instance_1584,0.78,0.82,0.66,0.76
train_600_4_instance_1618,0.59,0.96,0.53,0.62
train_600_4_instance_162,0.75,0.85,0.76,0.81
train_600_4_instance_164,0.24,0.23,0.23,0.24
train_600_4_instance_1654,1.1,0.93,0.95,1.11
train_600_4_instance_1745,0.45,0.71,0.44,0.43
train_600_4_instance_181,0.51,0.45,0.69,0.5
train_600_4_instance_1820,0.54,0.56,0.55,0.65
train_600_4_instance_1821,1.1,0.99,0.94,1.1
train_600_4_instance_183,0.71,0.7,0.51,0.83
train_600_4_instance_1878,0.53,0.58,0.45,0.55
train_600_4_instance_1941,0.61,0.77,0.7,0.55
train_600_4_instance_1990,2.14,1.88,1.72,2.08
train_600_4_instance_2139,0.6,0.63,0.55,0.71
train_600_4_instance_2156,1.57,1.26,0.94,1.53
train_600_4_instance_2188,0.61,0.66,0.63,0.55
train_600_4_instance_226,0.61,0.66,0.53,0.63
train_600_4_instance_2260,0.94,1.36,1.21,0.93
train_600_4_instance_2362,1.63,1.91,1.68,1.62
train_600_4_instance_2390,0.89,1.04,0.8,0.77
train_600_4_instance_2419,1.12,1.28,1.1,1.21
train_600_4_instance_2467,0.2,0.19,0.18,0.16
train_600_4_instance_2489,0.16,0.16,0.18,0.18
train_600_4_instance_2507,0.97,0.85,0.61,0.82
train_600_4_instance_2520,0.93,0.97,0.77,0.89
train_600_4_instance_2536,0.47,0.43,0.37,0.4
train_600_4_instance_2542,1.82,1.74,1.33,1.89
train_600_4_instance_2550,0.31,0.25,0.28,0.25
train_600_4_instance_2653,0.7,1.49,0.67,0.66
train_600_4_instance_2669,0.84,1.05,0.85,0.75
train_600_4_instance_2707,0.38,0.47,0.35,0.39
train_600_4_instance_276,1.28,1.0,1.16,1.15
train_600_4_instance_2765,0.48,0.48,0.41,0.58
train_600_4_instance_2784,1.83,2.01,1.63,1.63
train_600_4_instance_2787,1.25,1.53,1.18,1.23
train_600_4_instance_2803,0.2,0.18,0.19,0.19
train_600_4_instance_2844,0.54,0.44,0.38,0.54
train_600_4_instance_2896,2.94,2.1,1.88,2.79
train_600_4_instance_2984,1.86,2.05,2.3,1.85
train_600_4_instance_3,0.67,0.63,0.54,0.77
train_600_4_instance_3081,1.02,1.43,0.96,1.29
train_600_4_instance_3095,0.25,0.22,0.21,0.22
train_600_4_instance_3176,1.52,1.36,1.74,1.65
train_600_4_instance_318,0.89,0.72,0.67,0.89
train_600_4_instance_3259,0.5,0.42,0.47,0.54
train_600_4_instance_326,0.42,0.33,0.4,0.38
train_600_4_instance_3272,0.92,1.05,0.9,0.9
train_600_4_instance_3306,0.71,0.74,0.64,0.61
train_600_4_instance_3324,0.4,0.42,0.53,0.52
train_600_4_instance_3386,0.62,0.42,0.37,0.5
train_600_4_instance_3411,0.65,0.64,0.54,0.8
train_600_4_instance_3528,0.95,1.05,0.94,0.94
train_600_4_instance_360,0.31,0.38,0.3,0.28
train_600_4_instance_3660,0.21,0.21,0.21,0.22
train_600_4_instance_3674,0.29,0.29,0.32,0.3
train_600_4_instance_3695,0.67,0.33,0.39,0.52
train_600_4_instance_3708,0.58,0.52,0.43,0.6
train_600_4_instance_3711,3.36,3.78,2.43,3.09
train_600_4_instance_3749,0.67,0.73,0.52,0.69
train_600_4_instance_3795,2.24,2.09,1.81,2.0
train_600_4_instance_380,1.12,1.2,0.97,1.18
train_600_4_instance_3853,0.66,0.7,0.85,0.85
train_600_4_instance_3878,0.82,0.98,0.67,0.7
train_600_4_instance_39,0.27,0.26,0.27,0.24
train_600_4_instance_3915,1.63,1.16,1.11,1.65
train_600_4_instance_3922,1.13,0.78,1.13,1.16
train_600_4_instance_3998,0.52,0.58,0.5,0.59
train_600_4_instance_443,1.92,1.15,1.09,2.14
train_600_4_instance_457,1.67,1.39,1.59,1.63
train_600_4_instance_558,1.22,1.21,0.95,1.28
train_600_4_instance_648,0.24,0.22,0.2,0.23
train_600_4_instance_673,0.71,0.6,0.42,0.75
train_600_4_instance_732,1.38,1.33,1.54,1.29
train_600_4_instance_744,1.74,1.49,1.39,1.7
train_600_4_instance_768,1.04,0.81,0.83,1.06
train_600_4_instance_8,0.65,0.6,0.47,0.57
train_600_4_instance_87,0.26,0.35,0.26,0.28
train_600_4_instance_880,0.79,0.88,0.83,0.77
train_600_4_instance_890,0.53,0.63,0.58,0.53
train_600_4_instance_96,0.63,0.73,0.54,0.63
train_600_8_instance_2206,643.75,720.0,626.66,702.59
valid_1200_4_instance_226,1.19,1.33,1.03,1.2
valid_1200_4_instance_234,19.51,15.67,22.2,19.54
valid_1200_4_instance_313,73.4,64.43,68.7,80.63
valid_1200_4_instance_447,37.38,32.87,33.24,35.1
valid_1200_4_instance_487,22.98,25.42,27.82,23.17
valid_1200_4_instance_49,76.94,77.61,78.49,73.03
valid_1200_4_instance_545,27.2,24.6,32.73,28.18
valid_1200_4_instance_568,19.63,21.61,18.01,20.03
valid_1200_4_instance_677,13.76,12.57,9.42,13.79
valid_1200_4_instance_698,6.72,5.47,6.11,6.78
valid_1200_4_instance_769,6.27,5.49,5.39,6.64
valid_1200_4_instance_859,6.75,4.54,4.86,7.51
valid_1200_4_instance_889,4.67,2.78,3.13,4.41
valid_1200_4_instance_893,14.23,13.74,21.78,14.1
valid_1200_4_instance_950,8.16,5.9,9.26,8.13
valid_1200_4_instance_985,27.91,25.6,28.14,26.83
valid_150_16_instance_157,0.89,0.87,0.86,0.81
valid_150_16_instance_190,1.1,1.34,0.99,1.16
valid_150_16_instance_232,2.09,1.42,1.14,2.14
valid_150_16_instance_256,2.68,1.72,1.8,2.46
valid_150_16_instance_306,2.67,2.29,2.43,2.64
valid_150_16_instance_339,1.73,1.84,1.64,1.76
valid_150_16_instance_369,1.83,1.64,2.2,1.87
valid_150_16_instance_370,1.37,1.48,1.33,1.51
valid_150_16_instance_436,0.88,0.98,1.09,0.87
valid_150_16_instance_451,0.95,1.04,0.73,1.11
valid_150_16_instance_484,0.98,1.09,0.81,1.23
valid_150_16_instance_523,1.12,1.18,0.92,0.99
valid_150_16_instance_6,0.96,1.05,0.95,0.95
valid_150_16_instance_608,1.17,0.83,0.99,0.94
valid_150_16_instance_685,2.53,1.9,1.91,2.62
valid_150_16_instance_711,1.61,1.3,1.11,1.48
valid_150_16_instance_73,2.84,2.35,2.05,2.8
valid_150_16_instance_817,1.32,1.01,1.05,1.28
valid_150_16_instance_819,1.28,1.59,1.37,1.4
valid_150_16_instance_865,1.3,1.34,1.35,1.31
valid_150_2_instance_101,0.0,0.0,0.0,0.0
valid_150_2_instance_394,0.02,0.02,0.01,0.02
valid_150_2_instance_631,0.0,0.0,0.0,0.0
valid_150_2_instance_876,0.01,0.01,0.01,0.01
valid_150_32_instance_116,0.18,0.18,0.17,0.18
valid_150_32_instance_118,0.15,0.16,0.16,0.16
valid_150_32_instance_13,0.14,0.13,0.13,0.13
valid_150_32_instance_155,0.11,0.11,0.12,0.12
valid_150_32_instance_201,0.16,0.16,0.17,0.17
valid_150_32_instance_227,0.17,0.18,0.18,0.18
valid_150_32_instance_241,0.13,0.14,0.13,0.13
valid_150_32_instance_274,0.22,0.2,0.22,0.21
valid_150_32_instance_369,0.16,0.17,0.15,0.17
valid_150_32_instance_425,0.13,0.13,0.14,0.14
valid_150_32_instance_464,0.11,0.11,0.11,0.11
valid_150_32_instance_478,0.12,0.13,0.13,0.13
valid_150_32_instance_5,0.16,0.18,0.17,0.14
valid_150_32_instance_516,0.17,0.16,0.15,0.18
valid_150_32_instance_517,0.12,0.12,0.12,0.12
valid_150_32_instance_57,0.18,0.17,0.18,0.18
valid_150_32_instance_586,0.13,0.13,0.13,0.14
valid_150_32_instance_707,0.18,0.18,0.17,0.17
valid_150_32_instance_793,0.18,0.16,0.18,0.16
valid_150_32_instance_864,0.13,0.12,0.12,0.13
valid_150_32_instance_914,0.13,0.14,0.11,0.13
valid_150_32_instance_932,0.15,0.14,0.15,0.14
valid_150_32_instance_936,0.19,0.17,0.19,0.19
valid_150_32_instance_96,0.13,0.14,0.13,0.12
valid_150_32_instance_979,0.18,0.18,0.2,0.18
valid_150_32_instance_98,0.2,0.18,0.22,0.17
valid_150_32_instance_985,0.19,0.21,0.19,0.15
valid_150_32_instance_992,0.19,0.19,0.18,0.19
valid_150_4_instance_11,0.1,0.11,0.1,0.11
valid_150_4_instance_197,0.12,0.12,0.12,0.12
valid_150_4_instance_258,0.03,0.03,0.03,0.03
valid_150_4_instance_318,0.06,0.07,0.07,0.06
valid_150_4_instance_336,0.11,0.1,0.09,0.11
valid_150_4_instance_34,0.09,0.09,0.09,0.09
valid_150_4_instance_386,0.03,0.03,0.03,0.03
valid_150_4_instance_396,0.05,0.05,0.05,0.05
valid_150_4_instance_447,0.15,0.17,0.12,0.16
valid_150_4_instance_487,0.18,0.17,0.15,0.17
valid_150_4_instance_621,0.09,0.09,0.1,0.1
valid_150_4_instance_658,0.06,0.08,0.07,0.08
valid_150_4_instance_667,0.08,0.08,0.08,0.08
valid_150_4_instance_685,0.03,0.03,0.03,0.03
valid_150_4_instance_74,0.12,0.11,0.11,0.13
valid_150_4_instance_750,0.03,0.03,0.03,0.03
valid_150_4_instance_764,0.03,0.03,0.03,0.03
valid_150_4_instance_774,0.08,0.09,0.08,0.09
valid_150_4_instance_871,0.03,0.03,0.03,0.03
valid_150_4_instance_879,0.09,0.09,0.09,0.09
valid_150_4_instance_984,0.11,0.1,0.11,0.12
valid_150_64_instance_134,0.13,0.12,0.13,0.12
valid_150_64_instance_191,0.12,0.12,0.13,0.12
valid_150_64_instance_209,0.12,0.11,0.11,0.12
valid_150_64_instance_248,0.1,0.1,0.1,0.1
valid_150_64_instance_264,0.12,0.12,0.12,0.12
valid_150_64_instance_307,0.14,0.14,0.15,0.14
valid_150_64_instance_379,0.12,0.12,0.11,0.12
valid_150_64_instance_427,0.12,0.11,0.11,0.11
valid_150_64_instance_432,0.14,0.14,0.14,0.14
valid_150_64_instance_436,0.15,0.13,0.15,0.15
valid_150_64_instance_450,0.14,0.14,0.13,0.14
valid_150_64_instance_456,0.13,0.12,0.14,0.14
valid_150_64_instance_547,0.15,0.14,0.15,0.14
valid_150_64_instance_604,0.14,0.14,0.13,0.14
valid_150_64_instance_660,0.15,0.14,0.15,0.15
valid_150_64_instance_696,0.12,0.11,0.12,0.13
valid_150_64_instance_809,0.13,0.12,0.12,0.11
valid_150_64_instance_885,0.12,0.12,0.12,0.12
valid_150_64_instance_896,0.16,0.16,0.16,0.17
